drug,frequncy in AML
DB00691,8.181907509790897e-06
DB00722,8.181907509790897e-06
DB00787,8.147404411363547e-06
DB05676,8.044638338087661e-06
DB05260,8.042280229706031e-06
DB08873,8.013885668877988e-06
DB00716,7.961337508552025e-06
DB00973,7.946874488731157e-06
DB03085,7.861970954538008e-06
DB00836,7.85430144220606e-06
DB09131,7.678148656471102e-06
DB00970,7.6288315908695625e-06
DB09033,7.530974772295032e-06
DB09517,7.479016368077366e-06
DB00481,7.436694762897857e-06
DB01023,7.426901494083968e-06
DB00421,7.422818241316231e-06
DB00398,7.42070180522543e-06
DB03754,7.368534318787394e-06
DB05679,7.363688050962572e-06
DB06626,7.355093906912626e-06
DB00459,7.164548120858034e-06
DB00117,7.135612791714565e-06
DB14006,7.132498353817259e-06
DB00122,7.132498353817259e-06
DB06201,7.129976089271738e-06
DB00605,7.067450101323757e-06
DB00108,7.052198931307e-06
DB00125,6.975615909318547e-06
L-Arginine,6.975615909318547e-06
DB00975,6.91799897494226e-06
DB00368,6.90799525112091e-06
DB00254,6.898172882977062e-06
DB08910,6.871313937616108e-06
DB04552,6.7786387410448746e-06
DB00132,6.772532546285878e-06
DB00448,6.597432912388159e-06
DB01016,6.486036351325698e-06
DB01244,6.446992873128126e-06
DB00328,6.436809434608626e-06
DB00200,6.4141561070043746e-06
DB06262,6.413026991861977e-06
DB00877,6.382643795819068e-06
DB00147,6.3004635568269706e-06
DB00988,6.253979591437458e-06
DB00477,6.195285706637148e-06
DB00637,6.150617888955348e-06
DB00608,6.144631306578406e-06
DB09119,6.112266242384298e-06
DB01268,6.050149200880124e-06
DB01183,6.04624880427871e-06
DB01392,6.036026978828997e-06
DB09074,5.992428500548711e-06
DB06775,5.967851291687963e-06
DB01050,5.950634597153691e-06
DB11817,5.948737060202493e-06
DB09089,5.9456669208172e-06
DB06720,5.894718117531497e-06
DB04967,5.812584735956243e-06
DB01199,5.7758010504840065e-06
DB09302,5.67055561562506e-06
DB08912,5.626353157546041e-06
DB09078,5.620521262400238e-06
DB00831,5.592663975424571e-06
DB00017,5.557765392876682e-06
DB09270,5.522200127619344e-06
DB08911,5.465190424411451e-06
DB00808,5.45938410811617e-06
DB01250,5.42959353407023e-06
DB01083,5.341036190813319e-06
DB06803,5.082986106025171e-06
DB11571,5.0800282981364346e-06
DB11572,5.0800282981364346e-06
DB00290,5.050093629962382e-06
DB00761,5.033825499115875e-06
DB00054,5.0227157290427345e-06
DB00472,5.018936024658505e-06
DB01411,5.010876869989908e-06
DB00887,4.96430124936531e-06
DB08868,4.950548288451474e-06
DB00995,4.91232545719098e-06
DB09213,4.91232099141408e-06
DB00768,4.9001357754593245e-06
DB00921,4.898496067973561e-06
DB09069,4.786005245357622e-06
DB01097,4.770448782680441e-06
DB01197,4.73586584821118e-06
DB00655,4.723364697973535e-06
DB06372,4.7215873592809306e-06
DB00686,4.71257063980337e-06
DB01277,4.651710463750931e-06
DB01108,4.596900585197711e-06
DB00182,4.593631151329642e-06
DB00627,4.580418336234641e-06
DB00851,4.559820124367734e-06
DB00544,4.553290028582964e-06
DB01029,4.5406063728769764e-06
DB04941,4.512661614128493e-06
DB00158,4.480696834782318e-06
DB01100,4.412116258121209e-06
DB00977,4.389887719533543e-06
DB06202,4.3809598088737034e-06
DB13345,4.3618797967963165e-06
DB01049,4.3618797967963165e-06
DB00024,4.325556316879478e-06
DB00042,4.322658741318444e-06
DB00334,4.275730886273881e-06
DB09109,4.252404046812938e-06
estropipate,4.145259969580213e-06
DB00947,4.145259969580213e-06
DB06401,4.145259969580213e-06
DB04938,4.145259969580213e-06
DB01234,4.138936575742853e-06
DB09283,4.12124295835822e-06
DB00622,4.0824436629112654e-06
DB00586,4.081417584996278e-06
DB00244,4.072659978580722e-06
DB00503,4.055465495075351e-06
DB00997,4.012599045788383e-06
icatibant-acetate,4.005647197868968e-06
DB06196,4.005647197868968e-06
DB00623,3.994007132340153e-06
DB00363,3.9572184085639264e-06
DB01092,3.937149168171285e-06
DB00284,3.923359622964645e-06
DB04743,3.916107065590535e-06
DB09053,3.913177875139773e-06
DB00396,3.906057607134153e-06
DB11595,3.905577134647669e-06
DB00543,3.901181220579765e-06
DB04868,3.883073629561449e-06
fludarabine-phosphate,3.880390321566508e-06
DB12598,3.858670167766429e-06
DB08895,3.8010398344408866e-06
DB08877,3.8010398344408866e-06
DB11273,3.795026787248899e-06
DB00640,3.751419507705767e-06
DB00403,3.7440283459950743e-06
DB00555,3.7342916107957754e-06
DB00393,3.7310155041894705e-06
DB01032,3.7063134894737194e-06
DB04841,3.7018129159077637e-06
DB00337,3.6802457847896117e-06
DB00850,3.677552986697803e-06
DB00759,3.648073952219298e-06
DB00925,3.647203850686048e-06
DB00641,3.6139891100704144e-06
DB00040,3.5981474728953534e-06
DB00707,3.5736156151490164e-06
thiostrepton,3.5669690350342294e-06
DB00553,3.559837023207226e-06
DB00370,3.55097221725086e-06
DB00083,3.534644016833919e-06
DB00029,3.5304415654710397e-06
DB00015,3.5304415654710397e-06
DB00009,3.5304415654710397e-06
DB09054,3.5296793257032298e-06
DB12483,3.5296793257032298e-06
DB00099,3.498716180610284e-06
DB01285,3.480800804438035e-06
DB01069,3.4740118740339493e-06
DB09304,3.467941541823146e-06
DB00527,3.425829000011709e-06
DB09241,3.419190453213892e-06
DB01045,3.4128538229249146e-06
DB01611,3.3844395082038816e-06
DB01088,3.3820750299192295e-06
DB01429,3.375312520854105e-06
DB00408,3.3459795819215432e-06
DB05266,3.3443622566836416e-06
DB06813,3.3163660693308246e-06
DB00440,3.3163660693308246e-06
DB00452,3.2802087426237094e-06
DB00531,3.2777321795098375e-06
DB00916,3.2748660547704837e-06
DB06819,3.273854770930862e-06
DB00908,3.262892735147116e-06
DB13933,3.2417342814341645e-06
DB01118,3.2384533172417347e-06
DB01073,3.1967815541308232e-06
DB05016,3.1598837110529335e-06
DB00038,3.1286290093481747e-06
DB01224,3.1020888617017063e-06
DB00246,3.088603493891762e-06
DB05239,3.0871692244921766e-06
DB12159,3.0662813876370536e-06
DB04895,3.047002222877264e-06
DB00266,3.006777994707376e-06
DB00446,2.985990304707557e-06
DB00028,2.972799929455281e-06
DB00631,2.9694751378841106e-06
DB12863,2.9660885892172532e-06
DB00726,2.947480472406164e-06
DB01599,2.937971353428807e-06
DB00724,2.924116998781589e-06
DB00127,2.9178206257506965e-06
DB01238,2.9091473370381837e-06
hydrocortisone-phosphate,2.891340707547667e-06
DB01025,2.88093996263958e-06
DB01744,2.876506738410084e-06
DB00441,2.8678457825368878e-06
DB13873,2.8582979218158183e-06
DB05829,2.848628097393792e-06
DB09288,2.844614969469909e-06
DB01077,2.8429327722879927e-06
DB12095,2.840733679338018e-06
DB00150,2.817218775508426e-06
DB00987,2.815288869288306e-06
DB00661,2.8078813355180907e-06
DB08814,2.7723478429835914e-06
DB06204,2.7613642993670754e-06
DB09067,2.76062136167071e-06
DB06643,2.7576220539699035e-06
DB00523,2.753353898912801e-06
DB00626,2.749420957235858e-06
DB00834,2.747107352485888e-06
DB00086,2.730692390885642e-06
DB00798,2.716776397653866e-06
DB00412,2.6926874210283706e-06
DB01181,2.6914718632342504e-06
DB00207,2.6448138373212734e-06
DB08839,2.6281778081601236e-06
DB01240,2.6059614800076455e-06
DB09258,2.5830129677479028e-06
DB08875,2.5740520800117876e-06
DB00458,2.573871108544577e-06
DB04866,2.55793393784368e-06
DB01406,2.5522481387427812e-06
DB00741,2.5258879384168083e-06
DB01404,2.5171826971346757e-06
DB09228,2.5137933833951144e-06
DB00343,2.513721828953527e-06
DB00102,2.4908470194204006e-06
DB06287,2.4901046329226996e-06
DB01590,2.4901046329226996e-06
DB08885,2.4563628788217004e-06
DB00288,2.4462070755420553e-06
DB00569,2.4457231900679873e-06
DB01225,2.4457231900679873e-06
DB06155,2.4414791897649974e-06
DB08822,2.428353981017899e-06
DB00796,2.428353981017899e-06
DB01349,2.428353981017899e-06
DB01235,2.424128925377409e-06
DB09040,2.4187601699216746e-06
DB01167,2.4187601699216746e-06
DB00196,2.4187601699216746e-06
DB00770,2.4161318313649645e-06
cyclosporin-a,2.405198751119548e-06
DB00540,2.3908741970345134e-06
DB00904,2.380130903081366e-06
DB00047,2.3654848137427915e-06
DB00046,2.3654848137427915e-06
DB00316,2.331964031235995e-06
tannic-acid,2.3090011098984063e-06
DB06777,2.303114797883342e-06
DB00204,2.296232177069459e-06
DB11824,2.2911564492968504e-06
DB11363,2.280015957597186e-06
DB00308,2.279570415640853e-06
DB00004,2.2697772699216865e-06
DB00041,2.2697772699216865e-06
DB00905,2.24965628510465e-06
DB00033,2.246038386536055e-06
DB00509,2.243717433978048e-06
DB00657,2.2237122979058806e-06
ethanolamine-oleate,2.222134977970637e-06
DB01132,2.2189438888826363e-06
DB01327,2.2136888758803832e-06
DB00112,2.2103836394372643e-06
DB00451,2.2038257076844676e-06
DB09280,2.2036605042300864e-06
DB11712,2.2036605042300864e-06
DB08820,2.2036605042300864e-06
sodium-tetradecyl-sulfate,2.2012524867089897e-06
DB00464,2.2012524867089897e-06
DB09030,2.1966406830628432e-06
DB01138,2.180974195882864e-06
DB11157,2.176255476322789e-06
DB08871,2.162884641982535e-06
DB01393,2.1500955773446928e-06
DB11166,2.141841913495834e-06
DB00813,2.1081861329417084e-06
DB00790,2.093912568394945e-06
DB00331,2.080656256815153e-06
DB01024,2.076125408058819e-06
DB00352,2.076125408058819e-06
DB00688,2.076125408058819e-06
DB01009,2.0756285357697716e-06
DB06688,2.074037784266933e-06
DB01275,2.057475321490467e-06
DB00825,2.0427904707109826e-06
DB00338,2.0327398984474593e-06
DB00914,2.028169977359714e-06
DB01267,2.02629329495422e-06
DB09099,2.0171714110983207e-06
DB01026,2.0073992383848575e-06
DB00920,1.9941295366573303e-06
DB06148,1.990604420569242e-06
DB00951,1.9845483211777063e-06
DB05389,1.981900333836185e-06
DB01586,1.9757750558614355e-06
DB09068,1.9658805449051947e-06
DB01407,1.964224815748623e-06
DB06216,1.9544851673091257e-06
DB00445,1.949296077623589e-06
DB04855,1.934136917966893e-06
DB00250,1.9176506297795827e-06
DB01157,1.9176506297795827e-06
DB00563,1.9176506297795827e-06
DB01034,1.9174833848419915e-06
DB00339,1.9174833848419915e-06
DB00233,1.9062882762184723e-06
DB00648,1.9012325121046485e-06
DB00497,1.89401274322032e-06
DB11629,1.8706568084236786e-06
DB00573,1.8430126177397282e-06
DB00248,1.8393447349653198e-06
DB00051,1.8382477349453565e-06
DB09006,1.8366993275668325e-06
DB00199,1.831178733356648e-06
DB06285,1.826693993551427e-06
DB00356,1.820256058012301e-06
DB00493,1.8123301414523331e-06
DB06594,1.8055071710654195e-06
DB01082,1.7996339521283456e-06
DB01271,1.7956822724256043e-06
DB01279,1.7956822724256043e-06
DB00210,1.7712800107453926e-06
DB00929,1.761782498604503e-06
DB00276,1.7569912790993723e-06
DB04953,1.7523729781821656e-06
DB00501,1.7492723645513276e-06
DB08881,1.7393634362917575e-06
DB01119,1.7169587223467537e-06
DB00714,1.699788862753725e-06
DB00092,1.6980976679412637e-06
DB09331,1.6884262721851625e-06
DB00696,1.6879218890280394e-06
DB06217,1.6868660048671002e-06
DB01120,1.6797740785508306e-06
DB01270,1.6536920284358127e-06
DB05521,1.6460072367096277e-06
DB06211,1.6398144477822857e-06
DB01597,1.6398144477822857e-06
DB01003,1.6345405922298562e-06
DB00734,1.6302633185547143e-06
DB00784,1.6263784004571894e-06
DB00063,1.621301958847304e-06
DB00775,1.621301958847304e-06
DB00551,1.610143422898148e-06
DB11834,1.5852768944520531e-06
DB11131,1.5832076181424176e-06
DB11324,1.5832076181424176e-06
DB00604,1.5805254869301193e-06
DB01200,1.575000673101158e-06
DB00295,1.571725993247598e-06
DB00589,1.5661564531120295e-06
DB01367,1.5656271734400966e-06
DB01151,1.5556379540595286e-06
DB00976,1.5526839638313772e-06
DB01182,1.549574138325829e-06
DB01186,1.5491325968725917e-06
DB03619,1.5469853106989318e-06
DB01219,1.5449599138463202e-06
DB01427,1.5407432955967309e-06
DB00966,1.531090476394796e-06
DB01039,1.5185963181833311e-06
DB00413,1.5107851388481475e-06
DB00268,1.5107851388481475e-06
DB08870,1.505447432766278e-06
DB09225,1.500786117668091e-06
DB09036,1.5002021972003748e-06
DB00917,1.4919322149310773e-06
DB01176,1.4761852683183866e-06
DB01233,1.4587123021754604e-06
DB00280,1.456915392220237e-06
DB00774,1.4545497570701487e-06
DB01076,1.4536432749825519e-06
DB02530,1.4507442403710054e-06
DB01698,1.4461739556887563e-06
DB06168,1.4427969884246306e-06
DB00350,1.4420970150145878e-06
DB01142,1.4420895786426505e-06
DB01577,1.4375202139932706e-06
DB00513,1.4350220012224295e-06
DB00470,1.4332458268493497e-06
DB12364,1.4291613399196773e-06
DB01185,1.4227759431711166e-06
DB00980,1.4068571982937963e-06
DB00384,1.4048648010349498e-06
DB00432,1.398715439551242e-06
DB01101,1.398715439551242e-06
ftorafur,1.398715439551242e-06
DB09010,1.398715439551242e-06
DB00650,1.398715439551242e-06
DB00322,1.398715439551242e-06
DB12947,1.398715439551242e-06
DB04931,1.3969889937375352e-06
DB00206,1.3857425132184247e-06
DB00415,1.3808430206670187e-06
epalrestat,1.3784041648906728e-06
DB06756,1.3716305798387631e-06
DB12243,1.3716305798387631e-06
DB11581,1.3716305798387631e-06
DB00847,1.371326482431075e-06
DB01195,1.3683056220369225e-06
DB00136,1.3672564940887108e-06
DB06271,1.355364864352495e-06
DB00928,1.352623012412918e-06
DB01262,1.352623012412918e-06
DB00568,1.3495957308789182e-06
DB09286,1.3447974520966023e-06
DB00704,1.3391993920987426e-06
DB00647,1.3360450830969698e-06
DB01452,1.3360450830969698e-06
DB05777,1.3251317419432062e-06
DB00379,1.3090751784899838e-06
DB00052,1.3067193804510981e-06
DB11619,1.2993534060716833e-06
DB00309,1.2924539939573247e-06
DB00374,1.2919708067326414e-06
DB09290,1.2881415168182517e-06
DB00757,1.2881415168182517e-06
DB00377,1.2881415168182517e-06
DB00889,1.2881415168182517e-06
DB00969,1.2881415168182517e-06
DB00499,1.2848762606798016e-06
DB00065,1.26277390688029e-06
DB08904,1.26277390688029e-06
DB06674,1.26277390688029e-06
DB11136,1.2603210273081228e-06
DB00327,1.2597311850957034e-06
DB00318,1.2597311850957034e-06
DB00611,1.2597311850957034e-06
DB00854,1.2597311850957034e-06
DB00844,1.2597311850957034e-06
DB09272,1.2597311850957034e-06
DB11130,1.2597311850957034e-06
DB06230,1.2597311850957034e-06
butorphanol-(+)-tartrate,1.2597311850957034e-06
DB06800,1.2597311850957034e-06
DB01201,1.2527404802333254e-06
DB09343,1.2432847872781823e-06
DB01074,1.2383561223099744e-06
DB00097,1.2350936315284869e-06
DB00032,1.2350936315284869e-06
DB06605,1.227648103395408e-06
DB06228,1.227648103395408e-06
DB09075,1.227648103395408e-06
DB00799,1.2204935195963833e-06
DB06754,1.2180750866725796e-06
DB11598,1.2180750866725796e-06
DB00607,1.209950677104547e-06
DB00227,1.193069560499827e-06
DB00999,1.1918519986870622e-06
DB00864,1.1901411518669119e-06
zotarolimus,1.1901411518669119e-06
DB01241,1.1895669646293891e-06
spiperone,1.1786711972804366e-06
DB09034,1.1771905968408328e-06
DB00697,1.167576182984969e-06
DB00588,1.1657501696411143e-06
DB11767,1.1589690357022014e-06
DB01035,1.1565696909505904e-06
adiphenine,1.1541382461483823e-06
DB00652,1.149912140754984e-06
DB01104,1.1443710302895867e-06
DB00636,1.141511316788178e-06
DB01242,1.1405710541318658e-06
DB00805,1.1389103687940315e-06
DB00922,1.1269001944432426e-06
DB01403,1.1190713402767564e-06
DB01223,1.1179616851151458e-06
DB03255,1.1125275214184537e-06
DB00876,1.1124513764077548e-06
DB00275,1.1124513764077548e-06
DB09279,1.1124513764077548e-06
DB00177,1.1124513764077548e-06
DB00678,1.1124513764077548e-06
DB13919,1.1124513764077548e-06
DB01303,1.1121427179464208e-06
DB00399,1.1086759469358916e-06
minodronic-acid,1.1086759469358916e-06
DB01030,1.1027334404365299e-06
DB00762,1.1027334404365299e-06
DB06713,1.0970341144304817e-06
DB00695,1.0836868001424746e-06
DB00939,1.080824344784046e-06
DB00320,1.0775631854505343e-06
DB00883,1.0764126327839337e-06
DB00436,1.073654621024261e-06
DB01209,1.0704439337519448e-06
DB09091,1.0699518720991082e-06
DB00010,1.0668643155475335e-06
DB08869,1.0668643155475335e-06
DB00247,1.0594905367787805e-06
DB00435,1.0575789482410316e-06
DB00564,1.0561032400494066e-06
DB09046,1.0449825619419164e-06
DB00982,1.04271443764617e-06
DB01265,1.0424676212281307e-06
DB06153,1.0420994334187092e-06
DB01060,1.042024277522274e-06
DB06243,1.0361645690435085e-06
DB01192,1.035801132010202e-06
DB01081,1.035801132010202e-06
DB00956,1.035801132010202e-06
DB00818,1.0312674854439987e-06
DB00087,1.0286186707894872e-06
DB00367,1.0171581502044727e-06
DB00812,1.0128342139513694e-06
DB00857,1.0126555845324596e-06
DB00381,1.0110121060258813e-06
DB06692,1.0092359590645898e-06
DB00297,1.0090503398989423e-06
DB01212,1.008554525903258e-06
SN-38,1.0037045838297222e-06
DB05630,1.0037045838297222e-06
DB01067,9.855409317378123e-07
DB00731,9.855409317378123e-07
DB08995,9.816651794602672e-07
DB00056,9.749324061363024e-07
DB01149,9.700208821228509e-07
DB00026,9.697753328373985e-07
DB00082,9.56494361286977e-07
DB05990,9.556427271659415e-07
DB09035,9.497491661707815e-07
DB09037,9.497491661707815e-07
DB05351,9.491443761894909e-07
omeprazole-magnesium,9.491443761894909e-07
DB00152,9.459565823854444e-07
DB09371,9.317634218680513e-07
thiram,9.269713706447072e-07
DB00270,9.261019854482564e-07
DB00001,9.14193810100426e-07
dabigatran,9.14193810100426e-07
DB06695,9.14193810100426e-07
DB00006,9.14193810100426e-07
dabigatran-etexilate,9.14193810100426e-07
DB04898,9.14193810100426e-07
DB01020,9.042838455944202e-07
DB08931,9.042838455944202e-07
DB01239,8.974229835118268e-07
DB00504,8.965528562304969e-07
DB00651,8.95275463752038e-07
DB04115,8.907742539594918e-07
DB01309,8.907437475638833e-07
DB01306,8.907437475638833e-07
DB01307,8.907437475638833e-07
DB09564,8.907437475638833e-07
DB11560,8.739229974503062e-07
DB06273,8.664574566888499e-07
DB00428,8.641909477135582e-07
DB00656,8.630079634803472e-07
DB04894,8.619962401838704e-07
revaprazan,8.597359447730206e-07
DB00736,8.597359447730206e-07
DB00213,8.597359447730206e-07
DB01129,8.597359447730206e-07
DB00545,8.59174302694876e-07
DB00252,8.564434412268689e-07
DB00552,8.560911497067944e-07
DB00747,8.542715810140302e-07
DB00066,8.531945238838316e-07
DB00094,8.531945238838316e-07
DB00216,8.499594865740619e-07
DB11635,8.484549478460048e-07
DB14061,8.484549478460048e-07
DB00178,8.478360773302176e-07
DB09477,8.478360773302176e-07
DB09049,8.465138806664434e-07
DB04942,8.453780632826132e-07
DB00829,8.416226211078595e-07
DB00420,8.392024594621209e-07
DB01140,8.353259251395422e-07
DB00548,8.321478781519421e-07
azelaic-acid,8.321478781519421e-07
DB06264,8.318411421879944e-07
DB01089,8.269336957135765e-07
DB00936,8.260512648269697e-07
DB12478,8.203608058685705e-07
DB08604,8.178153218262475e-07
DB00960,8.177896939999639e-07
DB09273,8.172236003680057e-07
DB01068,8.169432021218044e-07
DB04665,8.11258117308672e-07
DB01280,8.075168222801209e-07
DB00095,7.997511216214645e-07
DB04899,7.875832592159016e-07
DB05578,7.871411475163588e-07
DB00881,7.842078612128022e-07
DB00584,7.842078612128022e-07
quinaprilat,7.842078612128022e-07
DB00492,7.842078612128022e-07
DB00519,7.842078612128022e-07
DB01348,7.842078612128022e-07
DB08836,7.842078612128022e-07
DB11783,7.842078612128022e-07
DB01340,7.842078612128022e-07
DB00542,7.842078612128022e-07
DB13169,7.765316715594662e-07
DB00402,7.735319802151201e-07
DB00186,7.735319802151201e-07
DB05812,7.586734011405428e-07
telotristat-ethyl,7.575943428886336e-07
DB09166,7.502443776569899e-07
DB00777,7.445995409864931e-07
DB08811,7.429915117870622e-07
