drug,frequncy in AML
DB04946,7.422292742912746e-07
DB00841,7.376527994728534e-07
DB01595,7.353310415831867e-07
fenigam,7.334104527484293e-07
DB00957,7.305468938214063e-07
DB01099,7.276848895257318e-07
DB06663,7.243265859042651e-07
DB00104,7.243265859042651e-07
DB06290,7.243186998121527e-07
DB00311,7.23806737007375e-07
DB01252,7.220888773675994e-07
DB09167,7.208065672331193e-07
DB01216,7.19851359647639e-07
DB00191,7.193373602492012e-07
DB09064,7.182460920341643e-07
DB08983,7.182460920341643e-07
DB04519,7.182460920341643e-07
ACT-132577,7.140201616125347e-07
DB06268,7.140201616125347e-07
DB08932,7.140201616125347e-07
DB06403,7.140201616125347e-07
DB00559,7.140201616125347e-07
DB01005,7.109179432615676e-07
DB00912,7.081732044722718e-07
DB00934,7.074193780612712e-07
DB00677,7.035319893810463e-07
DB01047,7.027952525209454e-07
DB00397,6.983431015411373e-07
DB00624,6.979267734845258e-07
DB13943,6.979267734845258e-07
DB00307,6.932502526251891e-07
DB00043,6.861234866887675e-07
DB00235,6.792616062980104e-07
DB00533,6.786271719228851e-07
DB06412,6.782070527650393e-07
DB06710,6.777982503432252e-07
DB01588,6.728192046859775e-07
DB00897,6.728192046859775e-07
DB00683,6.728192046859775e-07
DB00231,6.728192046859775e-07
DB01589,6.728192046859775e-07
DB00690,6.728192046859775e-07
DB01558,6.728192046859775e-07
DB00842,6.728192046859775e-07
DB00801,6.728192046859775e-07
DB01215,6.728192046859775e-07
DB01436,6.636250242676489e-07
DB01624,6.632448014783955e-07
DB08867,6.625799889497197e-07
DB00669,6.608405640071571e-07
DB00292,6.550768537328735e-07
DB09029,6.546368245207439e-07
DB00078,6.540909795794647e-07
DB00073,6.540909795794647e-07
DB05271,6.537271090034471e-07
DB06655,6.468151181835081e-07
DB09265,6.468151181835081e-07
DB09045,6.468151181835081e-07
DB01276,6.468151181835081e-07
DB13928,6.468151181835081e-07
DB09043,6.468151181835081e-07
DB00546,6.457417657024888e-07
DB00839,6.390269203901384e-07
DB00414,6.390269203901384e-07
DB09039,6.37900279546896e-07
DB00419,6.37900279546896e-07
DB01090,6.364674065936754e-07
DB00081,6.353087625158503e-07
DB00315,6.349724877785911e-07
DB00952,6.349724877785911e-07
DB00953,6.349724877785911e-07
DB00475,6.342318018285534e-07
DB01107,6.342318018285534e-07
DB00371,6.342318018285534e-07
DB01437,6.342318018285534e-07
DB00189,6.342318018285534e-07
DB00628,6.342318018285534e-07
DB00349,6.342318018285534e-07
DB00404,6.342318018285534e-07
DB00635,6.339600062739106e-07
fludrocortisone-acetate,6.299598686128393e-07
DB00687,6.299598686128393e-07
DB00935,6.285329755028908e-07
DB08879,6.255781336524822e-07
DB12836,6.224536937576059e-07
DB00800,6.21551724523673e-07
DB00539,6.192149190770201e-07
DB00882,6.192149190770201e-07
DB00890,6.192149190770201e-07
sodium-salicylate,6.154442136349664e-07
chlorogenic-acid,6.132654883632886e-07
DB00773,6.128883363459621e-07
DB00380,6.128883363459621e-07
DB00444,6.128883363459621e-07
DB00694,6.128883363459621e-07
DB04844,6.072286783166305e-07
DB00572,6.06133767838888e-07
DB04572,6.039107424072153e-07
DB09282,6.025741786312957e-07
DB09229,6.015552620093879e-07
DB05099,5.988349086608376e-07
DB06717,5.98639100082939e-07
maropitant,5.98639100082939e-07
DB00673,5.98639100082939e-07
DB09048,5.98639100082939e-07
DB00679,5.980751853588594e-07
tebipenem,5.965886154451313e-07
DB00300,5.938807301700086e-07
DB00837,5.90902391479257e-07
DB00682,5.891522500247267e-07
DB04854,5.883545738164902e-07
DB00437,5.883545738164902e-07
DB01685,5.883545738164902e-07
DB00981,5.878281594946128e-07
DB00212,5.872233020037258e-07
DB09026,5.872233020037258e-07
DB01431,5.81508010976445e-07
DB00262,5.813684366752316e-07
DB00875,5.81146748224994e-07
DB04106,5.807996606975407e-07
DB00574,5.781061296252026e-07
DB06689,5.778388062232993e-07
DB00672,5.669018317507711e-07
DB07477,5.668572868134568e-07
DB01063,5.658818350085142e-07
DB06016,5.657037665248198e-07
DB06786,5.653425562297491e-07
DB06144,5.616521638111296e-07
DB01014,5.580585144031853e-07
DB00110,5.566916110014518e-07
DB01365,5.55393657080101e-07
DB00401,5.552328205973818e-07
DB04878,5.542272268667216e-07
DB05246,5.487781427850365e-07
DB00617,5.487781427850365e-07
DB00593,5.487781427850365e-07
DB00347,5.487781427850365e-07
DB00832,5.487781427850365e-07
DB11059,5.47571127667598e-07
DB00946,5.457410281180424e-07
DB01418,5.457410281180424e-07
DB00498,5.457410281180424e-07
DB00208,5.448281781867373e-07
DB00758,5.448281781867373e-07
DB08816,5.448281781867373e-07
DB06441,5.448281781867373e-07
DB06209,5.448281781867373e-07
DB08827,5.429650063182933e-07
DB00754,5.429637716102192e-07
DB00508,5.407465422633542e-07
DB00302,5.340517078227987e-07
DB00571,5.300721297293899e-07
DB08807,5.300721297293899e-07
DB00476,5.292249392411313e-07
DB00449,5.261685024126021e-07
DB00710,5.248765360166669e-07
neridronic-acid,5.248765360166669e-07
DB00282,5.248765360166669e-07
DB00884,5.248765360166669e-07
DB01359,5.17547475576904e-07
DB04846,5.170461990556567e-07
DB00853,5.147580998266581e-07
DB00433,5.101987232179187e-07
DB04842,5.082954450447703e-07
DB08922,5.074832424751139e-07
DB01124,5.056438068448481e-07
DB00203,5.004445084889469e-07
DB09108,4.998951752973864e-07
DB00776,4.995525497035347e-07
DB06218,4.995525497035347e-07
DB00532,4.995525497035347e-07
DB01121,4.995525497035347e-07
DB01622,4.92094234421615e-07
DB01164,4.914450706144651e-07
phosphatidylcholine,4.846863882637142e-07
DB00489,4.828201869423035e-07
DB00561,4.797795785163016e-07
DB00906,4.792077491770961e-07
DB00653,4.784850791685698e-07
DB00547,4.780265170899588e-07
DB01130,4.780265170899588e-07
DB01013,4.780265170899588e-07
DB00663,4.780265170899588e-07
DB01260,4.780265170899588e-07
DB00537,4.755603302760359e-07
DB00824,4.715280502122282e-07
DB08815,4.7119995001471446e-07
DB00304,4.7074703450855624e-07
DB00823,4.7074703450855624e-07
DB00603,4.7074703450855624e-07
DB11362,4.705937177542909e-07
DB00738,4.6942726242000193e-07
DB00457,4.668312073781341e-07
DB06684,4.666773395456262e-07
DB00862,4.622536593919612e-07
levocarnitine-propionate,4.6025762545477483e-07
DB06317,4.6003033914277236e-07
DB11274,4.573391805007908e-07
DB08890,4.573049553850525e-07
DB01621,4.5374677639717073e-07
DB09244,4.530482525336487e-07
DB01281,4.511615793491597e-07
DB01251,4.4743439110080843e-07
DB01156,4.434102100263694e-07
DB11614,4.430059853552924e-07
DB00749,4.3434294319689296e-07
DB00450,4.3041956149348945e-07
DB09418,4.257280034989771e-07
DB06439,4.2326522475401363e-07
DB01015,4.2222719232382966e-07
DB09198,4.1863909998704115e-07
DB00107,4.1834154791618204e-07
DB01357,4.179983910303751e-07
DB00286,4.179983910303751e-07
DB09070,4.179983910303751e-07
DB04575,4.179983910303751e-07
sodium-oxybate,4.1616305287496576e-07
DB00372,4.15595804742291e-07
DB00323,4.0942362607287167e-07
DB11632,4.0942362607287167e-07
DB00494,4.0942362607287167e-07
DB13036,4.089022381671131e-07
DB01079,4.0788495320942444e-07
DB01440,4.0783754390931254e-07
DB02901,4.0453528121620016e-07
DB12319,4.044384981561769e-07
DB08992,4.028344780376978e-07
DB00764,4.027801296368698e-07
megestrol-acetate,4.027801296368698e-07
DB00351,4.027801296368698e-07
DB01168,3.996434712127884e-07
psoralen,3.996434712127884e-07
DB01247,3.996434712127884e-07
DB01171,3.996434712127884e-07
DB00601,3.996434712127884e-07
bifemelane,3.996434712127884e-07
DB01626,3.996434712127884e-07
DB09245,3.996434712127884e-07
DB01037,3.996434712127884e-07
DB06719,3.994576056895987e-07
DB00014,3.994576056895987e-07
DB04871,3.9864997277162324e-07
DB12163,3.9864997277162324e-07
haloperidol-decanoate,3.9801291972974933e-07
DB09389,3.9794323112745267e-07
DB12023,3.962105364231962e-07
DB00425,3.934193096309466e-07
DB01623,3.9281154601467223e-07
DB00715,3.8812165000261803e-07
DB01364,3.8617897213805156e-07
DB06152,3.858909450757241e-07
DB03128,3.8291215732066705e-07
DB00860,3.824094390503266e-07
DB09126,3.818991076446552e-07
DB00044,3.818991076446552e-07
DB00176,3.809693933778486e-07
DB00243,3.7792647818732084e-07
DB11757,3.7717318227422087e-07
DB06213,3.7717318227422087e-07
DB01211,3.70142055263399e-07
DB01175,3.6695952078002973e-07
DB01206,3.6375343999073933e-07
DB09146,3.629172249495055e-07
DB09097,3.6273626202516304e-07
DB00579,3.6241972353718696e-07
DB01410,3.622809159090259e-07
DB00620,3.622809159090259e-07
fluocinolone-acetonide,3.622809159090259e-07
DB00846,3.622809159090259e-07
DB00896,3.622809159090259e-07
DB00222,3.6165919312459787e-07
DB00866,3.598606521222296e-07
strontium-ranelate,3.5220302246042243e-07
DB12865,3.5220302246042243e-07
DB01012,3.5220302246042243e-07
DB00994,3.5220302246042243e-07
DB00394,3.5003148615868856e-07
DB00591,3.5003148615868856e-07
DB00180,3.5003148615868856e-07
dexamethasone-sodium-phosphate,3.5003148615868856e-07
hydrocortisone-butyrate,3.5003148615868856e-07
DB00838,3.5003148615868856e-07
methylprednisolone-aceponate,3.5003148615868856e-07
DB01380,3.5003148615868856e-07
DB00223,3.5003148615868856e-07
DB00443,3.5003148615868856e-07
DB00959,3.5003148615868856e-07
DB08906,3.5003148615868856e-07
prednisolone-sodium-phosphate,3.5003148615868856e-07
DB00596,3.5003148615868856e-07
cortisone,3.5003148615868856e-07
prednisolone-acetate,3.5003148615868856e-07
DB00324,3.5003148615868856e-07
DB00240,3.5003148615868856e-07
clobetasone-butyrate,3.5003148615868856e-07
DB00873,3.5003148615868856e-07
DB01222,3.5003148615868856e-07
DB00253,3.5003148615868856e-07
DB01053,3.4969394784714785e-07
DB01412,3.4804541567359045e-07
DB06219,3.45047998663753e-07
DB00215,3.4218639966247107e-07
DB09143,3.405143366119195e-07
DB08828,3.405143366119195e-07
DB04920,3.39993209499807e-07
DB00713,3.3935751761507153e-07
DB00865,3.3320385718297543e-07
DB09220,3.3285024008810534e-07
DB01395,3.3267702593233186e-07
DB01021,3.2966255555643167e-07
DB01207,3.261702381123152e-07
DB01114,3.247877062056237e-07
DB00998,3.220675620439702e-07
DB00417,3.200675137054472e-07
DB01105,3.196938890364128e-07
DB06701,3.196938890364128e-07
DB00422,3.196938890364128e-07
DB00285,3.196938890364128e-07
DB06700,3.196938890364128e-07
DB00598,3.196544084424784e-07
DB00848,3.1639449780904166e-07
nemonapride,3.163771665799522e-07
DB01295,3.137135921817743e-07
DB00434,3.1370013826896703e-07
DB00395,3.131917544144699e-07
DB09123,3.125485027910312e-07
DB00751,3.1109371466821343e-07
DB04932,3.0606975781442674e-07
DB12831,3.034770422369671e-07
DB01011,3.028899650436791e-07
DB00342,2.996013530931807e-07
DB06288,2.974042783578163e-07
DB01198,2.951179375895177e-07
DB08986,2.951179375895177e-07
DB00016,2.9473271322144754e-07
DB00012,2.9473271322144754e-07
DB08894,2.9473271322144754e-07
DB09107,2.9473271322144754e-07
DB01102,2.938316045705202e-07
DB00938,2.938316045705202e-07
DB01210,2.938316045705202e-07
DB00871,2.938316045705202e-07
DB00983,2.938316045705202e-07
DB01580,2.938316045705202e-07
DB01203,2.938316045705202e-07
DB01288,2.938316045705202e-07
DB08808,2.938316045705202e-07
carazolol,2.938316045705202e-07
DB08893,2.938316045705202e-07
DB01001,2.938316045705202e-07
DB01070,2.9314344484238823e-07
DB06410,2.9314344484238823e-07
DB00153,2.9314344484238823e-07
DB00146,2.9314344484238823e-07
DB00910,2.9314344484238823e-07
DB02300,2.9314344484238823e-07
falecalcitriol,2.9314344484238823e-07
DB06272,2.9314344484238823e-07
DB00169,2.9314344484238823e-07
DB13689,2.9314344484238823e-07
DB06707,2.926940893806974e-07
fluphenazine-decanoate,2.917068771026592e-07
DB01656,2.905884076834041e-07
DB01191,2.9038856535462853e-07
DB00105,2.9036513321492826e-07
DB00068,2.9036513321492826e-07
DB00022,2.9036513321492826e-07
DB00060,2.9036513321492826e-07
DB00069,2.9036513321492826e-07
DB00008,2.9036513321492826e-07
DB00034,2.9036513321492826e-07
DB12278,2.900412508069689e-07
meldonium,2.894173525731174e-07
DB09223,2.884990906831225e-07
DB09128,2.8686325123024045e-07
DB04876,2.852996534895745e-07
DB01261,2.852996534895745e-07
DB06203,2.852996534895745e-07
DB08882,2.852996534895745e-07
DB12417,2.852996534895745e-07
DB06335,2.852996534895745e-07
trelagliptin,2.852996534895745e-07
DB11950,2.852996534895745e-07
DB09014,2.850035339797161e-07
DB00962,2.82913595449325e-07
DB01214,2.813069504180342e-07
DB01291,2.813069504180342e-07
DB01193,2.813069504180342e-07
DB00264,2.813069504180342e-07
DB00195,2.813069504180342e-07
DB04861,2.813069504180342e-07
clorprenaline,2.813069504180342e-07
DB05039,2.813069504180342e-07
DB00221,2.813069504180342e-07
DB00612,2.813069504180342e-07
DB00373,2.813069504180342e-07
DB09351,2.813069504180342e-07
DB00521,2.813069504180342e-07
DB00335,2.813069504180342e-07
sodium-monofluorophosphate,2.78745778865048e-07
DB00645,2.7788804405819334e-07
DB00179,2.76774578691157e-07
DB00391,2.7549815982195515e-07
DB01618,2.747842097390809e-07
DB00218,2.7404709375176655e-07
DB04576,2.7404709375176655e-07
DB00467,2.7404709375176655e-07
DB01177,2.7404709375176655e-07
DB00685,2.7404709375176655e-07
DB01137,2.7404709375176655e-07
DB06193,2.7404709375176655e-07
DB00385,2.7404709375176655e-07
DB01165,2.7404709375176655e-07
DB01059,2.7404709375176655e-07
DB09047,2.7404709375176655e-07
DB01204,2.7404709375176655e-07
DB00978,2.7404709375176655e-07
DB01208,2.7404709375176655e-07
DB01325,2.7373852219153924e-07
DB00357,2.7344557214885273e-07
DB01408,2.730793202273337e-07
DB11085,2.7277659371468136e-07
DB12082,2.695574153425555e-07
DB09000,2.675023968772496e-07
DB09016,2.661857271725873e-07
DB06791,2.633571401009315e-07
DB00797,2.623950409583747e-07
DB09205,2.615620525095808e-07
DB06694,2.615620525095808e-07
DB00692,2.615620525095808e-07
DB00575,2.615620525095808e-07
DB01194,2.606840685002484e-07
testosterone-enanthate,2.5979985931285003e-07
DB00858,2.5979985931285003e-07
DB08804,2.5979985931285003e-07
DB08899,2.5979985931285003e-07
DB01420,2.5979985931285003e-07
DB00621,2.5979985931285003e-07
DB00665,2.5979985931285003e-07
DB06718,2.5979985931285003e-07
DB01128,2.5979985931285003e-07
DB00984,2.5979985931285003e-07
testosterone-undecanoate,2.5979985931285003e-07
etofylline,2.5889369589664607e-07
acefylline,2.5889369589664607e-07
DB01188,2.5691560262641145e-07
DB00511,2.5691560262641145e-07
DB01378,2.5691560262641145e-07
DB01396,2.5691560262641145e-07
DB13996,2.5691560262641145e-07
DB00390,2.5691560262641145e-07
DB06697,2.5691560262641145e-07
DB01158,2.5691560262641145e-07
DB01430,2.5691560262641145e-07
DB00918,2.560385144922608e-07
DB00964,2.556212362488767e-07
DB04838,2.4668760759204204e-07
DB01162,2.4361661289299756e-07
DB00590,2.4361661289299756e-07
DB09230,2.415647996882752e-07
DB00867,2.3770084222295218e-07
DB09080,2.3770084222295218e-07
DB09082,2.3770084222295218e-07
DB08941,2.3770084222295218e-07
DB12248,2.3770084222295218e-07
DB01274,2.3770084222295218e-07
DB00816,2.3770084222295218e-07
DB01366,2.3770084222295218e-07
DB08957,2.3770084222295218e-07
DB00820,2.3672081366326e-07
DB00535,2.2910764222008112e-07
DB00869,2.2818168029030284e-07
DB00703,2.2818168029030284e-07
DB01257,2.281518677507004e-07
DB01426,2.273715649005892e-07
DB00192,2.273715649005892e-07
DB01320,2.273715649005892e-07
DB01228,2.273715649005892e-07
DB00868,2.273715649005892e-07
DB00680,2.273715649005892e-07
DB01056,2.273715649005892e-07
DB06739,2.2727184421552207e-07
picotamide,2.2727184421552207e-07
DB05311,2.2544040658957506e-07
DB01243,2.2393005308550139e-07
DB00484,2.2321459448513657e-07
DB01018,2.2321459448513657e-07
DB02925,2.2203973865590062e-07
DB08961,2.2203973865590062e-07
DB01576,2.2131102470805194e-07
penfluridol,2.198549980918701e-07
DB01166,2.1885832350449965e-07
DB06711,2.1377896913422443e-07
DB00344,2.1349159745312044e-07
DB08918,2.1349159745312044e-07
DB08826,2.1259014816284596e-07
DB09090,2.1237368650094774e-07
ephedrine-(racemic),2.1087556540579985e-07
DB00175,2.084899810053329e-07
DB00067,2.0822224084206835e-07
DB09059,2.0822224084206835e-07
desmopressin-acetate,2.0822224084206835e-07
DB01184,2.0686333753332537e-07
DB00455,2.0660705369348022e-07
DB00629,2.0221737927480432e-07
DB01202,2.003604147382877e-07
DB09235,1.9809175520213833e-07
DB09526,1.9769124684072444e-07
DB00600,1.9769124684072444e-07
DB09516,1.9769124684072444e-07
DB00310,1.9680768800261742e-07
DB13500,1.941435476788438e-07
DB06654,1.939965936013333e-07
DB00933,1.938961722074947e-07
DB01113,1.9343431213288817e-07
DB01046,1.9133877421417174e-07
DB00562,1.909443305928214e-07
DB01126,1.8940595184300928e-07
DB00439,1.8667844203271026e-07
DB01095,1.8667844203271026e-07
DB01098,1.8667844203271026e-07
DB08860,1.8667844203271026e-07
DB01253,1.8640548343437915e-07
camostat-mesilate,1.8568007748278185e-07
DB00411,1.8234348801479783e-07
DB00528,1.738242391513915e-07
DB00727,1.721287871895133e-07
DB00325,1.721287871895133e-07
DB01284,1.6984091424331958e-07
DB11181,1.6930819740096686e-07
DB11656,1.6911539120916092e-07
DB11753,1.6619681945710466e-07
DB08810,1.5689978113930776e-07
DB01839,1.5614255388716652e-07
DB11995,1.5461380157050179e-07
clebopride,1.5157063210874144e-07
DB00287,1.4962472115489576e-07
DB11660,1.4962472115489576e-07
DB08819,1.4962472115489576e-07
DB00654,1.4962472115489576e-07
DB06824,1.442808443639664e-07
DB00810,1.4303327496375398e-07
DB00830,1.402377321828335e-07
DB00937,1.402377321828335e-07
DB04924,1.384036925351084e-07
DB11742,1.3553178681135496e-07
DB05265,1.3549718057809515e-07
DB01232,1.3043796964214408e-07
DB01263,1.3043796964214408e-07
DB01609,1.3043796964214408e-07
DB01333,1.3043796964214408e-07
DB01117,1.2644874390653428e-07
DB08880,1.2644874390653428e-07
DB06479,1.2472462301875287e-07
DB00245,1.2106128156316922e-07
benztropine-mesylate,1.2106128156316922e-07
DB00843,1.2094596620084097e-07
DB00990,1.1708834103382789e-07
DB01217,1.1708834103382789e-07
DB00894,1.1708834103382789e-07
DB01006,1.1708834103382789e-07
DB00035,1.1592224126735241e-07
mozavaptan,1.1592224126735241e-07
DB02638,1.1592224126735241e-07
DB12867,1.1226041905769758e-07
DB00662,1.1226041905769758e-07
DB01425,1.1226041905769758e-07
r(-)-apomorphine,1.1226041905769758e-07
DB12401,1.1226041905769758e-07
DB09018,1.1226041905769758e-07
DB01255,1.1214310784399648e-07
DB00745,1.1214310784399648e-07
DB01146,1.1129610875250326e-07
DB06716,1.0755326864370308e-07
DB06413,1.0620229158329238e-07
DB12017,9.88983938967932e-08
DB01382,9.8207138754385e-08
DB00835,9.808811656891146e-08
DB11235,9.808811656891146e-08
DB00340,9.299429939970056e-08
DB08897,9.299429939970056e-08
DB00725,9.299429939970056e-08
DB00670,9.299429939970056e-08
DB01036,9.299429939970056e-08
DB00496,9.299429939970056e-08
DB01409,9.299429939970056e-08
DB09076,9.299429939970056e-08
DB06702,9.299429939970056e-08
DB01085,9.299429939970056e-08
DB00376,9.299429939970056e-08
DB01591,9.299429939970056e-08
aceclidine,9.299429939970056e-08
DB00332,9.299429939970056e-08
DB01282,9.229999957471594e-08
DB00872,9.134088842344535e-08
DB06212,9.134088842344535e-08
DB00387,8.65620154215885e-08
DB00809,8.65620154215885e-08
DB01231,8.65620154215885e-08
DB00424,8.65620154215885e-08
DB00782,8.65620154215885e-08
trepibutone,8.65620154215885e-08
DB01019,8.65620154215885e-08
vinburnine,8.65620154215885e-08
DB01144,8.390083592633641e-08
DB08907,8.178837877730124e-08
DB06292,8.178837877730124e-08
DB09038,8.178837877730124e-08
taltirelin,8.17282916297503e-08
DB01106,8.16448833348929e-08
DB00924,8.163575314979712e-08
DB00580,7.965473369617855e-08
DB00471,7.923958313917732e-08
DB06650,7.861715151439854e-08
DB08935,7.861715151439854e-08
DB11988,7.861715151439854e-08
DB06709,7.679684261092256e-08
DB00863,7.636867859571254e-08
tepoxalin,7.555805064451197e-08
DB00744,7.555805064451197e-08
DB08955,7.555805064451197e-08
silibinin,7.555805064451197e-08
DB06706,7.51324762645143e-08
DB01010,7.468869105542541e-08
DB00733,7.468869105542541e-08
DB00382,7.468869105542541e-08
DB00944,7.468869105542541e-08
pralidoxime-chloride,7.468869105542541e-08
DB00989,7.468869105542541e-08
DB08985,7.310934623039755e-08
DB00232,7.274695293002024e-08
DB00366,7.093240430596844e-08
DB04880,6.804417881828619e-08
DB00261,6.804417881828619e-08
pimobendan,6.804417881828619e-08
olprinone,6.804417881828619e-08
DB00880,6.69647971733452e-08
DB12833,6.602904755170939e-08
DB01616,6.602904755170939e-08
flopropione,6.602904755170939e-08
DB01401,6.386136377163223e-08
DB12545,6.386136377163223e-08
DB01399,6.386136377163223e-08
DB00554,6.386136377163223e-08
amtolmetin-guacil,6.386136377163223e-08
DB13167,6.386136377163223e-08
DB01397,6.386136377163223e-08
DB00821,6.386136377163223e-08
DB13783,6.386136377163223e-08
DB00712,6.386136377163223e-08
DB00861,6.386136377163223e-08
DB06725,6.386136377163223e-08
ufenamate,6.386136377163223e-08
DB11071,6.386136377163223e-08
DB00461,6.386136377163223e-08
DB08984,6.386136377163223e-08
DB00814,6.386136377163223e-08
DB00469,6.386136377163223e-08
bendazac,6.386136377163223e-08
ibuprofen-lysine,6.386136377163223e-08
DB00500,6.386136377163223e-08
DB00963,6.386136377163223e-08
DB01435,6.386136377163223e-08
DB06736,6.386136377163223e-08
DB00154,6.386136377163223e-08
DB09212,6.386136377163223e-08
DB00788,6.386136377163223e-08
DB01283,6.386136377163223e-08
flurbiprofen-(S)-(+),6.386136377163223e-08
DB01600,6.386136377163223e-08
DB00991,6.386136377163223e-08
DB13217,6.386136377163223e-08
DB01438,6.251183689720918e-08
DB00737,6.116723149530249e-08
DB01620,6.116723149530249e-08
DB07615,6.045961727945671e-08
DB01625,5.797925997467522e-08
DB06210,5.673328804990795e-08
DB05332,5.673328804990795e-08
DB00462,5.47260289243241e-08
DB01062,5.47260289243241e-08
DB00517,5.47260289243241e-08
DB00804,5.47260289243241e-08
DB00383,5.47260289243241e-08
DB00986,5.47260289243241e-08
DB09262,5.47260289243241e-08
DB00505,5.47260289243241e-08
chlormadinone-acetate,5.274864347818119e-08
DB00717,5.274864347818119e-08
DB00378,5.274864347818119e-08
DB06470,5.197990014622791e-08
DB01086,5.0516479157604136e-08
DB01031,4.451551835785383e-08
DB01297,4.360610819508198e-08
DB00187,4.360610819508198e-08
DB01220,4.341122190668439e-08
DB13179,4.341122190668439e-08
DB01579,4.2879660588669834e-08
DB06267,4.2730484556945876e-08
DB06237,4.2730484556945876e-08
DB11792,4.2730484556945876e-08
DB06714,4.272583450077419e-08
DB00550,3.989172629358045e-08
DB00763,3.989172629358045e-08
DB00389,3.989172629358045e-08
DB03852,3.9310213051043864e-08
DB01400,3.9310213051043864e-08
methylene-blue,3.9310213051043864e-08
DB01122,3.9310213051043864e-08
DB00400,3.864630042830795e-08
DB00723,3.834745802444425e-08
DB00298,3.834745802444425e-08
DB00211,3.834745802444425e-08
DB00388,3.834745802444425e-08
DB00706,3.834745802444425e-08
DB00185,3.590844628807677e-08
DB00771,3.590844628807677e-08
DB04843,3.590844628807677e-08
DB01057,3.5378478004381544e-08
deracoxib,3.5315320474033365e-08
DB12233,3.5315320474033365e-08
DB09217,3.5315320474033365e-08
DB01628,3.5315320474033365e-08
DB01170,3.4035440599541145e-08
DB04840,3.4035440599541145e-08
DB00226,3.4035440599541145e-08
DB00234,3.4035440599541145e-08
DB09185,3.4035440599541145e-08
DB00699,3.240664176374012e-08
DB00610,3.240664176374012e-08
ipragliflozin-l-proline,3.220684321986972e-08
DB11827,3.220684321986972e-08
DB12230,2.950323803531556e-08
buflomedil,2.950323803531556e-08
adrenalone,2.950323803531556e-08
DB01148,2.8582755446913287e-08
caramiphen,2.8582755446913287e-08
mofezolac,2.8546043297598875e-08
DB09215,2.8546043297598875e-08
DB00729,2.6143273477410817e-08
diphemanil,2.6143273477410817e-08
DB08801,2.3911399805458244e-08
DB01075,2.3911399805458244e-08
5-hydroxytryptophan,2.083493115782476e-08
DB09015,2.012852314130068e-08
desoxycorticosterone-pivalate,2.012852314130068e-08
DB00700,2.012852314130068e-08
DB00429,1.911304012927415e-08
DB00644,1.7558498044943403e-08
DB06825,1.7558498044943403e-08
DB06788,1.7558498044943403e-08
DB06699,1.7558498044943403e-08
DB00106,1.7558498044943403e-08
DB00666,1.7558498044943403e-08
DB00007,1.7558498044943403e-08
DB06785,1.7558498044943403e-08
DB00093,1.7206946990734935e-08
DB09310,1.390076805831651e-08
DB09204,1.2524654152485995e-08
DB00940,1.1445160350953092e-08
DB00209,9.76517281066595e-09
aminopentamide,9.76517281066595e-09
DB00979,9.76517281066595e-09
DB00942,9.76517281066595e-09
piperidolate,9.76517281066595e-09
pipenzolate,9.76517281066595e-09
DB09271,9.76517281066595e-09
DB12554,9.76517281066595e-09
DB06480,9.234980437801242e-09
DB11675,9.234980437801242e-09
ammonium-lactate,8.325508965653223e-09
xipamide,7.183265177784762e-09
DB01324,7.183265177784762e-09
DB00524,7.183265177784762e-09
DB00214,5.7821557566750515e-09
DB08800,5.093817169210907e-09
DB00405,5.093817169210907e-09
DB00885,5.093817169210907e-09
DB00985,5.093817169210907e-09
DB01619,5.093817169210907e-09
DB00427,5.093817169210907e-09
DB09555,5.093817169210907e-09
DB00341,5.093817169210907e-09
DB00950,5.093817169210907e-09
DB04890,5.093817169210907e-09
DB01246,5.093817169210907e-09
DB01084,5.093817169210907e-09
DB00902,5.093817169210907e-09
DB08799,5.093817169210907e-09
DB08802,5.093817169210907e-09
DB12523,5.093817169210907e-09
DB00719,5.093817169210907e-09
DB01615,5.093817169210907e-09
DB00283,5.093817169210907e-09
DB06691,5.093817169210907e-09
DB06766,5.093817169210907e-09
DB00792,5.093817169210907e-09
DB09488,5.093817169210907e-09
DB08936,5.093817169210907e-09
DB00557,5.093817169210907e-09
DB04837,5.093817169210907e-09
DB06282,5.093817169210907e-09
DB01071,5.093817169210907e-09
DB01237,5.093817169210907e-09
DB00972,5.093817169210907e-09
DB11591,5.093817169210907e-09
DB00967,5.093817169210907e-09
DB00748,5.093817169210907e-09
DB00549,5.051713977805183e-09
DB00423,4.37647383240138e-09
DB00587,3.6815324946653552e-09
DB06764,2.903403728424561e-09
DB00927,1.679987540287143e-09
DB00585,1.679987540287143e-09
DB08806,1.679987540287143e-09
