nodes,fostamatinib
6464,0.0001797615973811414
GO:0042770,0.00017973525207435183
5879,0.00017969242317613195
GO:0097191,0.0001796897783094644
GO:1903490,0.00017953680049613698
GO:0043087,0.00017935829250819593
GO:1903861,0.00017912986791289185
GO:0000380,0.00017887556690196965
GO:0007249,0.00017781442474980815
GO:0002528,0.0001772093940351925
GO:0045732,0.0001770411379448556
1025,0.0001769690210503384
GO:0032793,0.00017682686675782607
GO:0008380,0.00017639331119870795
406991,0.00017579330350146036
GO:0006469,0.00017567445440300563
4171,0.00017566194650073385
GO:0042177,0.00017515460592517577
GO:0045087,0.00017504716024103345
GO:0042327,0.0001747204572032925
3725,0.00017458127766192786
GO:0071356,0.00017410645316050472
23636,0.00017323111417961532
GO:0010634,0.00017322843674658073
GO:0007095,0.00017285518368947677
GO:0006897,0.00017276560712806447
GO:1904722,0.00017242145885591065
6223,0.0001723939299502434
348,0.00017197246680883646
7533,0.00017161454029762316
GO:0032465,0.00017110481748057162
3327,0.00017028672109631635
6885,0.0001702742477030967
GO:0016525,0.0001698242926227296
GO:0042346,0.0001695624255990057
GO:0007051,0.00016943616812885187
GO:0006334,0.00016919463485338187
GO:0051865,0.00016843189225027364
3315,0.0001683402378622107
6622,0.00016805183694269438
2810,0.0001672294595854251
GO:0042149,0.0001672242098237202
4893,0.0001671376155910596
9343,0.00016693827983992718
GO:0032092,0.00016684152426880118
GO:0050794,0.00016636713647304077
GO:0006397,0.00016620813702997186
GO:0034097,0.0001657233999351029
GO:0033137,0.00016559168573959248
GO:0045669,0.0001654801401916181
GO:0012501,0.00016508171360011086
2289,0.00016490897712224126
4088,0.00016437120830416882
GO:0048026,0.00016414376670826974
GO:0051402,0.00016372543237929695
GO:0032880,0.0001624319128206623
GO:0030512,0.00016207291588343493
GO:0007178,0.00016196915320116416
GO:0032147,0.0001610715498511064
GO:0016239,0.00016091402264333072
GO:0010467,0.00016081518549553527
GO:0034976,0.0001608127134936046
GO:0051290,0.00016047445167698495
9401,0.00016010127488651172
7874,0.00015995964102361008
GO:0034644,0.00015977885521325767
GO:2000059,0.00015941039901135628
GO:0050732,0.00015935854142246704
5578,0.000159183947403034
GO:0032956,0.0001591359818045756
GO:0043552,0.0001589930732722228
GO:0032446,0.0001589147575408961
650,0.0001579644229180304
GO:0045879,0.0001573924374412872
GO:0033135,0.00015705280410149977
GO:0045931,0.0001567795332856634
9531,0.00015659009199984873
GO:0071363,0.0001558377720020683
GO:0034612,0.0001556194994028597
GO:0045070,0.00015556588279456646
10273,0.0001551382299507783
GO:0070373,0.00015483919640056924
GO:0007098,0.0001548123125512
GO:0048870,0.0001547815164824106
GO:0051403,0.00015463861177727542
GO:1902164,0.0001545638413301989
GO:0035771,0.00015432828962199502
GO:0052548,0.00015408870585459296
GO:0008543,0.00015360159582371996
GO:0018345,0.0001533431100530791
7042,0.00015330002536016374
3479,0.00015327127852288224
GO:0006909,0.00015295307118161515
GO:0061762,0.000152342579847651
GO:0032968,0.0001522081808713269
2335,0.00015184338412988705
GO:0042326,0.00015181616934182606
GO:0016311,0.00015178561797819491
1080,0.00015164697887502787
GO:0060334,0.0001515334945103117
6188,0.0001515093582124281
GO:0010801,0.0001513765490204957
7917,0.00015112630443774852
4089,0.00015070434591271716
664618,0.0001505858215640355
GO:0006335,0.0001503106120245446
3480,0.00015010723636073542
GO:0043524,0.00014968673838131326
GO:0070301,0.00014924155768042407
GO:0008152,0.00014919090065368325
GO:0060733,0.00014893110109729193
GO:0016043,0.0001489216833336733
GO:0042325,0.00014891253177574872
203068,0.00014877812041560998
GO:0060070,0.00014871060780341858
22938,0.00014865239581535642
GO:0097194,0.00014845308769992103
23064,0.00014837744992527327
GO:1903078,0.00014789383938560295
GO:0006412,0.00014771683366102015
GO:0006417,0.00014766828752413503
3192,0.0001471133542281653
GO:0044267,0.00014704306973316918
GO:0060338,0.00014694269349713502
GO:0018193,0.00014673933690331672
GO:0001525,0.0001466301662994627
1660,0.00014640053789345212
4217,0.00014563342579753272
GO:0031333,0.00014560368001663535
GO:0009299,0.00014522596815540144
GO:0007204,0.0001450766176422515
GO:0018212,0.00014488607630274496
3309,0.00014440569342015198
92597,0.00014432606754511936
GO:0030838,0.00014432092688411154
5465,0.0001442348746245003
GO:0000244,0.00014414922959295686
GO:0042147,0.00014412064287942287
5777,0.00014402356783750777
GO:0007004,0.00014390922133664412
GO:0031175,0.00014360563789866455
GO:0045943,0.00014348678981003689
GO:0007265,0.00014347749807463282
142,0.00014182899600729708
1540,0.0001416599283224463
GO:0030433,0.00014163163520709908
5245,0.00014139324099435259
1191,0.0001412600699674347
GO:0071480,0.00014103731396549845
GO:0065007,0.00014082385114663585
GO:0031648,0.00014071289574821728
GO:0045880,0.00014063909296695333
3178,0.00014045401081634227
GO:0071222,0.00014037112598234755
GO:0052695,0.00014031560766958047
GO:0030071,0.00014018003994474714
GO:0042493,0.00014013295517689776
GO:0043124,0.00013969579248887095
GO:0006513,0.00013966172913175477
GO:0043002,0.00013937773746749827
GO:2000107,0.0001392914830317143
55294,0.00013917960755514586
GO:2001237,0.0001390099406428292
GO:0051894,0.0001386655611595909
GO:0010863,0.0001385644719177092
GO:0051496,0.00013845766405421595
3091,0.00013845386471649188
GO:0097190,0.00013843504505059982
5590,0.00013843024658356714
GO:1903438,0.00013826776401924262
GO:0008588,0.00013825426358366657
GO:0016236,0.0001381388625789973
GO:0046677,0.00013811257507896464
GO:0043069,0.0001377752918029513
6772,0.00013753947805036042
4000,0.00013740078853575422
GO:0043280,0.0001373828376250848
GO:0048518,0.00013726024243153144
GO:1905818,0.00013679714222954989
GO:0006919,0.00013644796601252157
2130,0.0001361820383305193
GO:2000772,0.00013601741134752475
GO:0032006,0.000135775595157123
GO:0035404,0.0001357106034545448
GO:0032024,0.00013568643633156627
GO:0007052,0.0001350260337198905
GO:0030511,0.00013480070783869892
GO:0051131,0.00013462057137732258
GO:2000825,0.0001345304510288058
GO:0045040,0.0001345192461873767
GO:0046601,0.00013431569661356203
GO:0031122,0.0001341598158877287
GO:0001558,0.00013407975305407196
GO:0032515,0.00013401182008005677
GO:1902531,0.00013381470000768054
8924,0.00013377500561692222
GO:0071456,0.00013376125020206424
GO:0071345,0.0001333134373018476
5788,0.0001328880382109983
GO:0022402,0.00013237672895150926
51574,0.00013220595315231005
GO:0001672,0.00013218230931354613
GO:0071469,0.00013187723822035354
GO:0000724,0.00013175869060463074
6732,0.00013125198469952565
GO:0031116,0.00013103732689334713
409,0.0001305215209042497
GO:0051607,0.0001304178238156909
10614,0.00013032168340797987
387,0.00013032054299290431
GO:0000086,0.00013026302242669628
GO:0010971,0.00013004658134065672
GO:0045945,0.00012990139159540338
23363,0.00012927539448512923
3297,0.00012924603330511546
GO:0030154,0.00012903633056817674
408,0.00012900272508573022
GO:0007528,0.00012895443402707204
GO:0090303,0.00012894236093172187
1654,0.00012870959688628803
GO:2000811,0.000128655120662947
GO:0065009,0.0001282368622657643
GO:1902532,0.00012796572087166137
GO:0018209,0.00012795347491269395
5501,0.00012773664100766775
GO:0042953,0.00012742934342649008
GO:0032435,0.00012730618664631005
3146,0.00012705075099101723
GO:1904720,0.0001270277805395257
9252,0.00012689802434944782
153090,0.00012689198550571543
GO:0048255,0.00012684961264877964
GO:0070527,0.00012680732138522835
1655,0.00012639732661226847
2316,0.00012574213848377716
5499,0.00012568794719559814
7175,0.00012564825430746575
GO:0035406,0.0001254172429406792
GO:0070555,0.0001253297818805977
GO:0048522,0.00012515073134080056
GO:0048015,0.000125020552094101
GO:0009968,0.00012501337532179599
2065,0.00012499443828566163
GO:0006302,0.0001246694794734741
GO:0070936,0.00012450124496522376
3308,0.0001243933289148407
GO:0034614,0.00012429547884903704
GO:0000338,0.00012420135441393415
GO:0071364,0.00012390383481674278
GO:0051444,0.00012374401381070596
GO:0006955,0.00012369014766262876
GO:0043044,0.00012361500837299258
GO:0098586,0.00012358982039645217
GO:1900745,0.00012345501677810076
GO:0070670,0.0001229973091440887
8091,0.00012245373831439946
GO:0035405,0.00012239384302175583
7337,0.00012208056344383767
GO:0090307,0.00012196257290057917
GO:1905515,0.00012180876830102737
GO:0034605,0.00012173341351714739
GO:0006970,0.00012164876871725693
GO:0046329,0.00012150294550560244
GO:0061077,0.00012141709132238167
5770,0.00012135760389143608
GO:0061098,0.00012111301088583659
3458,0.0001210341877569118
572,0.00012097946090407213
GO:0030574,0.00012095239907042299
GO:0060261,0.00012094575491142904
9040,0.0001205009963780032
5591,0.00012046916982488617
GO:0032869,0.00012041406825384896
581,0.00012038020180114355
GO:0042542,0.0001202813440763327
GO:0043491,0.00012002042627503737
65125,0.00011997894126818673
GO:0035509,0.00011989319942874165
10890,0.00011982050858195914
9532,0.00011980231342649216
GO:1903800,0.0001196013692463878
6789,0.0001195722000384745
2264,0.000119560436477654
3965,0.0001193386784627307
GO:0031936,0.0001191207603641038
2150,0.00011909433623854845
GO:0045862,0.00011892154797233257
GO:0048523,0.00011887591439057843
1026,0.0001187133620842145
10673,0.00011870727928558352
808,0.00011870019091444052
29978,0.00011868430206401017
GO:0048010,0.00011859279984481994
84708,0.00011816632003927693
5604,0.0001181092052699079
GO:0042976,0.00011807925869390262
28960,0.0001180188250090135
1945,0.00011798295583968638
7014,0.00011792195095566577
GO:2000401,0.00011782978917277105
3329,0.00011775605192951294
GO:0031146,0.00011774762251742983
GO:0070507,0.0001177451974990069
GO:0035774,0.00011774369485345799
3667,0.00011767829418259703
1213,0.00011754213648115486
8878,0.00011743443415055065
367,0.00011709330362871791
10399,0.00011702058149330422
3630,0.00011690660273550392
7057,0.00011689834707092496
GO:0070979,0.00011687526102045772
GO:0007080,0.00011667966283500349
GO:2001271,0.00011659094733952544
GO:0006810,0.00011629114741989735
GO:1904595,0.0001160920733737891
7329,0.00011608816027601669
GO:0090316,0.00011593984739447558
