nodelist,diff_AML,fostamatinib,lasofoxifene,zinc,L-glutamic acid,protein_product_fost,protein_product_laso,protein_product_zinc,protein_product_glut
7040,0.00030770516887716835,0.0003102894961882677,0.00039868696776584726,0.00034857151170114716,0.0001763822101778735,9.547768182542241e-08,1.226780407455162e-07,1.0725725587377135e-07,5.427371776971077e-08
2194,4.297156781183853e-05,5.804718828325978e-05,2.537708758314555e-05,4.066403425959495e-05,3.662733909304899e-05,2.4943786876006567e-09,1.0904932399461046e-09,1.7473973056891096e-09,1.573934185604159e-09
2512,6.1891100404597404e-06,2.0105223251584393e-05,4.770154075910256e-06,6.230240822538312e-05,5.789759217805578e-06,1.244334390920656e-10,2.9523008485756125e-11,3.8559646029254017e-10,3.5833456906764834e-11
2243,4.516110885448237e-05,4.748849270679195e-05,3.1140255074043725e-05,0.0017483626390221861,3.355943166528523e-05,2.1446329884667233e-09,1.4063284491552356e-09,7.895799545799101e-08,1.5155811465305088e-09
2908,8.765525569536012e-05,0.00010556744242176993,7.738208680633884e-05,5.737111492163436e-05,0.00011863650869165799,9.25354115858545e-09,6.782946605250184e-09,5.02887974798375e-09,1.0399113504172095e-08
5871,1.2401919808337905e-05,0.000650775288036928,8.259362456846028e-06,9.28471397330346e-05,2.4409679446804916e-05,8.070862935481983e-09,1.0243195085780117e-10,1.1514827814026392e-09,3.027268870465085e-10
3309,0.000128889940138802,0.00014440569342015198,8.397643043110373e-05,0.0001587302663802925,0.00011569692482088018,1.861244118062558e-08,1.082371709133523e-08,2.0458734531971994e-08,1.491216971440672e-08
6514,1.1160426608542437e-06,1.9660905461245565e-06,6.958858014418984e-07,1.26311995475449e-06,1.0404587363755046e-06,2.1942409245772233e-12,7.766382414919042e-13,1.409695755282293e-12,1.1611963366535622e-12
2898,1.5861780977044373e-05,1.9311378034994024e-05,1.0073545551979489e-05,1.635852525843516e-05,0.003861938606810226,3.0631284875598077e-10,1.597843732077782e-10,2.594753447567467e-10,6.125722432801569e-08
2897,9.626668609354598e-07,8.424816515492117e-07,8.981050206379784e-07,4.941112409139481e-07,0.0027908071211653488,8.110291668926015e-13,8.645759410079389e-13,4.756645172435552e-13,2.6866175308085735e-09
3984,1.3151358543807355e-05,0.0006445315014058025,8.26275096782827e-06,1.1645519474493885e-05,1.0286258249576967e-05,8.476464867766183e-09,1.0866640053610081e-10,1.531544020379601e-10,1.3527827031438294e-10
3339,2.5426913459703657e-05,7.465341640788883e-06,4.850497998640317e-06,2.12964024128803e-05,3.0056348692465786e-05,1.8982059584746102e-10,1.2333319284789312e-10,5.415017811553315e-10,7.642401771180047e-10
8974,1.4399592302454354e-05,1.375794081410015e-05,6.388357311909342e-06,1.153554252590944e-05,1.0814421245017169e-05,1.9810873864433912e-10,9.198974077389775e-11,1.6610710936072042e-10,1.5572325691524805e-10
708,9.856034296190583e-05,0.00010123918509603515,7.71249995844629e-05,0.00011641622823929708,6.376429227078687e-05,9.978168804249089e-09,7.601466409981509e-09,1.1474023381596626e-08,6.284630514931955e-09
23193,2.2176208130124486e-05,2.182375453172174e-05,1.6614928205609027e-05,1.9228401448386164e-05,2.3644151355735023e-05,4.839681226762088e-10,3.6845610595466156e-10,4.2641303252899867e-10,5.243376215249449e-10
5684,6.268918082800803e-05,0.000297801301831858,4.398518883917359e-05,9.919676281149999e-05,3.349026906316254e-05,1.8668919661353545e-08,2.7573954568930336e-09,6.218563801443145e-09,2.099477533279239e-09
5747,0.00014829444412727718,0.0007749261161931958,5.020586580878423e-05,0.00047355601563534526,6.600680626750478e-05,1.1491723764057978e-07,7.445250962042328e-09,7.02257261017717e-08,9.788442644056497e-09
3552,2.016734664971326e-05,1.577918566741285e-05,9.131420256137026e-06,1.382116862072234e-05,1.0650652056270735e-05,3.1822430720490205e-10,1.8415651770972884e-10,2.787362986782467e-10,2.1479539206429323e-10
3717,0.0016048381682893579,0.0007271852684243927,2.838163073136127e-05,4.973185881134277e-05,2.8103253028230697e-05,1.1670146741852074e-06,4.5547924275982764e-08,7.98115852004203e-08,4.51011731127981e-08
3856,1.4861626286586169e-05,4.731676135877328e-05,2.8810454798292753e-05,1.9737743353368586e-05,2.123885131683878e-05,7.032040244056696e-10,4.281702123588102e-10,2.93334965458314e-10,3.1564387102722647e-10
596,0.0015802159477261884,0.0001111229720047937,3.9735845347934555e-05,8.586762133593809e-05,8.795394512218569e-05,1.7559829252070576e-07,6.279121651518766e-08,1.3568938462836288e-07,1.3898622674751181e-07
8678,6.0019757203560855e-05,8.901074453648004e-05,3.1921989232728794e-05,4.864866533627341e-05,0.00012321396259299942,5.3424032755877125e-09,1.9159500432030662e-09,2.9198810817604173e-09,7.395272118920455e-09
4790,0.00017255767025174174,7.012780401530654e-05,9.090876830830727e-05,9.685762598031023e-05,5.5388930032030134e-05,1.2101090480752036e-08,1.5687005264736874e-08,1.6713526285276906e-08,9.557784724063851e-09
240,9.93752293311783e-06,0.0006035953495574953,6.473964237727967e-06,7.176765612660335e-06,8.047448523383693e-06,5.998242628550883e-09,6.433516808060637e-11,7.131927286142351e-11,7.997170425421067e-11
4689,1.1731707711810369e-05,6.590214128204931e-06,5.320859830610141e-06,3.583000140958429e-06,2.8383534397612814e-06,7.731446591034343e-11,6.2422772308231e-11,4.203471038509964e-11,3.329873293809091e-11
51176,0.00011113372510950546,0.00011121395121822095,7.903365398122245e-05,6.60052562983359e-05,5.873288833011131e-05,1.2359620683027717e-08,8.783304375948947e-09,7.335410009241715e-09,6.527204666565872e-09
5567,8.023499388338606e-05,0.0006641331841191802,4.22080456925142e-05,5.393391211668015e-05,0.0001238716903219309,5.3286721965556136e-08,3.386562287968556e-09,4.327387108788914e-09,9.938844315304817e-09
6622,0.00017583116363306545,0.00016805183694269438,7.902523406376756e-05,0.0002506418923778097,0.00010450728338153165,2.954875004030813e-08,1.3895098861807612e-08,4.407065559198383e-08,1.8375637245105234e-08
5970,0.000375601899164411,0.00020952966767679416,0.0001815652372249803,0.00020209594352797885,0.00011031575330684289,7.869974111069178e-08,6.81962479239394e-08,7.590762020253241e-08,4.143480644980284e-08
2353,7.282757138253803e-05,9.1444510939643e-05,7.36418329138411e-05,8.009138933435129e-05,3.3330989952624725e-05,6.65968164799813e-09,5.363155843273701e-09,5.832861373874114e-09,2.427415050025435e-09
2237,3.076610035011517e-05,1.4274348384779127e-05,1.1938076772735443e-05,1.641492885813947e-05,1.104930109573231e-05,4.3916603483861904e-10,3.672880679773577e-10,5.050233484895204e-10,3.3994390630993774e-10
207,0.0002633018385914661,0.00046341644855705654,0.0002090765120159668,0.00023569694124139155,0.0001478580381208134,1.2201840293860055e-07,5.505023002009481e-08,6.205943797924314e-08,3.893129328773725e-08
2321,3.5634917129642966e-05,0.0006687589417840749,1.6527414128709233e-05,2.575696071415495e-05,1.8295072437819208e-05,2.3831169470183232e-08,5.889530328438438e-10,9.178471605603811e-10,6.519433902025026e-10
4985,3.3922700900927946e-05,2.368008124154701e-05,0.00033252328902834215,2.0441829190722798e-05,3.873189325962949e-05,8.032923132666736e-10,1.1280088076301266e-08,6.934420575047474e-10,1.3138904303730785e-09
5147,2.6553292623336513e-05,7.99492038840604e-06,5.164307261426267e-06,5.057549665744301e-06,5.773068402110224e-06,2.122914605736248e-10,1.3712936190947328e-10,1.342945962315662e-10,1.5329397461577052e-10
388,1.644156763328384e-05,3.150483353553832e-05,1.65670057614897e-05,1.792182518683466e-05,1.3804166403966334e-05,5.179888513499021e-10,2.7238754570853593e-10,2.946629009212318e-10,2.2696213555191704e-10
5066,1.3076389376702993e-05,1.2291616405461675e-05,7.553995771601559e-06,0.00010634442294287343,6.4247662574797525e-06,1.6072996218688728e-10,9.877899005942995e-11,1.3906010824418001e-09,8.401274523710808e-11
5465,0.0002187001882568513,0.0001442348746245003,0.0002622416221730063,0.00011351696263131598,8.626278640810779e-05,3.154419423358156e-08,5.735229213801854e-08,2.482618109781476e-08,1.8865687627013728e-08
8503,5.01334845737325e-05,6.428683461045387e-05,3.0319501293795122e-05,1.780967253635502e-05,1.2546111864394368e-05,3.222923031237282e-09,1.5200222503957404e-09,8.928609433645819e-10,6.289803056139373e-10
5290,5.021961523119893e-05,0.0001113276879783176,3.316377562144698e-05,0.00018075183684139497,2.8940668138653833e-05,5.59083365485008e-09,1.6654720513228823e-09,9.077287698507303e-09,1.4533892184570136e-09
5226,1.3750465857158742e-05,1.691934388683866e-05,5.865416961501116e-06,1.653290037752612e-05,1.3066431248715566e-05,2.326488604415025e-10,8.065221566712087e-11,2.273350821609798e-10,1.7966951676037545e-10
6403,1.8530677139219676e-05,1.4863916654970909e-05,1.5608101414344672e-05,1.906089187220119e-05,7.3898287815804845e-06,2.7543844055753603e-10,2.892286880654191e-10,3.532112332693367e-10,1.3693853126558108e-10
25865,0.00011449813965031615,0.00020712673659822225,0.00021943413273970832,8.266603988217102e-05,7.144872422423391e-05,2.37156260123375e-08,2.5124799974477135e-08,9.465107778767422e-09,8.18074600406326e-09
3739,2.975695928390124e-05,1.4010627294024103e-05,6.666713410340282e-06,1.2065008449676672e-05,2.9019789292851636e-05,4.1691366593019066e-10,1.9838111950893417e-10,3.5901796519695315e-10,8.635406884147793e-10
2241,3.469660228895782e-05,0.0006572180918850582,2.1418668372398453e-05,2.308540781249288e-05,2.4895355150649007e-05,2.2803234751243597e-08,7.431550180761886e-10,8.00985213548465e-10,8.637842365044261e-10
5594,0.0001797664545871736,0.0002291349929472995,8.411526014541318e-05,7.899144009237863e-05,5.979674234245813e-05,4.119078530399306e-08,1.5121102093018713e-08,1.4200011128142028e-08,1.074944836676642e-08
4751,5.100338497234081e-05,0.000719333595274385,3.003176434112655e-05,6.859037357349537e-05,3.3133557899713646e-05,3.6688448283317454e-08,1.5317216380890943e-09,3.498341228765656e-09,1.689923609062439e-09
5170,0.0001131963543266938,0.0007600312821684194,5.690995551409708e-05,0.0001861443341091953,0.00030972435399039856,8.60327703157078e-08,6.4419994890901144e-09,2.1070859999730947e-08,3.5059667717903496e-08
5590,0.00010740557546618324,0.00013843024658356714,0.0003540840724318804,7.659937505669997e-05,0.00014767681868572903,1.4868180296233675e-08,3.803060356295582e-08,8.227199958314864e-09,1.5861313693955928e-08
6256,4.89899619032772e-05,6.39782512801386e-05,6.62260346382106e-05,4.827941860621675e-05,2.565470084269818e-05,3.1342920928522858e-09,3.244410913931053e-09,2.365206878230931e-09,1.2568228169237572e-09
1191,0.000128331635331235,0.0001412600699674347,8.843595770188033e-05,0.002234738059829821,8.490240511472805e-05,1.812813578592557e-08,1.1349131073966229e-08,2.8678758975491216e-07,1.0895664491928062e-08
7048,6.16487623791377e-05,0.0007010174278095312,2.87365742516241e-05,4.3180221212226566e-05,3.778555365765767e-05,4.321685683066411e-08,1.771574237628821e-09,2.662007196991157e-09,2.329432618805095e-09
10572,9.949529156946731e-06,1.605489627909225e-05,4.446189959096389e-06,0.0015923089946471732,5.264259104516651e-06,1.5973865864058391e-10,4.423749663535332e-11,1.5842724769110584e-08,5.23768994501107e-11
2280,4.4602550394492546e-05,4.6950436960099623e-05,2.3408360801370473e-05,4.005114028778473e-05,3.0802231612651605e-05,2.094109230556289e-09,1.0440725922955904e-09,1.7863830030428092e-09,1.3738580877661245e-09
7046,8.74167287470847e-05,0.0009442827711301482,7.718623541348156e-05,6.967658913821841e-05,5.6171737734622586e-05,8.254611086442962e-08,6.74736820414894e-09,6.090899492717706e-09,4.910349560799885e-09
472,0.00012718667365678704,0.0002680859177150523,7.723577729908445e-05,0.00011638558221065008,0.0001339319807739274,3.409695612840462e-08,9.823361601966934e-09,1.480269506298111e-08,1.703436313090058e-08
25,0.0001516711141254706,0.000978829481284514,0.0002374220572680913,0.0001970411438314427,0.00015174762162778683,1.4846015796527873e-07,3.6010067943812696e-08,2.988544981347201e-08,2.3015730838176787e-08
4914,0.000425667334745932,0.0010730908909286452,0.00018264690954084773,0.00025658846736275996,0.0006292796395864976,4.56779739481734e-07,7.774682318383399e-08,1.092213290288496e-07,2.678637869926651e-07
2242,4.0802658257274054e-05,0.0006774318647952851,1.7968106236535263e-05,2.9527777896358592e-05,2.241750983122909e-05,2.7641020871829902e-08,7.33146498299743e-10,1.2048118306018103e-09,9.146939926227219e-10
6714,0.0002676831231281143,0.0009659422374912593,0.0001244134162959469,0.00015619732292279214,0.00016346227341247234,2.58566434893019e-07,3.33033718331373e-08,4.18113872242236e-08,4.375609186067232e-08
2048,8.210296936420343e-06,0.0005922113154788983,3.887547030036791e-06,4.996848254470511e-06,3.12200532993832e-05,4.86223074918986e-09,3.191791547090107e-11,4.1025607915436574e-11,2.563259079588057e-10
7137,1.2731767641197507e-05,4.356351844913092e-05,1.2570557197336785e-05,1.6065357737408638e-05,1.3012915517076851e-05,5.546405945273556e-10,1.6004541335687491e-10,2.0454040178540131e-10,1.6567741669795597e-10
7157,0.00046850332265231377,0.0005306633803432895,0.0005670502126891962,0.0021324263599457505,0.0003046819937149052,2.486175569007397e-07,2.6566490875558963e-07,9.99048834945963e-07,1.4274452640776447e-07
5708,2.7092755820977034e-05,2.751013106841066e-05,2.3932953789435436e-05,2.8734994144369544e-05,2.1598198091019844e-05,7.453252636395241e-10,6.484096730919013e-10,7.78510179870609e-10,5.85154707053093e-10
4921,1.530585904765663e-05,0.0006417165820805982,5.2169606986032036e-05,1.2613844908004701e-05,9.761793351063792e-06,9.822023553869614e-09,7.98500651099849e-10,1.930657322109213e-10,1.494126330837341e-10
3676,0.0001358764448502511,6.935750930437707e-05,3.7689099466904214e-05,0.00011287832988687766,7.09453878921258e-05,9.424051787946967e-09,5.121060845170438e-09,1.5337506165662783e-08,9.639807085304103e-09
3980,2.104899181253895e-05,1.8963140055938e-05,2.1706121833718466e-05,2.1121560312054427e-05,1.6055660166126102e-05,3.9915497977746837e-10,4.5689198075991293e-10,4.445875500764813e-10,3.3795545938169607e-10
186,1.333908854563363e-05,2.076250410422799e-05,9.202300629036896e-06,4.983621157896102e-05,2.581280447737628e-05,2.769528806753788e-10,1.227503029142632e-10,6.64769639030693e-10,3.443192845348504e-10
5584,6.712882683376407e-05,0.0006939009823203528,0.0003559646824481678,7.52136517793953e-05,0.00014599105733816708,4.658075888196174e-08,2.389549152699887e-08,5.049004205834057e-09,9.800208407331939e-09
660,1.1337374525133881e-05,0.0006186346097046991,4.9776581466283945e-06,9.148234354215397e-06,1.2138395186028022e-05,7.013692264432197e-09,5.6433574666409887e-11,1.0371695911743624e-10,1.3761753235808184e-10
8573,3.623565509618628e-05,0.0006292900906790883,2.2710974910657792e-05,2.9589717995405464e-05,0.00010197459660167271,2.2802738681295233e-08,8.229470537607358e-10,1.072202815674929e-09,3.6951163110309423e-09
4036,2.1863605414334676e-05,2.0626443353947314e-05,1.1482642847245265e-05,6.35128954970341e-05,2.5111927035270902e-05,4.5096841859183e-10,2.510519723259029e-10,1.388620885869027e-09,5.490372638927262e-10
2066,4.872510201674091e-05,0.0007275773099231844,5.415276992999235e-05,4.187415939602487e-05,5.058276855201675e-05,3.545127865107308e-08,2.638599239327977e-09,2.040322688436582e-09,2.4646505579862104e-09
9367,2.8520591381132176e-05,2.5821706876071863e-05,1.5890238485774364e-05,2.349736451617871e-05,2.3297183249241855e-05,7.364503505758166e-10,4.5319899880151113e-10,6.701587318994476e-10,6.644494437829842e-10
1756,2.2460305920728482e-05,1.6613971497555916e-05,8.58230571413004e-06,2.2292698476256698e-05,2.060520367202823e-05,3.7315488239336937e-10,1.9276121184457684e-10,5.007008275752831e-10,4.6279917803267195e-10
2157,5.015893369704118e-06,3.3851616326824358e-06,2.0295666649303096e-06,1.7332038410947067e-05,7.739937912248606e-06,1.6979609788748596e-11,1.018008997799644e-11,8.693565654892649e-11,3.882270325596931e-11
5264,6.902014489272835e-05,1.045688157725077e-05,4.34367329418238e-06,7.770101805026384e-06,0.0001666723408824759,7.217354815879498e-10,2.9980096013114253e-10,5.362935524141711e-10,1.1503749117318698e-08
445,4.1286983919248936e-05,3.1057822522008766e-05,1.6761385087224496e-05,5.5022090150859714e-05,0.0001550339849070501,1.2822838190330634e-09,6.920270365605767e-10,2.2716961512620104e-09,6.40088564179446e-09
5605,2.3168830986850273e-05,0.0006455982549270074,3.175380299790985e-05,1.7596943513260246e-05,4.5728724618091706e-05,1.4957756853809312e-08,7.356984948483128e-10,4.077006101438779e-10,1.059481091920786e-09
5422,3.011164763599896e-05,2.8158426123530762e-05,1.7354487900035498e-05,4.763286951080468e-05,3.0203248140464907e-05,8.478966054160665e-10,5.225722245490764e-10,1.4343041826008688e-09,9.094695654683202e-10
3358,2.7325774564719306e-05,2.0232588838822983e-05,3.775587543165154e-05,2.5134565384891828e-05,4.7744238352254535e-05,5.528711614703327e-10,1.0317085405389343e-09,6.868214674897514e-10,1.304648293977933e-09
367,0.0001654161160898362,0.00011709330362871791,0.0001655040673709269,8.16783420519498e-05,6.98469058218999e-05,1.936911950639044e-08,2.7377040021569314e-08,1.3510914110890678e-08,1.155380388195125e-08
7182,0.00021702747311863686,0.0001904536099243691,0.00013231972422912615,0.0002771127951391436,0.0001602989152300761,4.1333665708208364e-08,2.8717015393202117e-08,6.01410896978908e-08,3.4789268516041986e-08
56924,5.112767278404773e-06,0.0005896770858852108,1.9266188853018247e-05,3.5065227139194165e-06,1.994560717614621e-06,3.014881709538987e-09,9.850353994727848e-11,1.7928034592710292e-11,1.0197724771811578e-11
598,6.572541912663285e-05,7.78221210104408e-05,3.280229086457126e-05,7.489361606861595e-05,4.3211910055142895e-05,5.114891520734763e-09,2.1559443153876663e-09,4.9224143060189085e-09,2.840120899636627e-09
19,3.7898265848000395e-05,2.482450396393227e-05,1.3454017611123064e-05,7.864242214068501e-05,3.5676401194637416e-05,9.408056507698448e-10,5.098839361500211e-10,2.980411421218353e-09,1.3520737369742877e-09
5144,6.191412724348897e-05,2.043171316799265e-05,6.933898162357561e-06,1.0139354723086807e-05,1.2091143169950108e-05,1.265011688885566e-09,4.293062531176004e-10,6.277692984920674e-10,7.486125767435335e-10
3172,4.812695209568013e-05,3.788738271359295e-05,6.619905840010605e-05,7.559825101693534e-05,4.335597906330769e-05,1.8234042528877874e-09,3.1859589124010348e-09,3.6383134052092484e-09,2.08659112744112e-09
3718,3.584161194214551e-05,0.0006819400690481375,1.2291870301864112e-05,1.8400488344387867e-05,1.2742896657945102e-05,2.4441831322623256e-08,4.4056044540259645e-10,6.595031627855214e-10,4.5672595703293124e-10
1432,0.00011666885525137013,0.0008269463117508177,7.290823018854699e-05,6.783995164769954e-05,5.196010757147469e-05,9.647887954631055e-08,8.506119754501162e-09,7.914809499045406e-09,6.062126269102001e-09
5693,1.5025395137910226e-05,4.9142143886857315e-05,8.321612687479322e-06,1.8101749998392372e-05,1.3663954195511327e-05,7.383801298240706e-10,1.2503551881402387e-10,2.719859464135112e-10,2.0530631093386395e-10
6278,2.2514366780649958e-05,3.886789696693244e-05,3.231032639567795e-05,0.0016600317560305897,1.4736780048857809e-05,8.750860883060291e-10,7.274465392748091e-10,3.737456382279912e-08,3.317892711857493e-10
3761,1.3967313444871461e-06,3.891083318173102e-06,1.3647871090764712e-06,1.7007432394624308e-06,1.4813030224424572e-05,5.434798034503422e-12,1.906240933799105e-12,2.3754813914817852e-12,2.0689823621289264e-11
2047,2.631523949499779e-05,0.0006464867686042974,8.517814500427363e-06,1.636195998347485e-05,1.0537765710775302e-05,1.7012454146169305e-08,2.24148328552711e-10,4.3056889557271073e-10,2.773038284212277e-10
50488,1.4954030679211336e-05,0.0006376905856411659,1.3780383320784208e-05,1.4898278756527364e-05,1.0954800952427416e-05,9.536044581522239e-09,2.0607227495029923e-10,2.2278931759255272e-10,1.6381842952725314e-10
6286,6.079340666140297e-06,5.273788259463708e-06,9.334592164785925e-06,4.9256100149520645e-05,4.022667123657223e-06,3.2061155430370975e-11,5.674816574921766e-11,2.9944461269446e-10,2.4455163831194973e-11
659,8.872474597868709e-05,0.0007528983090809049,7.199308792708385e-05,9.941943122014166e-05,5.486845662341478e-05,6.680071122098633e-08,6.387568438551799e-09,8.820963780352621e-09,4.868189876155088e-09
7357,4.269321072440789e-06,7.840719600862984e-06,2.541601966642219e-06,4.158019340227016e-06,8.236463859209839e-06,3.347454941506387e-11,1.0850914833942579e-11,1.7751919588847547e-11,3.516410871652155e-11
