nodes,L-glutamic acid
GO:0035556,0.0002206178776425298
GO:0044237,0.0002184771856826405
2009,0.00021846951817440917
6472,0.00021845376533139544
GO:0016579,0.00021838787692424885
GO:0070131,0.00021759605607854407
GO:0070374,0.00021710362501655336
GO:0042787,0.00021663706925187633
2617,0.000214375347347122
54507,0.0002143640172840531
GO:1901605,0.0002138406911754384
GO:0046777,0.00021344416906159653
GO:0019538,0.00021235173026326005
GO:0001649,0.00021226951298645958
4522,0.00021211489018097254
124912,0.00020954803331992502
5167,0.00020752673226712715
4893,0.00020587606735873647
30851,0.0002051415316258116
10284,0.00020495708331271794
GO:0043004,0.00020263987140301762
4988,0.00020235929675378655
2742,0.00020225976121184352
GO:0006470,0.0002014285860771046
1393,0.00020089466164182942
GO:0007188,0.00019995014358910456
GO:0006406,0.0001998874851458075
29079,0.00019976475040130826
8554,0.0001994864752313343
GO:0045727,0.0001988734709505215
7014,0.00019833009746155077
9063,0.00019801183620433714
GO:0042883,0.00019785693181980648
5976,0.00019735343047196593
7329,0.00019569519803305322
3417,0.00019556323755148217
10165,0.00019537613033310255
GO:0009065,0.0001951573681300947
25980,0.0001948466455947657
GO:0097305,0.00019454891241304874
219595,0.00019401913970596275
1017,0.00019381772869012462
84978,0.00019369808110370184
9737,0.0001911499647901424
1499,0.00019113056798271037
11315,0.00019047442619246104
GO:0009084,0.00018936337621299845
92140,0.00018928881429958937
885,0.00018812711678285954
GO:0001504,0.0001877420560769691
3065,0.0001873833027077561
GO:0016925,0.00018623808398628245
64802,0.00018492568399945027
9456,0.00018466493820804017
131,0.00018463410459409864
8604,0.0001840713859699068
5580,0.00018383905774999677
79867,0.00018327483418186045
5830,0.0001825833506977622
4967,0.00018164353801073597
10797,0.00018149089695432413
4105,0.00018116197252122034
GO:0055129,0.00018083920707893253
GO:0035774,0.00018082423866214503
10207,0.00018020202980331546
113,0.00017896759237599131
3312,0.00017857670135998187
GO:0018105,0.00017854594364770515
80331,0.000178176247686598
5169,0.00017797182685591503
GO:0048025,0.00017727961618778859
GO:0035418,0.00017714807190554192
5168,0.00017647152226921235
7040,0.0001763822101778735
10482,0.00017593250870664816
GO:0048518,0.0001752929814643015
200728,0.00017491622747939137
GO:0007099,0.00017446445571673
120892,0.00017397853283458896
80025,0.00017345141698958414
10551,0.00017338794012389022
GO:0000387,0.00017223048815045864
GO:0070184,0.00017220374283219916
869,0.00017197346920702397
9319,0.00017197096955854832
2769,0.0001716547487060647
GO:0010360,0.0001716194628106414
3603,0.00017094176913764816
324,0.00016926502276623374
GO:0002027,0.00016886083885221835
GO:0048024,0.00016865943068883164
26270,0.00016799764168028456
5264,0.0001666723408824759
GO:0070145,0.00016633841202092937
7054,0.0001661938291647715
130,0.00016599017354024159
5071,0.00016509369354719038
3043,0.00016458585717628053
55454,0.00016385826576490516
GO:0008104,0.00016383446045319946
349565,0.00016374814649315432
GO:0018401,0.00016365506807663446
6714,0.00016346227341247234
1739,0.00016315528969278363
4193,0.00016313964130789944
GO:0043433,0.00016259501679806977
GO:0050789,0.00016252242763166447
GO:0070143,0.00016137622011182473
GO:0051592,0.00016130334641338096
3359,0.00016128601688231332
7182,0.0001602989152300761
23057,0.0001598737663089838
GO:0000380,0.00015910672622532795
GO:0043650,0.00015868929444893677
79155,0.00015840296003107214
4311,0.00015820999423798505
6045,0.00015800623121707303
GO:0070125,0.0001579679598457063
GO:0051262,0.00015774498429485046
2597,0.00015760263542921975
285216,0.00015756003666189208
1025,0.00015734542907957694
5582,0.00015705145783795013
672,0.00015551517493448192
3303,0.00015548075982166088
2534,0.00015541114535394356
1080,0.00015537397175152204
445,0.0001550339849070501
51067,0.0001549579379448642
5579,0.00015443109661760122
GO:0031398,0.00015428013968931634
7514,0.00015416699898792433
GO:0010468,0.0001541257068147895
GO:0042127,0.0001538688768110512
57085,0.00015376909198983385
GO:0009267,0.00015343836909868794
GO:0006950,0.0001533547712474985
652,0.00015268940537798627
GO:0080009,0.00015248390098745543
GO:0070528,0.00015222293890690031
79922,0.00015206542348478912
GO:0016311,0.00015204133489420205
55157,0.00015180508820987406
25,0.00015174762162778683
1671,0.00015165329707658509
4507,0.0001511847629011367
GO:0070129,0.00015075544588105268
2159,0.0001503028340151035
7124,0.0001499212267467574
7846,0.00014945804422517394
8428,0.00014928382031873785
5516,0.0001491652121179591
7133,0.00014895461921452378
GO:0018126,0.0001487574205507637
207,0.0001478580381208134
5590,0.00014767681868572903
4137,0.0001474656728708588
51547,0.00014707300299949308
GO:0006281,0.00014672872401298677
GO:0048168,0.00014657462200885554
GO:0065007,0.00014611519492108713
5584,0.00014599105733816708
GO:0043547,0.00014578123850166942
GO:0018108,0.0001453200130878072
23411,0.00014531832372103362
34,0.00014530444476349856
GO:0006522,0.00014512157307544602
3320,0.00014503107387692669
8766,0.00014429663861002817
GO:0006511,0.00014415103608057616
116173,0.00014409812957510583
GO:0097746,0.0001439835615394913
GO:0008333,0.00014392848943984394
4000,0.00014392180062250482
51076,0.0001436809714205339
GO:0032446,0.00014328867238511657
80022,0.00014322412923752537
63943,0.00014297569746330198
GO:1905515,0.00014274288103774115
815,0.00014215014816365733
4771,0.00014172120930332083
3192,0.00014147138934854212
9229,0.00014104498732212534
GO:0086005,0.0001409889940214448
5583,0.00014085840780278186
GO:0006810,0.00014053577413012823
GO:0007094,0.00014051547433046598
GO:0070936,0.0001402403964652013
5009,0.00014012324225359324
GO:0001938,0.0001400730373175336
1738,0.0001399151129647743
4035,0.0001396194690375831
GO:0030433,0.00013942511940638472
GO:0009408,0.0001393810138758036
GO:0006996,0.00013933677030731598
4734,0.00013904272145582214
GO:0006836,0.00013888428459163203
8655,0.0001387951981641352
GO:0060307,0.0001381284839327776
GO:0001990,0.00013653155900524486
GO:1901607,0.00013625631748867128
GO:1902305,0.00013611060490629695
GO:1905664,0.00013608008181356063
5371,0.00013599151909118485
55914,0.00013588091266445565
GO:0030334,0.00013541050759860842
GO:1901093,0.00013504368744452372
4308,0.00013499921116125755
5588,0.00013466168803282687
2668,0.00013437214663678717
GO:0009725,0.00013431170942225298
472,0.0001339319807739274
GO:0030308,0.00013386824250833347
5538,0.00013372799403680015
2743,0.00013371966873320737
GO:0007342,0.00013341617047334163
GO:0051865,0.00013312372852089313
7186,0.00013287355669751197
GO:0048870,0.0001328410079763248
4690,0.0001323625773422112
55802,0.0001321086819624137
7189,0.0001320846907280196
GO:0033554,0.0001320434444823286
998,0.00013122839306937826
158,0.00013094176399855429
GO:0019752,0.00013015845367484366
7534,0.00012998163900145476
1660,0.0001295274019783212
GO:0031146,0.00012936121842224742
1301,0.000129291790403689
GO:1902083,0.00012835158190003423
GO:0051298,0.00012782891869038713
6125,0.00012720773342888645
GO:0006364,0.00012662689831865461
GO:0007266,0.00012656961638872477
GO:0071456,0.00012634241786430437
GO:0000244,0.0001260593200534422
90678,0.0001260074209894757
7337,0.00012588416596623066
6504,0.00012579535551746724
GO:0006513,0.00012578307211841408
GO:0010467,0.0001256292729404291
3326,0.00012514093491347797
6262,0.00012463060314594582
114569,0.00012459353380671196
51343,0.0001244086097107575
GO:0045087,0.000124164432413896
GO:0007420,0.0001240853950230414
5567,0.0001238716903219309
GO:0015844,0.00012350169888217507
54386,0.0001233346977512073
GO:0072659,0.00012324778475078914
8678,0.00012321396259299942
GO:0051897,0.00012318448787177518
23584,0.0001230362221060262
GO:1901606,0.0001228117022487542
1036,0.0001228060405191368
10459,0.00012273852922267355
GO:0045454,0.00012270994609780108
GO:0048167,0.00012264727241744587
3084,0.00012264004791107843
25793,0.0001224670948146003
GO:0007010,0.0001223604433112462
GO:2000766,0.00012220419385638138
6733,0.00012212653348815354
GO:0043406,0.00012176976069007544
GO:0045766,0.00012138204207932045
GO:0006835,0.00012136281748160531
117145,0.00012130960981094356
GO:0007005,0.0001212847201434376
10013,0.0001210047282899284
GO:0033138,0.00012086537167862664
222235,0.00012047170367795471
26123,0.00012040054764948524
GO:0007205,0.00012039263412398345
GO:0031532,0.00012036206016311743
5053,0.00012004706634204248
GO:0070646,0.00011993216171133852
GO:0006897,0.00011987534535900561
5499,0.0001197345178713708
5936,0.00011956956335215902
2687,0.00011944607849196538
6648,0.00011941324083600986
GO:1904889,0.00011934402509061932
189,0.00011925194698552088
3315,0.00011923506963408712
2335,0.00011915807244980042
GO:0070777,0.00011907573701221136
GO:0048147,0.00011897808627524277
2908,0.00011863650869165799
GO:0090090,0.00011856477549306688
2937,0.00011855709807805632
7298,0.0001184743533406812
GO:0050794,0.00011812972569542916
GO:0006534,0.00011801400484552455
3958,0.00011784850871099743
GO:0071345,0.00011758881494381915
54931,0.00011751440263579497
23204,0.00011744632828529625
GO:0031397,0.00011714607846065017
65018,0.00011708290564764646
80755,0.00011703873987314891
348,0.0001163523234771349
7277,0.0001163020768361391
5568,0.0001161271887722653
GO:0035690,0.00011571275881995727
3309,0.00011569692482088018
6446,0.0001156449873399077
GO:0006796,0.00011523545792388244
154,0.00011508053219698062
3242,0.00011502919885290818
84708,0.0001146829177937196
6147,0.00011446705199545914
3479,0.00011427844359959421
GO:0016310,0.0001141205078971217
GO:0035278,0.00011410104954622428
4869,0.00011350957885418282
GO:0009396,0.00011341294712136337
GO:0042177,0.00011338676809923083
GO:0007030,0.00011316884063785024
GO:0090630,0.00011278160919747442
GO:0007050,0.00011239631959742566
51741,0.00011218986231813273
686,0.0001121298236027151
GO:0032147,0.00011200522104138353
GO:0030336,0.00011177252391630491
GO:0032981,0.00011163416127750163
501,0.00011162045207578034
GO:0007416,0.00011143672586414411
3106,0.00011071417426328723
7531,0.00011057685362675577
23028,0.00011049568355793727
GO:0015800,0.00011040010213146321
GO:0006855,0.00011032497293636312
5970,0.00011031575330684289
155382,0.00011021252252286675
2099,0.00010998456964880356
GO:0043484,0.00010993658744025859
55800,0.00010990899144461661
GO:0035518,0.00010983017317229275
9830,0.00010982773098141893
147872,0.00010958904395662366
203068,0.00010952493581198672
GO:0043154,0.00010932131084425395
GO:0016043,0.00010904993084544726
51185,0.00010887336304630111
GO:0006260,0.00010878268327375435
GO:0140053,0.00010863632637370022
10456,0.00010829395771031714
GO:0006417,0.00010816974220743971
GO:1902475,0.00010812675243731695
10155,0.00010778508638875113
10369,0.00010776940155849287
1398,0.00010774345419368542
23390,0.00010771595449063708
3725,0.00010766992627461086
2033,0.0001076479279167057
GO:0000723,0.00010736467001052383
GO:0051491,0.0001072353350198782
1719,0.00010720795637382358
56302,0.0001071274663956613
GO:0006520,0.00010672446677411929
GO:0043507,0.00010663895613587192
2130,0.00010629947486240876
GO:0035999,0.00010607488554089003
29969,0.00010595664153320041
406991,0.000105953885216445
23327,0.00010582380780393742
80351,0.00010574583445883127
960,0.00010568442231822495
9641,0.00010562997806570685
9531,0.00010550967945324674
88,0.00010538228665543271
GO:0090263,0.00010532663352199225
27161,0.0001051691413870217
6122,0.00010516709426510632
805,0.0001049820933531471
7532,0.00010469212485433728
821,0.00010458096015181436
6422,0.00010455812227271539
6622,0.00010450728338153165
997,0.00010436989376498822
GO:0051281,0.0001043694281262505
23636,0.00010431822492015578
GO:0006880,0.00010418779014883529
GO:0032880,0.0001040354253903603
178,0.00010401007504703344
5481,0.0001040022395466946
GO:0022402,0.00010348225790418267
GO:0070527,0.00010342970104115514
GO:0032088,0.00010339993976358624
GO:0060766,0.00010331816209720612
GO:0050790,0.0001032868841187595
8659,0.00010309266537097856
GO:0070534,0.00010305293065445034
GO:0034976,0.00010302478246585449
GO:0046657,0.00010302060626698101
GO:0048255,0.00010295494330550062
3458,0.00010264038339650406
GO:0016192,0.00010243377769462362
6139,0.00010242130743127721
GO:0060070,0.00010241715576051994
GO:0032515,0.00010230684485515489
9662,0.00010227620807434295
6169,0.00010220544096311108
GO:0097237,0.000102158111734193
8573,0.00010197459660167271
3881,0.00010196104958279517
GO:0098916,0.00010194299263206715
GO:0019481,0.00010186496920935998
GO:0034599,0.00010185311575249403
7919,0.00010156376949662314
GO:0018410,0.00010141841632820695
6182,0.00010137266164833758
3178,0.00010133036358177717
1050,0.00010093745452111707
857,0.00010090248822492092
GO:0030534,0.00010080177588650763
5174,0.00010067992021454565
149461,0.00010018878650996054
GO:0032436,9.995784043493686e-05
818,9.990863770086673e-05
6772,9.981831156539317e-05
5195,9.967536027711993e-05
3945,9.952472898729603e-05
2888,9.946589006350071e-05
GO:0010033,9.944011008950615e-05
GO:0006397,9.927895382108964e-05
57146,9.924572078330972e-05
5775,9.922082027523381e-05
GO:0010971,9.902154855470935e-05
593,9.884045105147205e-05
GO:0034341,9.878502039129909e-05
2147,9.874195919193798e-05
GO:0000278,9.846352125718399e-05
8399,9.824744219902254e-05
GO:0035608,9.821718110387643e-05
GO:0034605,9.803627911303043e-05
11041,9.793090250610222e-05
84861,9.787340154923504e-05
GO:0030307,9.776949310831311e-05
GO:0106077,9.77184737948132e-05
GO:0050731,9.753155317861427e-05
5597,9.750909763617953e-05
4188,9.740508430018746e-05
59272,9.733797328653721e-05
GO:0097264,9.718983839944501e-05
2521,9.718811575667525e-05
GO:0051607,9.708665981807759e-05
84197,9.707186765579401e-05
7175,9.704459005731745e-05
GO:0006914,9.697612046173298e-05
56257,9.696032970995788e-05
GO:1903861,9.69374973907432e-05
GO:0042147,9.692674169115969e-05
GO:0006816,9.684528908780573e-05
51280,9.682164602932861e-05
808,9.680809855145884e-05
GO:0032467,9.669922237713509e-05
GO:0070979,9.664034611395292e-05
594,9.661476339887205e-05
51068,9.654571622726382e-05
983,9.648880187805815e-05
GO:0032968,9.645006891458027e-05
4291,9.63352700028006e-05
51569,9.632826250875863e-05
87,9.628968367586883e-05
GO:0043410,9.624934512461166e-05
6872,9.619855526140206e-05
55584,9.591948035470206e-05
GO:0007098,9.590537634589756e-05
GO:0001666,9.581972948767194e-05
GO:0012501,9.577415224313006e-05
6161,9.576967561039156e-05
7414,9.557700608776771e-05
GO:0006541,9.551596122364137e-05
148327,9.543740829200474e-05
GO:0051603,9.539309103674241e-05
29086,9.526306921732943e-05
5728,9.524642012161411e-05
1540,9.512737529942088e-05
54101,9.498541193311083e-05
57505,9.484322119906594e-05
6490,9.476776319991331e-05
GO:0043069,9.476205254377972e-05
4817,9.472854324897681e-05
6352,9.45926136391696e-05
581,9.447674765001276e-05
GO:0061157,9.389650775264104e-05
8733,9.388994359852035e-05
78999,9.377343003937707e-05
150,9.374956655077296e-05
GO:0033235,9.372680831008544e-05
GO:0045947,9.370284207068805e-05
GO:0032501,9.363468568240891e-05
65263,9.362233522191656e-05
GO:0007155,9.35507572547616e-05
3939,9.334100050637e-05
8482,9.333529527715352e-05
22976,9.331817808425052e-05
5155,9.314768043130426e-05
4067,9.31270365000319e-05
GO:0006821,9.28378694289272e-05
GO:0006919,9.283074088810016e-05
GO:0031648,9.275611569212072e-05
GO:0000226,9.261765707280449e-05
23171,9.25746696149143e-05
2896,9.24695193475508e-05
GO:0050954,9.239521849729526e-05
GO:0030036,9.238037379030716e-05
6647,9.237847891248172e-05
GO:0007059,9.237278743304198e-05
GO:0006302,9.221778276345604e-05
GO:0043044,9.21804994595231e-05
GO:0007198,9.215119974076025e-05
7422,9.193688575666823e-05
1029,9.183662531117768e-05
1629,9.180408121538246e-05
GO:0048519,9.175330872022423e-05
2932,9.172646039604816e-05
GO:0006334,9.171205498671899e-05
84962,9.161187086499505e-05
29978,9.156579755598014e-05
7428,9.15337067395505e-05
GO:0008360,9.141956569729597e-05
3671,9.141784790019202e-05
GO:0045785,9.140071881004955e-05
GO:0070901,9.133099305312223e-05
GO:0046900,9.130068203056623e-05
GO:0035279,9.128791878330621e-05
GO:0048026,9.125420507800112e-05
GO:0006259,9.120085326486127e-05
28960,9.110964621982857e-05
3028,9.10778549585467e-05
10614,9.10677091441998e-05
80332,9.098713123556068e-05
2023,9.075495867001042e-05
GO:0007195,9.064373734915003e-05
11338,9.058172832740519e-05
GO:0001933,9.045692467490353e-05
25764,9.040091868048574e-05
GO:0000724,9.021848571282565e-05
2260,9.017403942975583e-05
5521,9.015550973552864e-05
GO:0043524,8.999689121695336e-05
GO:0051924,8.995626290804129e-05
177,8.993211448356315e-05
GO:0006626,8.992090025084347e-05
GO:0006469,8.99007083952072e-05
GO:0006338,8.978430919421875e-05
3297,8.931907662292788e-05
23135,8.930415841815594e-05
7158,8.923279957021204e-05
GO:0016485,8.91748548792553e-05
GO:0045732,8.913172789662101e-05
10987,8.911055438059692e-05
GO:0032211,8.909784146509514e-05
3598,8.904998282499621e-05
6652,8.89400341098685e-05
GO:1990966,8.890384704542637e-05
7874,8.869673263385947e-05
9820,8.866155285024427e-05
5861,8.855800010748439e-05
GO:1903608,8.839795827863875e-05
2915,8.827769489307007e-05
GO:1900449,8.821131910903184e-05
GO:0071848,8.803141436801349e-05
596,8.795394512218569e-05
1636,8.76102686013459e-05
GO:0008588,8.75709366865937e-05
4163,8.738999598834007e-05
GO:0009083,8.727883629303878e-05
GO:0007346,8.72277803216868e-05
6999,8.718401701856208e-05
GO:2000059,8.715651948713028e-05
GO:1900452,8.707902921826662e-05
GO:0051290,8.694496354883047e-05
3597,8.689090818108652e-05
26227,8.680398877078353e-05
GO:1900451,8.672005137860887e-05
GO:0036503,8.667095405716015e-05
56850,8.664744727084026e-05
7442,8.657702243562517e-05
GO:0000281,8.653802575387086e-05
1655,8.640891519202072e-05
23064,8.639183143063432e-05
GO:0010498,8.631749862319446e-05
GO:0006413,8.626451057781744e-05
5465,8.626278640810779e-05
5335,8.625862873028526e-05
GO:1903071,8.608457267525117e-05
23435,8.60713064008394e-05
GO:0000338,8.60246514365963e-05
191,8.591171550963282e-05
GO:0008380,8.57150078390914e-05
2621,8.556222569937162e-05
988,8.555539847347538e-05
200958,8.547872396208654e-05
55611,8.530404278290971e-05
7167,8.520311366616238e-05
GO:0048522,8.500477072964969e-05
167227,8.498965451018971e-05
GO:0030154,8.498899026576337e-05
GO:0044770,8.496944104595885e-05
10268,8.495901015196495e-05
1191,8.490240511472805e-05
GO:0045861,8.487508407147626e-05
55503,8.484913411409659e-05
GO:0042346,8.484558854254032e-05
51738,8.483236074611579e-05
GO:0032502,8.477466252774722e-05
226,8.46100447629691e-05
GO:0045070,8.458134087047328e-05
6366,8.456503327516243e-05
GO:0071479,8.450119181558378e-05
7533,8.449537050245422e-05
4088,8.441129237087183e-05
GO:1903078,8.434868210605019e-05
GO:0045860,8.421971955959809e-05
142,8.417273995880314e-05
GO:0006631,8.416708269732632e-05
224,8.40274679699276e-05
9097,8.400151953418116e-05
GO:0060261,8.387624211243377e-05
GO:0006811,8.380725128420924e-05
GO:0033209,8.370484354929833e-05
6470,8.353915277846745e-05
GO:0032465,8.349380301371009e-05
2064,8.343254768690535e-05
22871,8.341923563482344e-05
GO:0071356,8.341476607064996e-05
GO:0010524,8.334944337426466e-05
7042,8.331052939854064e-05
26986,8.328460033530551e-05
2679,8.32198483357627e-05
GO:0060965,8.305066790755596e-05
10040,8.29893372974708e-05
GO:1900453,8.29447015073033e-05
GO:0030512,8.283655828223739e-05
5347,8.275351720107506e-05
1021,8.27386010601491e-05
