nodelist,diff_AML
55740,0.0014747824875420766
8028,0.0014745783323952535
7200,0.0014735423221170429
60468,0.0014731071081913224
5457,0.001469988576615937
822,0.001469138187694096
945,0.0014679681903358016
81848,0.0014676504773362049
3005,0.0014674044639490568
1269,0.0014664915429854221
3006,0.0014647899874843551
9145,0.0014636918821312767
4330,0.001462712061795244
GO:0043066,0.001380260295941578
GO:0006468,0.0011791212551067866
GO:0000209,0.001087479105179612
GO:0007186,0.0010367452159993481
GO:0016571,0.0010249418359489456
GO:0000395,0.0010175037483145576
GO:0006355,0.000978085007849545
GO:0008284,0.0009655663776113133
3191,0.0009626139238478436
GO:0006357,0.0009472805174011964
GO:0051603,0.0009430587255307406
GO:0010628,0.0009407384653967195
GO:0008285,0.0009191678031566534
GO:0016525,0.0009122164530621893
GO:0016567,0.0008993751286994604
GO:0097067,0.0008884056018079976
GO:0006366,0.0008670904701761491
GO:0007519,0.0008668654847378477
GO:0043113,0.0008460751914216393
GO:0006508,0.000831827068801872
GO:0007050,0.0008108364189377358
351,0.0007862927178194767
GO:0006351,0.0007712174133239425
GO:0030097,0.0007705210873027273
GO:0006915,0.0007532470273079011
GO:0000381,0.0007498511807551142
GO:0071681,0.0007411073494224353
GO:0008277,0.0007306621116299527
GO:0001934,0.0006985514134044851
GO:0042118,0.0006877555850481726
2033,0.0006759335918255963
2099,0.0006372437072750222
GO:0051260,0.0006322840984199142
4005,0.0006199780663412744
GO:0043065,0.0006036341176787262
GO:0000398,0.0005954853669822411
2130,0.0005903379696250704
7706,0.0005747374378539324
GO:0050821,0.0005735072831388442
GO:0008150,0.0005687973582574761
GO:0006974,0.0005569549363253168
GO:0006406,0.0005401354281877186
2769,0.0005285328972235995
GO:0043433,0.0005274125272869524
GO:0031647,0.0005236683669906106
1994,0.0004989784282369889
GO:0008283,0.0004988452789272958
GO:0051291,0.00048611591945000297
GO:0035556,0.00047477960704403227
GO:0009987,0.00047460588469958536
GO:0043547,0.0004744321432715134
7157,0.00046850332265231377
GO:0007165,0.0004629843587857452
8202,0.00045974677260343574
GO:0034220,0.00045678709518726524
GO:0051091,0.00045296500910010316
2100,0.0004516107638210276
GO:1902857,0.0004508312917450261
6014,0.00044686548368748065
GO:0060271,0.00043788729192365433
GO:0051259,0.0004347499248947089
2885,0.00042696496906430086
8454,0.00042596496038749547
4914,0.000425667334745932
GO:0048026,0.00042449097507687387
4000,0.00042093825819150153
GO:0000082,0.00041433158335680567
672,0.0004140010320875593
GO:0010629,0.00041159386999387254
GO:0055114,0.0004100925701350719
GO:0007204,0.0004076913298214122
GO:0051607,0.00040283950777341625
GO:0051290,0.00039583220385316074
GO:0060326,0.00039361496704700587
GO:0043161,0.0003915972422634854
7316,0.0003873291440471827
GO:0032088,0.0003845386390174819
GO:0072659,0.00038418314403150836
GO:0043123,0.00038409814172895006
GO:0006260,0.00037991550209669726
5970,0.000375601899164411
GO:0006103,0.0003754644982774567
GO:0046777,0.0003734382974977214
GO:0030335,0.000367498482592095
GO:0006102,0.00036385712055401434
GO:0051292,0.00036313787104533734
GO:0006171,0.0003628552163570065
GO:0071425,0.00036085453374078586
GO:0051092,0.0003573122711606652
GO:0070374,0.00035586634181522086
GO:0006611,0.00035307485053248145
59272,0.0003523608442566581
GO:0048251,0.0003486856944984289
GO:0071361,0.00034603439109830104
GO:0048739,0.0003456128860630168
409,0.0003433095591563445
1956,0.0003386885731677402
1499,0.00033502366166922526
652,0.00033469850215999607
GO:0032091,0.0003338338828837617
7514,0.00032931541200163425
GO:0030198,0.00032746141821827466
125115,0.0003267826601472225
1017,0.000322437883535537
3265,0.00032175174222264305
GO:0006464,0.0003208151058528472
GO:0009267,0.0003199922405178021
GO:0045766,0.00031637241921152914
GO:0045945,0.00031303506620172225
GO:0009615,0.0003120163811383035
GO:0010468,0.00031053633808964274
7040,0.00030770516887716835
GO:0045071,0.00030706647148525946
GO:0042744,0.0003046891923584537
8517,0.0002976230336127103
GO:0001937,0.00029698258251130194
GO:0009725,0.00029669827057015187
GO:0042981,0.00029575480564481373
GO:1903955,0.00029544934204414196
11200,0.0002950810562527999
GO:2000045,0.000293467010248493
GO:0016239,0.0002925734261823606
4188,0.0002892224198280392
GO:0032743,0.0002864778848591904
GO:0007155,0.000286187153142963
GO:0032007,0.0002853760120148642
165918,0.0002839556663846852
GO:0045727,0.0002832841495246128
GO:0017148,0.0002788267817853406
GO:0018108,0.00027678724542484003
GO:0071559,0.00027617164859387107
6045,0.00027472959412374036
GO:0045600,0.0002720255343998437
23411,0.0002720158182907602
GO:0006364,0.0002711625431238261
GO:0016477,0.0002707115039684409
GO:0051482,0.00026858570073899705
6714,0.0002676831231281143
GO:0006461,0.0002659712356533957
GO:0035195,0.00026428861852866075
207,0.0002633018385914661
GO:0090630,0.0002628877350856017
GO:0035360,0.0002621623535961237
3312,0.00025970128868112305
11315,0.0002589086344781674
GO:0046822,0.00025864968848586636
408,0.0002574838478235789
7329,0.0002574272249515448
6310,0.0002572512760168487
51343,0.00025603008507506367
GO:0016579,0.00025543875729901145
9343,0.00025517355367496485
GO:0018105,0.0002526841831159246
GO:0000387,0.00025210845040979547
8452,0.00025139428497859703
GO:0045931,0.000251316191190227
GO:0072734,0.00025081434747568253
6047,0.0002500186829551155
GO:0042787,0.0002491830980655101
GO:0002181,0.00024883554712303436
120892,0.0002478769177093039
2146,0.00024649631374921174
GO:0043276,0.0002464821753187765
GO:0007202,0.0002458871493748447
6426,0.00024525228300999787
GO:1900087,0.0002452333346531216
GO:0001649,0.00024425538675851006
3837,0.00024420915757270646
GO:0006470,0.0002441774487007535
3065,0.00024412046282210756
GO:0045861,0.00024362806576389015
GO:0050731,0.00024350548472948526
GO:0022604,0.00024191955776628064
GO:0010595,0.00024111878198056837
GO:1901214,0.0002405032878860646
GO:0019221,0.00023922610729496015
GO:0045947,0.00023881859812972282
6772,0.00023871079427911117
3320,0.00023857179918917754
GO:0043966,0.00023655313478587929
GO:0032968,0.00023562705951054054
7415,0.0002353071153431278
GO:0010508,0.00023518603830072774
GO:1904874,0.00023488248829825416
GO:0000380,0.00023395754460384357
GO:0007080,0.00023370990663843714
GO:0006281,0.00023240015497100883
GO:0001955,0.00023180422352359433
GO:2000483,0.00023110297044313873
GO:0034968,0.00023080092337409255
GO:0090331,0.00022835666852887203
55011,0.0002282286507872009
GO:0033135,0.00022712201833948419
GO:0031929,0.00022568969630222443
GO:0010757,0.00022510457698089576
1080,0.00022420178545194732
135295,0.00022336229667408561
GO:0043154,0.00022305603123353842
GO:0045732,0.00022283655956789906
GO:0070527,0.00022220505209068358
GO:0033138,0.00022157041658640438
3303,0.0002213949439657391
GO:1903671,0.0002210137844859847
GO:0001775,0.00022075488893213727
23468,0.000219424645408438
7124,0.00021928010999495778
5465,0.0002187001882568513
GO:0031146,0.00021717147245263634
7182,0.00021702747311863686
GO:0006376,0.00021694596572891385
GO:0006338,0.00021678818289814632
GO:0048024,0.00021643962536228056
GO:0006511,0.00021565069987520842
GO:1901673,0.0002154691363149569
79155,0.0002152789483293155
GO:0030308,0.00021343384742487898
2932,0.00021275644159234056
GO:0019538,0.00021270637761259644
7189,0.00021262148274217568
GO:0030336,0.00021260040539781302
GO:0006996,0.00021259826367965337
4193,0.00021119711625108395
11335,0.0002109943400813148
GO:0051973,0.00021041207851660456
GO:1902895,0.00021034608958070048
10482,0.00021015340463045342
GO:0048025,0.0002100299204832301
9314,0.00020894654113539756
GO:0006914,0.0002085860144352144
GO:0007342,0.0002077722076214189
1387,0.00020713876711767206
GO:0008152,0.00020705787316088482
GO:0065008,0.00020652098071427048
GO:0045292,0.0002064024692576807
51547,0.00020541697849699216
GO:0006919,0.00020525408033633652
988,0.00020489774728991932
GO:0033554,0.00020415266088856526
4088,0.00020383686849271057
4343,0.00020308265372132565
3163,0.000203056316586701
GO:0006334,0.0002028414934691848
112399,0.0002013569566383598
4302,0.00020086006092194354
GO:0001932,0.00020002678764627913
GO:0031648,0.00019988950573664123
GO:0060261,0.00019961473531056895
10488,0.00019955489433981218
GO:0035518,0.0001994337563386785
GO:0050852,0.00019934202545681927
22938,0.00019925669175282595
GO:0045646,0.00019898028483162155
10551,0.00019791256773279094
GO:0032870,0.00019765829935854966
5469,0.00019708388247691419
GO:0043280,0.00019701473373278408
GO:0031398,0.0001966730022491172
GO:0006952,0.00019571198053242104
GO:0000414,0.00019546665684307192
3725,0.00019516290850382406
GO:0061614,0.0001950622516969325
5071,0.00019483347529511048
GO:1903025,0.0001947763773540443
GO:0010466,0.00019473164529481247
GO:0008360,0.00019327586993761822
GO:0042127,0.0001927791862191504
GO:0032446,0.0001926482777005667
GO:1904595,0.00019245977075761468
2335,0.00019210208708774767
GO:0043044,0.00019098072849719618
867,0.00019089862988024586
483,0.00019062104200432756
1385,0.00019031597030413184
6925,0.00019012302942155655
GO:0006342,0.00018976549089005484
GO:0006275,0.00018914299862129923
GO:0043484,0.00018836184429393046
148327,0.00018686853536085642
GO:0001666,0.0001866347456678637
GO:0010467,0.00018616004150188905
GO:0097435,0.00018615705259529222
3178,0.0001857203660368661
GO:0051568,0.00018481185408321756
GO:0016043,0.0001840286957884405
GO:0045765,0.0001833406095124723
4223,0.00018298854346240526
9401,0.000182988386628506
GO:0043536,0.00018181392949881634
388677,0.00018166328660827497
GO:0012501,0.00018091274223524641
GO:0043410,0.00018082717501418418
2316,0.00017981551128026988
GO:0043087,0.00017979562283419878
GO:0051271,0.00017978720289429947
5594,0.0001797664545871736
GO:0050896,0.000179689825836663
3881,0.00017941188431358046
7422,0.00017884976729188028
406991,0.00017874484934902175
7175,0.00017835894263059255
GO:0061044,0.00017816873736943464
GO:0071455,0.0001780279846632987
GO:0006335,0.0001774090651220635
GO:0010977,0.0001771897780473938
GO:0051865,0.00017683413839195825
348,0.0001762458265221395
6622,0.00017583116363306545
GO:0045786,0.000175555774073607
GO:0007098,0.00017545333361473382
7428,0.000175349317626601
GO:0071456,0.00017533401338559797
GO:0006397,0.00017460555545518002
GO:1905515,0.00017457141478630314
3838,0.00017418569175637764
GO:0007052,0.00017412206853642312
GO:0071560,0.00017373302457413542
GO:0034244,0.00017322884010628252
9240,0.0001732223225907537
GO:0006479,0.00017308985408400076
4790,0.00017255767025174174
GO:0000338,0.0001722094235756977
GO:0006950,0.00017193868911953957
GO:0022402,0.00017131501573102375
GO:0090160,0.00017056922993180575
5155,0.00017046959767483627
GO:0045087,0.00017035306031991235
857,0.00016985258679835376
GO:0000724,0.00016983480724697833
GO:0006412,0.00016973105757440402
4089,0.00016922844982549502
7494,0.00016903413624035483
GO:0008104,0.0001690276933429501
GO:0007166,0.00016881383843119185
10419,0.0001681408454278693
5245,0.00016807629846853151
6667,0.00016805071253087324
GO:1904851,0.0001679965375713247
3192,0.00016794755958866926
GO:0007004,0.0001676712480979026
GO:0031936,0.00016766198220518908
GO:0045737,0.00016765819960294704
GO:0070936,0.00016701299403521476
GO:0033209,0.0001668725168965475
GO:0072578,0.00016620488635172605
GO:0000244,0.0001660267333813434
367,0.0001654161160898362
GO:0007010,0.00016502316130769573
GO:2000352,0.00016477354246701519
2934,0.00016453901523416967
GO:0007030,0.00016447983621745258
GO:0050789,0.0001643922217739405
GO:0032786,0.00016427434942190705
GO:0032729,0.00016424270051095005
1660,0.00016420942925703819
GO:0010824,0.00016416874456097905
GO:0042531,0.00016410003136819288
GO:0045814,0.00016401167420313086
23028,0.0001636945961098348
GO:0006997,0.00016286715222028265
GO:0016310,0.0001627353281127222
GO:0035690,0.00016262848214143832
GO:0070979,0.00016135632690849895
1649,0.00016131269745753234
GO:0034198,0.0001609848404259792
5578,0.00016069975771448446
3843,0.00016055364984116123
5595,0.00016024853369435243
9612,0.0001597115061019804
GO:0097191,0.0001594642501889311
GO:2001028,0.00015930971787051824
GO:0016480,0.00015896904409999039
GO:0031397,0.00015870984342558384
GO:0006336,0.00015839605539690003
3329,0.0001580490974188461
GO:2001240,0.00015784200460528683
4171,0.00015752488401376383
GO:1903358,0.00015752071775650275
203068,0.00015697610058530527
51741,0.00015677474766061732
GO:0016925,0.00015673937046399632
GO:0045740,0.00015665737733588486
GO:0032456,0.00015652451376611996
GO:0006513,0.000156268583036595
GO:0000920,0.00015600424101096816
GO:0016573,0.0001559472953268029
27185,0.0001559055094184374
GO:0060311,0.0001554237624059095
6872,0.00015512366829389953
GO:0072657,0.00015490266017435561
6422,0.0001547696300885692
7057,0.0001545728203923725
23064,0.00015429915478477015
GO:0042147,0.0001542055407416293
GO:0009966,0.0001540335214435939
GO:0097190,0.0001539463760409947
GO:0042789,0.00015393161082418336
GO:0070371,0.00015345460982106758
5580,0.0001531829173906436
GO:0006198,0.00015317769544813216
4893,0.00015305951193961197
GO:1900026,0.00015288404794186936
7430,0.00015284053748785433
GO:1903909,0.00015267716937288653
GO:0032933,0.00015262335561245602
GO:0045943,0.0001521302238111832
63891,0.00015204387660768464
GO:0032212,0.00015176993768626395
GO:0034644,0.00015170219178237278
25,0.0001516711141254706
GO:0006810,0.00015141175900160376
3091,0.00015132258686568052
GO:0010976,0.00015131834596070014
6117,0.00015119917497801819
GO:0051289,0.000151166140671658
65018,0.00015116345402260795
GO:0001938,0.00015102950475410088
4734,0.00015084416414798768
GO:0051496,0.0001507914951964077
GO:0060070,0.0001507591893544118
GO:0010923,0.00015069155977416406
GO:0048255,0.00015060286143938175
4087,0.00015055511118507457
GO:0010498,0.00014996294652285498
7534,0.00014961414853260484
GO:0060633,0.00014921319251677694
9611,0.00014910586501946455
26270,0.00014905856373127236
GO:0033120,0.00014892386777344346
11338,0.0001488209573501074
GO:0048534,0.0001485036496233606
10013,0.0001484429450194734
GO:0070646,0.0001484054125616205
GO:0051894,0.00014833045981122402
5747,0.00014829444412727718
GO:1903861,0.00014820406294261648
GO:0090090,0.00014818187222520482
6657,0.0001478638597534401
GO:0030433,0.00014774286705060717
5468,0.00014765954993949075
142,0.0001475977663846919
GO:0033619,0.0001474388734673365
GO:0030854,0.00014731220959056412
5371,0.00014724443896900116
GO:0046755,0.0001471929228745853
5781,0.00014698846950492525
GO:0016570,0.00014662069700812976
GO:0035278,0.00014660593367414666
7150,0.00014658916433000018
3326,0.00014657983148097238
85302,0.00014640521602270459
GO:0030154,0.00014611621445264562
GO:2000144,0.00014606077766118018
GO:0051262,0.00014604269198251625
GO:0031623,0.00014526740739933893
GO:0045648,0.00014493149227578825
301,0.00014490957647658772
7334,0.00014467409163132196
GO:0043406,0.00014457381570216098
25793,0.00014452051267001587
GO:0007059,0.00014446243499144395
GO:0001525,0.0001444584725098811
164,0.00014421571216750617
GO:0048523,0.00014420588790061488
3066,0.0001438785375063439
GO:0070105,0.00014378959236396557
25913,0.0001436310706969324
GO:0043524,0.0001435696000053971
GO:0000226,0.00014348547077505604
GO:1904872,0.00014326390069393887
GO:0043967,0.00014311005710332153
84273,0.00014307054102198632
4690,0.0001429210254485586
5777,0.00014282444950152235
GO:0045746,0.00014279854810049955
7186,0.00014208074530666452
2064,0.000142054384772863
4214,0.00014201052292807875
4792,0.0001418614985693666
GO:0030595,0.00014172247741378312
9759,0.00014150851161559905
GO:0030307,0.000141410417474703
1396,0.00014123158132796012
23636,0.0001410786183623685
GO:1902894,0.00014099164008545448
3846,0.00014059961763263814
GO:0046330,0.00014021671807642116
GO:0016192,0.00014021272655712012
GO:0018027,0.00014011175159426073
5359,0.0001400818717631141
3728,0.00014000637346812576
5728,0.00013999646059351898
5987,0.0001399131732279376
GO:0050794,0.0001398810931319316
GO:0006897,0.0001398751766186748
386682,0.00013969785345405595
1654,0.00013952409008156127
GO:0010956,0.00013911934422954018
GO:0060566,0.00013906823602517136
3479,0.0001390596696614218
GO:0070534,0.00013899584914560758
GO:0071930,0.00013883268764014516
23281,0.00013846902860379455
GO:0043409,0.00013838279502038299
GO:0071848,0.00013817255154384295
GO:0034976,0.00013795910523681175
GO:0048146,0.00013772339860309795
GO:0034498,0.000137454981896176
10987,0.00013712939462728386
GO:0000165,0.00013685937985609962
GO:0036003,0.00013653724555749748
324,0.00013652059998915095
GO:0043984,0.00013649438843710073
5295,0.00013643523528378824
GO:0071158,0.00013638090681840503
GO:0032436,0.0001362503748517678
10614,0.00013604889079453085
89885,0.00013594083978557057
5603,0.00013590402283167538
GO:0070372,0.00013589624254813754
3676,0.0001358764448502511
GO:0072369,0.00013557424410937162
5566,0.0001353749061113732
1363,0.0001353218952449509
GO:0032785,0.00013524927221038183
27161,0.00013522728901408385
GO:0090241,0.0001351427486781839
1869,0.0001347695134170284
GO:0006913,0.00013465305505766918
GO:0006900,0.00013450068181666236
989,0.00013443336815439886
GO:0071985,0.00013442789899273478
3516,0.0001343368305588351
3916,0.0001341065397488455
GO:0032981,0.00013374920177693016
GO:0006259,0.00013369322196188544
2742,0.00013343192506158266
387,0.00013336393481805614
GO:1901582,0.00013327215966980576
GO:0006413,0.00013314510445668862
GO:0071157,0.00013304980439581002
GO:0016197,0.0001330264464929874
6188,0.00013301680593581203
GO:2000811,0.00013300377348943084
GO:0043069,0.00013297796230705297
GO:0010944,0.00013277079550250986
GO:0051726,0.0001323291215149535
GO:0071479,0.00013211064870038015
27086,0.00013193329405705836
GO:1901228,0.0001317675362513133
GO:0001765,0.0001317245059479903
GO:0046907,0.00013169749372923402
GO:0050890,0.0001316561720048963
1459,0.0001315924183295832
5925,0.00013158316536012574
2547,0.00013142644666664876
57154,0.0001313872306926931
GO:0034121,0.00013111186845428388
GO:0045860,0.00013106335954873755
6352,0.00013081268540800187
93649,0.00013072243757320315
GO:0007072,0.00013043062418705316
GO:0050680,0.00013034678435341703
1655,0.0001302870296053171
55294,0.00013028192299971702
5879,0.0001302504346577052
25980,0.00013022513838965963
GO:0006606,0.00013020908646691606
GO:1903508,0.0001301899952991877
GO:0090307,0.00013004230233809746
10273,0.00013003706474693058
GO:0090669,0.00012996557007395251
GO:2000234,0.00012979168684287436
GO:1904262,0.00012968106705974787
GO:2001244,0.00012951849171154503
5335,0.00012950753221679465
25844,0.00012948879628865
5501,0.00012934372914794902
GO:0097066,0.00012933626260674044
5515,0.00012933469157911962
56940,0.0001293087052864667
GO:0090263,0.0001292994525767672
650,0.00012925891784393246
3309,0.000128889940138802
10527,0.0001287743284981643
GO:1901522,0.00012870594500696803
GO:0048518,0.00012856905895715034
1191,0.000128331635331235
6722,0.00012832956478258506
9557,0.0001282875981090966
801,0.00012827703027900133
GO:0032873,0.00012792405393949777
GO:0070373,0.00012779841381886956
2475,0.00012764747030331273
1025,0.00012762457150488596
8841,0.00012760204219745808
GO:0072366,0.0001275276907919467
GO:0045991,0.00012750486423863535
GO:2000143,0.00012737322814763386
60,0.00012724819697578212
472,0.00012718667365678704
GO:0006302,0.00012704466877834681
3661,0.00012694846871633445
2801,0.0001266443606588392
7531,0.00012658419954009179
8417,0.00012615028099828001
386675,0.00012613757005966805
GO:0090051,0.0001259332927369061
3198,0.00012590817437915948
3190,0.00012563414593542388
GO:0072363,0.0001254403359470684
GO:0044027,0.0001253571517081996
GO:0045954,0.00012528269297344376
4678,0.00012521525623864892
54521,0.00012499127410368256
999,0.0001247637544252261
GO:0014068,0.00012475688197408733
GO:0001933,0.00012469009572737094
5890,0.00012463267426863318
GO:0065007,0.00012455943330074774
GO:0000278,0.0001245046941786113
6901,0.00012384072181356173
GO:0048522,0.0001237832254469984
GO:0010735,0.00012365948204267629
10413,0.0001235216962511111
GO:0045013,0.00012327195997249255
GO:0043623,0.00012323735877727482
10399,0.0001230636159701039
GO:0007221,0.00012292847035778683
7201,0.0001229068452318874
GO:0034097,0.00012268027057302038
GO:1903146,0.0001225612407632147
GO:0007179,0.0001223300580618682
GO:0044237,0.00012232623948683598
GO:0061077,0.00012191664048725685
5588,0.00012189684404510197
4067,0.00012189051164559659
GO:0032211,0.00012187599433408479
GO:2001235,0.00012156269681673359
GO:0080182,0.00012146202151481785
GO:1903507,0.00012140165282723937
GO:0043507,0.0001213542912314242
GO:2000134,0.00012106711409836198
10618,0.0001208273630394504
3458,0.00012064677185551301
687,0.0001205857322683343
GO:0044257,0.00012047695455925712
GO:0051168,0.0001204542804509204
1107,0.00012040942306008042
GO:0042493,0.00012009674543460393
GO:1903721,0.00012004839473973574
604,0.00011987221163760935
GO:0090050,0.00011987152822823919
GO:1903077,0.0001197527339249834
6598,0.0001197390154736816
7014,0.00011956276741441448
5347,0.00011939585689612889
2621,0.00011918418929377921
6597,0.00011913720387756344
GO:0030512,0.00011894628280652928
GO:0010506,0.00011889804220669482
114876,0.00011878020091653593
GO:0007507,0.00011870381549665816
10980,0.0001186881265051376
GO:2000573,0.00011864983301967813
GO:0085029,0.00011860702514379302
GO:0032465,0.00011838234390470711
GO:0032781,0.00011834845249404011
51550,0.00011830887442122195
836,0.0001180955893419349
GO:0016479,0.00011809289639798445
581,0.00011805528912052824
10785,0.00011801356636192914
GO:2000806,0.00011776632338540902
GO:0008588,0.00011774821906232668
GO:0042254,0.00011731365932044708
6929,0.00011719633347912639
GO:0030282,0.00011687977008236363
GO:2000721,0.0001167529607253901
1432,0.00011666885525137013
GO:0071356,0.00011663818103936077
10211,0.00011640319909851167
GO:0031396,0.00011630577422176383
3553,0.00011593643721226311
GO:0045862,0.00011593496649318392
5300,0.00011577588782998853
3181,0.00011534611258432632
6280,0.00011529393503784456
GO:1903799,0.00011516672174729786
GO:0048539,0.00011473625651164692
10342,0.00011468442341227875
546,0.00011461135287562602
GO:0035854,0.00011460765910348478
GO:0030100,0.00011455644483539109
25865,0.00011449813965031615
7874,0.00011440343412328412
GO:0060965,0.00011405127063568234
8473,0.00011399599401607478
6999,0.00011385898592919787
8091,0.00011370127973518383
GO:0030334,0.00011367382153478444
5599,0.00011357455844456081
5201,0.0001134301385158395
5170,0.0001131963543266938
GO:0048519,0.00011318802343708679
GO:2000113,0.00011315157361363183
7013,0.00011288961058099624
131377,0.00011276059516139267
GO:0051897,0.00011259684815959733
10146,0.0001124222899609762
11043,0.0001122114259476862
GO:0098609,0.00011203479232918554
57521,0.00011202610086287225
GO:0071346,0.00011192515827545547
GO:0016485,0.00011176524302868036
25942,0.00011174483258231259
10253,0.0001116445142630697
GO:0010033,0.00011145433198631724
GO:0034645,0.00011127482948136956
2150,0.00011123315413403007
GO:0034613,0.00011121291821493226
51176,0.00011113372510950546
GO:1903758,0.00011112716384192932
5119,0.00011097512826352464
3932,0.0001107098330392547
GO:0048856,0.00011063748047527605
GO:0032502,0.00011061591923634291
79666,0.0001105923191051139
154091,0.00011056994210850557
GO:0006446,0.00011046028544017362
3146,0.0001104178783732024
9820,0.00011031943461338979
23390,0.00011021343328763233
5936,0.00010979936129512608
GO:0072350,0.00010960781929390793
678,0.00010955238354678733
70,0.00010940054868688502
29978,0.00010931762086402451
GO:0000281,0.00010930734804302577
8737,0.00010926652847545881
8481,0.00010926144694188886
GO:0042752,0.00010921777457623193
200728,0.00010921000076438045
GO:0006898,0.00010912294270581324
51574,0.00010885525762893824
GO:0042221,0.00010885077643555451
GO:0072365,0.00010875684353599066
7704,0.00010874338398875023
154,0.00010873459488759945
50618,0.00010855194829766585
6118,0.00010837453880183979
GO:0060396,0.00010832243592319228
GO:0051480,0.00010822839797240825
GO:0010768,0.00010819636815615394
983,0.0001081688748202387
10155,0.00010805270575441284
7042,0.00010789969607013998
1915,0.000107843114842062
150,0.0001077773729006956
GO:1901094,0.00010759223336059071
5590,0.00010740557546618324
55832,0.00010733053750681035
GO:2000059,0.00010731589427862533
3630,0.00010729526508936313
7431,0.00010719845623463166
GO:0046599,0.00010708927983646386
GO:0016311,0.00010705258098718644
GO:0007099,0.00010703439741840117
2668,0.000106961501171991
6037,0.0001067568847440801
1981,0.00010675641618076508
4627,0.00010630023591293191
23512,0.00010621367795809652
11075,0.000106182666232264
GO:1903588,0.00010613728362472779
5054,0.00010593336669723547
GO:0006367,0.00010554798474605615
GO:0006607,0.00010546223979126852
GO:1901299,0.00010542008933861329
GO:0038033,0.00010539168768052184
811,0.0001049982720564226
GO:0010811,0.00010498535610853857
GO:0071902,0.00010487156215837112
GO:0045070,0.00010485140417066196
947,0.00010482679844602601
GO:0043627,0.00010477028408123118
GO:0018107,0.0001047515111147469
50943,0.00010468960915008773
2091,0.00010468363055782355
GO:1903078,0.00010452699353952323
GO:0036503,0.00010449032187766082
GO:1901838,0.00010426853345105518
GO:0042256,0.00010421287271695912
GO:0071392,0.00010414989706162021
GO:0097201,0.00010413754758202971
GO:0080009,0.00010403161012137545
2159,0.00010391271320811446
3297,0.00010391001467958953
3126,0.00010390272650551435
79577,0.00010372887405748975
GO:0001881,0.00010371576176563486
3965,0.00010367599590699115
GO:0000184,0.0001035983073694846
5495,0.00010349532861811118
23363,0.00010343051826888693
GO:0015031,0.00010341573241461298
3627,0.0001032296741341646
1540,0.00010317141795444173
2534,0.00010299901725402036
GO:0007051,0.00010290214907509522
23557,0.0001028157838244798
GO:0051090,0.0001027099020636871
GO:0035924,0.00010270089945861451
GO:0032467,0.00010269313679668707
