nodelist,protein_product_zinc,
1801,2.50E-11,
7805,2.49E-11,
389434,2.49E-11,
10538,2.49E-11,
10578,2.49E-11,
2287,2.49E-11,
401508,2.49E-11,
6392,2.49E-11,
282996,2.49E-11,
79037,2.49E-11,
10560,2.48E-11,
79656,2.48E-11,
27173,2.48E-11,
221830,2.48E-11,
23215,2.48E-11,
3707,2.48E-11,
57823,2.48E-11,
29992,2.48E-11,
160364,2.48E-11,
438,2.48E-11,
148223,2.47E-11,
22883,2.47E-11,
54793,2.47E-11,
9077,2.47E-11,
9942,2.47E-11,
129285,2.47E-11,
55030,2.47E-11,
1068,2.47E-11,
84236,2.47E-11,
9945,2.47E-11,
7678,2.47E-11,
51271,2.47E-11,
9929,2.46E-11,
54822,2.46E-11,
5373,2.46E-11,
3645,2.46E-11,
115207,2.46E-11,
387755,2.46E-11,
9033,2.46E-11,
342897,2.45E-11,
407046,2.45E-11,
5325,2.45E-11,
126206,2.45E-11,
23387,2.45E-11,
55970,2.45E-11,
60313,2.45E-11,
1506,2.45E-11,
2813,2.45E-11,
2974,2.45E-11,
4184,2.45E-11,
2865,2.45E-11,
1644,2.44E-11,
138046,2.44E-11,
51096,2.44E-11,
117143,2.44E-11,
55958,2.43E-11,
64397,2.43E-11,
7644,2.43E-11,
395,2.43E-11,
54039,2.43E-11,
23510,2.43E-11,
55311,2.42E-11,
4158,2.42E-11,
55253,2.42E-11,
10231,2.42E-11,
1608,2.42E-11,
153769,2.42E-11,
59271,2.42E-11,
4593,2.42E-11,
7216,2.41E-11,
84912,2.41E-11,
4758,2.41E-11,
25934,2.41E-11,
137886,2.40E-11,
51665,2.40E-11,
221035,2.40E-11,
730,2.40E-11,
1128,2.40E-11,
6792,2.40E-11,
5833,2.40E-11,
255082,2.40E-11,
94005,2.40E-11,
79872,2.39E-11,
116448,2.39E-11,
2888,2.39E-11,
4161,2.39E-11,
4159,2.39E-11,
154810,2.39E-11,
912,2.39E-11,
25994,2.38E-11,
5926,2.38E-11,
57037,2.38E-11,
5557,2.38E-11,
55629,2.38E-11,
3221,2.38E-11,
221938,2.38E-11,
340359,2.38E-11,
84076,2.38E-11,
10794,2.38E-11,
65260,2.38E-11,
197322,2.37E-11,
407044,2.37E-11,
51218,2.37E-11,
64327,2.37E-11,
29058,2.37E-11,
10815,2.37E-11,
54939,2.37E-11,
8669,2.37E-11,
9088,2.36E-11,
54951,2.36E-11,
23225,2.36E-11,
79873,2.36E-11,
5378,2.36E-11,
60676,2.36E-11,
53840,2.36E-11,
6560,2.36E-11,
10201,2.35E-11,
25803,2.35E-11,
84649,2.35E-11,
92749,2.35E-11,
8292,2.34E-11,
3118,2.34E-11,
4103,2.34E-11,
8760,2.34E-11,
64412,2.34E-11,
8284,2.34E-11,
80020,2.34E-11,
1118,2.34E-11,
124590,2.33E-11,
64746,2.33E-11,
2706,2.33E-11,
55540,2.33E-11,
407047,2.33E-11,
1047,2.33E-11,
404672,2.33E-11,
140576,2.33E-11,
11112,2.33E-11,
57466,2.33E-11,
56851,2.33E-11,
389692,2.33E-11,
163050,2.32E-11,
64116,2.32E-11,
199990,2.32E-11,
64174,2.32E-11,
5558,2.32E-11,
22,2.32E-11,
254863,2.32E-11,
55080,2.31E-11,
199920,2.31E-11,
374897,2.31E-11,
23413,2.31E-11,
128061,2.31E-11,
159,2.31E-11,
6932,2.31E-11,
9293,2.31E-11,
115362,2.30E-11,
3214,2.30E-11,
10072,2.30E-11,
51540,2.30E-11,
3384,2.30E-11,
114932,2.30E-11,
10943,2.30E-11,
3061,2.30E-11,
25880,2.29E-11,
7568,2.29E-11,
440193,2.29E-11,
100423062,2.29E-11,
7349,2.29E-11,
55156,2.29E-11,
57486,2.29E-11,
64755,2.29E-11,
257397,2.28E-11,
8929,2.28E-11,
3233,2.28E-11,
4635,2.28E-11,
221662,2.27E-11,
79064,2.27E-11,
10301,2.27E-11,
9765,2.27E-11,
9488,2.27E-11,
134510,2.27E-11,
7296,2.27E-11,
139562,2.27E-11,
54442,2.26E-11,
51179,2.26E-11,
7223,2.26E-11,
23161,2.25E-11,
4152,2.25E-11,
23329,2.25E-11,
9450,2.25E-11,
11276,2.25E-11,
55825,2.25E-11,
9778,2.25E-11,
7694,2.25E-11,
5822,2.25E-11,
345643,2.25E-11,
23659,2.24E-11,
5989,2.24E-11,
113457,2.24E-11,
56963,2.24E-11,
25936,2.24E-11,
84901,2.24E-11,
54897,2.24E-11,
57644,2.23E-11,
22836,2.23E-11,
55092,2.23E-11,
7247,2.23E-11,
283237,2.23E-11,
11057,2.23E-11,
79364,2.23E-11,
9044,2.22E-11,
80205,2.22E-11,
4694,2.22E-11,
4129,2.22E-11,
84812,2.22E-11,
6309,2.22E-11,
340348,2.22E-11,
151112,2.22E-11,
90379,2.22E-11,
55831,2.22E-11,
57616,2.21E-11,
3891,2.21E-11,
126626,2.21E-11,
7728,2.21E-11,
7071,2.21E-11,
375748,2.21E-11,
6942,2.21E-11,
1992,2.21E-11,
1844,2.20E-11,
30832,2.20E-11,
1429,2.20E-11,
29937,2.20E-11,
57620,2.20E-11,
58515,2.20E-11,
10263,2.20E-11,
9545,2.20E-11,
5636,2.20E-11,
8564,2.20E-11,
91687,2.20E-11,
84265,2.19E-11,
83891,2.19E-11,
285643,2.19E-11,
339229,2.19E-11,
25878,2.19E-11,
10807,2.19E-11,
254394,2.19E-11,
80131,2.18E-11,
10017,2.18E-11,
7993,2.18E-11,
10610,2.18E-11,
5506,2.18E-11,
4025,2.18E-11,
9903,2.18E-11,
2891,2.18E-11,
18,2.18E-11,
10024,2.18E-11,
27087,2.18E-11,
51028,2.18E-11,
8706,2.17E-11,
79595,2.17E-11,
7841,2.17E-11,
55204,2.17E-11,
84152,2.17E-11,
57763,2.17E-11,
79897,2.17E-11,
127544,2.16E-11,
220213,2.16E-11,
7100,2.16E-11,
27115,2.16E-11,
25847,2.16E-11,
11129,2.16E-11,
9925,2.16E-11,
56655,2.16E-11,
6865,2.16E-11,
91582,2.16E-11,
84946,2.16E-11,
4145,2.16E-11,
79019,2.15E-11,
1797,2.15E-11,
1428,2.15E-11,
8496,2.15E-11,
51071,2.15E-11,
4094,2.15E-11,
4668,2.15E-11,
80746,2.15E-11,
5372,2.15E-11,
5780,2.14E-11,
91833,2.14E-11,
4337,2.14E-11,
26263,2.14E-11,
11044,2.14E-11,
84079,2.14E-11,
8031,2.14E-11,
81550,2.14E-11,
64318,2.13E-11,
10455,2.13E-11,
5768,2.13E-11,
2199,2.13E-11,
84167,2.13E-11,
548596,2.13E-11,
53918,2.13E-11,
3556,2.13E-11,
5332,2.13E-11,
3574,2.12E-11,
3445,2.12E-11,
89,2.12E-11,
79814,2.12E-11,
65986,2.12E-11,
55654,2.12E-11,
128853,2.12E-11,
57222,2.12E-11,
2250,2.12E-11,
64396,2.12E-11,
10434,2.12E-11,
51282,2.12E-11,
117248,2.12E-11,
151835,2.11E-11,
54797,2.11E-11,
140458,2.11E-11,
2796,2.11E-11,
57106,2.11E-11,
7407,2.11E-11,
30012,2.11E-11,
10280,2.11E-11,
10081,2.11E-11,
8622,2.10E-11,
90655,2.10E-11,
170626,2.10E-11,
81693,2.10E-11,
7286,2.10E-11,
6870,2.10E-11,
1767,2.10E-11,
3452,2.10E-11,
154664,2.10E-11,
51635,2.10E-11,
50940,2.09E-11,
84084,2.09E-11,
2298,2.09E-11,
88455,2.09E-11,
90411,2.09E-11,
140032,2.09E-11,
51291,2.09E-11,
1607,2.09E-11,
778,2.09E-11,
84920,2.08E-11,
6793,2.08E-11,
51490,2.08E-11,
2653,2.08E-11,
6522,2.08E-11,
55860,2.08E-11,
7781,2.08E-11,
987,2.08E-11,
3738,2.07E-11,
79693,2.07E-11,
11097,2.07E-11,
79805,2.07E-11,
93594,2.07E-11,
85464,2.07E-11,
8888,2.07E-11,
116986,2.07E-11,
51430,2.07E-11,
55295,2.06E-11,
57488,2.06E-11,
51585,2.06E-11,
353323,2.06E-11,
84330,2.06E-11,
6668,2.06E-11,
51686,2.06E-11,
22902,2.06E-11,
3543,2.06E-11,
54221,2.05E-11,
79608,2.05E-11,
11118,2.05E-11,
89853,2.05E-11,
57589,2.05E-11,
29948,2.05E-11,
6574,2.05E-11,
352909,2.05E-11,
197370,2.05E-11,
23552,2.05E-11,
2592,2.05E-11,
3909,2.04E-11,
56952,2.04E-11,
128989,2.04E-11,
10169,2.04E-11,
56145,2.04E-11,
142680,2.04E-11,
4113,2.04E-11,
65084,2.03E-11,
3217,2.03E-11,
10207,2.03E-11,
5001,2.03E-11,
316,2.03E-11,
26578,2.03E-11,
5121,2.03E-11,
119504,2.02E-11,
1119,2.02E-11,
79581,2.02E-11,
84832,2.02E-11,
222643,2.02E-11,
57655,2.02E-11,
362,2.02E-11,
4700,2.02E-11,
57587,2.02E-11,
57168,2.02E-11,
64784,2.02E-11,
5173,2.02E-11,
143684,2.01E-11,
2919,2.01E-11,
51617,2.01E-11,
27132,2.01E-11,
10246,2.01E-11,
285093,2.01E-11,
23264,2.01E-11,
55768,2.01E-11,
84766,2.00E-11,
11026,2.00E-11,
64788,2.00E-11,
346,2.00E-11,
9651,2.00E-11,
3749,2.00E-11,
147906,2.00E-11,
144717,2.00E-11,
81602,2.00E-11,
80342,2.00E-11,
4991,1.99E-11,
124739,1.99E-11,
214,1.99E-11,
79811,1.99E-11,
55591,1.99E-11,
83401,1.99E-11,
5334,1.99E-11,
2531,1.99E-11,
5146,1.98E-11,
92595,1.98E-11,
384,1.98E-11,
65217,1.98E-11,
81624,1.98E-11,
4669,1.98E-11,
55177,1.98E-11,
2922,1.98E-11,
137492,1.97E-11,
7369,1.97E-11,
2786,1.97E-11,
222,1.97E-11,
55118,1.97E-11,
6499,1.96E-11,
23443,1.96E-11,
387521,1.96E-11,
57596,1.96E-11,
146822,1.96E-11,
57572,1.96E-11,
8534,1.96E-11,
9926,1.96E-11,
407054,1.96E-11,
10079,1.96E-11,
55083,1.95E-11,
51455,1.95E-11,
10898,1.95E-11,
284111,1.95E-11,
7475,1.95E-11,
11282,1.95E-11,
26275,1.95E-11,
5082,1.95E-11,
4128,1.95E-11,
171425,1.95E-11,
55707,1.95E-11,
6710,1.94E-11,
554210,1.94E-11,
57019,1.94E-11,
114836,1.94E-11,
117581,1.94E-11,
10295,1.94E-11,
55798,1.94E-11,
1186,1.94E-11,
81579,1.94E-11,
133686,1.94E-11,
4604,1.94E-11,
3633,1.94E-11,
56243,1.94E-11,
55756,1.94E-11,
3157,1.94E-11,
57453,1.93E-11,
765,1.93E-11,
1158,1.93E-11,
1622,1.93E-11,
2593,1.93E-11,
84572,1.93E-11,
1264,1.93E-11,
54821,1.93E-11,
4621,1.93E-11,
123016,1.93E-11,
139422,1.93E-11,
55319,1.93E-11,
55363,1.93E-11,
57474,1.93E-11,
11188,1.93E-11,
90594,1.92E-11,
150209,1.92E-11,
81029,1.92E-11,
57456,1.92E-11,
246329,1.92E-11,
84284,1.92E-11,
79147,1.92E-11,
22998,1.92E-11,
115201,1.92E-11,
200186,1.92E-11,
97,1.92E-11,
319,1.92E-11,
60529,1.92E-11,
6884,1.92E-11,
4060,1.92E-11,
6097,1.92E-11,
1959,1.92E-11,
10767,1.91E-11,
54665,1.91E-11,
6691,1.91E-11,
283150,1.91E-11,
56252,1.91E-11,
405754,1.91E-11,
91807,1.91E-11,
22828,1.91E-11,
8735,1.91E-11,
27154,1.91E-11,
8727,1.91E-11,
55066,1.91E-11,
23002,1.90E-11,
10668,1.90E-11,
1617,1.90E-11,
248,1.90E-11,
29935,1.90E-11,
7940,1.90E-11,
95,1.90E-11,
253827,1.89E-11,
51206,1.89E-11,
622,1.89E-11,
79637,1.89E-11,
9360,1.89E-11,
54810,1.89E-11,
64087,1.89E-11,
26278,1.89E-11,
115939,1.89E-11,
6649,1.89E-11,
23294,1.89E-11,
9254,1.89E-11,
79140,1.89E-11,
80777,1.89E-11,
63899,1.88E-11,
22878,1.88E-11,
257068,1.88E-11,
50837,1.88E-11,
9466,1.88E-11,
5229,1.88E-11,
83461,1.88E-11,
139212,1.88E-11,
6894,1.88E-11,
64446,1.87E-11,
4998,1.87E-11,
493869,1.87E-11,
54811,1.87E-11,
158038,1.87E-11,
6867,1.87E-11,
23643,1.87E-11,
8793,1.87E-11,
5625,1.87E-11,
6439,1.87E-11,
83873,1.87E-11,
522,1.87E-11,
84892,1.87E-11,
317719,1.87E-11,
25904,1.86E-11,
63916,1.86E-11,
51146,1.86E-11,
27247,1.86E-11,
53635,1.86E-11,
4987,1.86E-11,
26504,1.86E-11,
421,1.86E-11,
57190,1.86E-11,
7305,1.86E-11,
84171,1.86E-11,
81629,1.85E-11,
10529,1.85E-11,
57128,1.85E-11,
140689,1.85E-11,
79868,1.85E-11,
4939,1.85E-11,
221458,1.84E-11,
23457,1.84E-11,
168620,1.84E-11,
407018,1.84E-11,
138009,1.84E-11,
885,1.84E-11,
54898,1.84E-11,
79023,1.84E-11,
50506,1.84E-11,
84992,1.84E-11,
80209,1.84E-11,
23395,1.84E-11,
8988,1.84E-11,
23581,1.84E-11,
54808,1.83E-11,
79735,1.83E-11,
1066,1.83E-11,
91252,1.83E-11,
7423,1.83E-11,
9827,1.83E-11,
57727,1.83E-11,
633,1.82E-11,
399665,1.82E-11,
100287932,1.82E-11,
283385,1.82E-11,
22901,1.82E-11,
2890,1.82E-11,
9610,1.82E-11,
114798,1.82E-11,
79587,1.82E-11,
6337,1.82E-11,
11033,1.82E-11,
5192,1.82E-11,
116449,1.81E-11,
84705,1.81E-11,
285521,1.81E-11,
407045,1.81E-11,
129303,1.81E-11,
2491,1.81E-11,
388951,1.81E-11,
23646,1.81E-11,
57822,1.81E-11,
23590,1.81E-11,
11012,1.81E-11,
26160,1.80E-11,
51706,1.80E-11,
419,1.80E-11,
9064,1.80E-11,
149095,1.80E-11,
222068,1.80E-11,
56674,1.80E-11,
10209,1.80E-11,
150368,1.80E-11,
1413,1.80E-11,
56924,1.79E-11,
56006,1.79E-11,
4148,1.79E-11,
55665,1.79E-11,
118430,1.79E-11,
202051,1.79E-11,
84243,1.79E-11,
84364,1.79E-11,
29765,1.79E-11,
132789,1.78E-11,
9220,1.78E-11,
54511,1.78E-11,
27346,1.78E-11,
51167,1.78E-11,
126731,1.78E-11,
23092,1.78E-11,
3619,1.78E-11,
643853,1.78E-11,
347730,1.78E-11,
91754,1.78E-11,
8605,1.78E-11,
7357,1.78E-11,
654346,1.78E-11,
2784,1.77E-11,
6923,1.77E-11,
11036,1.77E-11,
9014,1.77E-11,
3008,1.77E-11,
55556,1.77E-11,
100134934,1.77E-11,
53832,1.77E-11,
54577,1.77E-11,
11279,1.77E-11,
56849,1.76E-11,
3208,1.76E-11,
2733,1.76E-11,
8625,1.76E-11,
26150,1.76E-11,
84876,1.76E-11,
9271,1.76E-11,
339123,1.76E-11,
94233,1.76E-11,
26128,1.76E-11,
480,1.76E-11,
80227,1.76E-11,
7799,1.75E-11,
6655,1.75E-11,
9133,1.75E-11,
7786,1.75E-11,
92521,1.75E-11,
56898,1.75E-11,
8560,1.75E-11,
286257,1.75E-11,
9016,1.75E-11,
245973,1.75E-11,
148789,1.75E-11,
1159,1.75E-11,
92344,1.75E-11,
8526,1.74E-11,
51128,1.74E-11,
64926,1.74E-11,
1489,1.74E-11,
4796,1.74E-11,
57169,1.74E-11,
10966,1.74E-11,
685,1.74E-11,
29796,1.74E-11,
5277,1.74E-11,
80224,1.73E-11,
203102,1.73E-11,
4338,1.73E-11,
9467,1.73E-11,
5098,1.73E-11,
56649,1.73E-11,
196074,1.73E-11,
3257,1.73E-11,
1013,1.73E-11,
140707,1.73E-11,
3149,1.73E-11,
159989,1.73E-11,
5064,1.73E-11,
7802,1.72E-11,
7988,1.72E-11,
10139,1.72E-11,
4855,1.72E-11,
56181,1.72E-11,
28755,1.72E-11,
222484,1.72E-11,
140807,1.72E-11,
124936,1.72E-11,
26115,1.72E-11,
54893,1.72E-11,
79799,1.72E-11,
26207,1.71E-11,
83988,1.71E-11,
57143,1.71E-11,
1376,1.71E-11,
144983,1.71E-11,
8763,1.71E-11,
64745,1.71E-11,
84206,1.71E-11,
144404,1.71E-11,
66005,1.71E-11,
55969,1.71E-11,
25816,1.70E-11,
11093,1.70E-11,
10732,1.70E-11,
3559,1.70E-11,
5803,1.70E-11,
143471,1.70E-11,
3581,1.70E-11,
5913,1.70E-11,
9825,1.70E-11,
143570,1.69E-11,
166012,1.69E-11,
9807,1.69E-11,
283899,1.69E-11,
652968,1.69E-11,
314,1.69E-11,
50945,1.69E-11,
57048,1.69E-11,
83942,1.69E-11,
10631,1.69E-11,
100130933,1.69E-11,
3062,1.69E-11,
23148,1.69E-11,
7766,1.69E-11,
221409,1.69E-11,
4519,1.68E-11,
22862,1.68E-11,
5316,1.68E-11,
286530,1.68E-11,
114883,1.68E-11,
8728,1.68E-11,
1296,1.68E-11,
8736,1.68E-11,
9050,1.67E-11,
118490,1.67E-11,
5428,1.67E-11,
254065,1.67E-11,
84441,1.67E-11,
79679,1.67E-11,
3026,1.67E-11,
27314,1.66E-11,
4708,1.66E-11,
23456,1.66E-11,
9955,1.66E-11,
6716,1.66E-11,
29028,1.66E-11,
25977,1.65E-11,
51122,1.65E-11,
23495,1.65E-11,
9354,1.65E-11,
2920,1.65E-11,
8733,1.65E-11,
11232,1.65E-11,
23767,1.65E-11,
126789,1.65E-11,
51108,1.64E-11,
10481,1.64E-11,
64764,1.64E-11,
57107,1.64E-11,
8545,1.64E-11,
9620,1.64E-11,
254428,1.64E-11,
133396,1.64E-11,
23283,1.64E-11,
100133763,1.63E-11,
84950,1.63E-11,
4099,1.63E-11,
338785,1.63E-11,
3588,1.63E-11,
6757,1.63E-11,
2937,1.63E-11,
10848,1.63E-11,
2523,1.63E-11,
5896,1.63E-11,
201292,1.63E-11,
9953,1.62E-11,
8110,1.62E-11,
84067,1.62E-11,
54973,1.62E-11,
154881,1.62E-11,
79874,1.62E-11,
26000,1.62E-11,
9457,1.62E-11,
126,1.61E-11,
9422,1.61E-11,
91647,1.61E-11,
79780,1.61E-11,
51327,1.61E-11,
55701,1.60E-11,
56474,1.60E-11,
167153,1.60E-11,
9957,1.60E-11,
10849,1.60E-11,
80304,1.60E-11,
116085,1.60E-11,
5207,1.60E-11,
56894,1.60E-11,
60385,1.59E-11,
26984,1.59E-11,
54947,1.59E-11,
1272,1.59E-11,
79087,1.59E-11,
7813,1.59E-11,
4717,1.59E-11,
7753,1.59E-11,
136647,1.59E-11,
10466,1.59E-11,
51759,1.59E-11,
6822,1.58E-11,
6338,1.58E-11,
126069,1.58E-11,
4238,1.58E-11,
286410,1.58E-11,
10975,1.58E-11,
66000,1.58E-11,
113189,1.58E-11,
2831,1.58E-11,
26151,1.58E-11,
407051,1.57E-11,
79665,1.57E-11,
27301,1.57E-11,
160760,1.57E-11,
55966,1.57E-11,
7542,1.57E-11,
92667,1.57E-11,
4540,1.57E-11,
83882,1.57E-11,
220972,1.57E-11,
594,1.57E-11,
26271,1.57E-11,
26507,1.57E-11,
10472,1.57E-11,
79696,1.57E-11,
5083,1.56E-11,
140465,1.56E-11,
100128731,1.56E-11,
84266,1.56E-11,
9684,1.56E-11,
3790,1.56E-11,
4117,1.56E-11,
23218,1.56E-11,
79154,1.55E-11,
23595,1.55E-11,
5939,1.55E-11,
54108,1.55E-11,
137964,1.55E-11,
51571,1.54E-11,
10385,1.54E-11,
1146,1.54E-11,
10336,1.54E-11,
157506,1.54E-11,
257,1.54E-11,
11333,1.54E-11,
3800,1.54E-11,
25822,1.54E-11,
388633,1.54E-11,
4135,1.54E-11,
148867,1.53E-11,
147,1.53E-11,
6837,1.53E-11,
10799,1.53E-11,
131566,1.53E-11,
8036,1.53E-11,
286205,1.53E-11,
51300,1.53E-11,
53947,1.53E-11,
55867,1.53E-11,
23500,1.53E-11,
57519,1.53E-11,
84858,1.53E-11,
9766,1.53E-11,
10324,1.53E-11,
246778,1.53E-11,
89910,1.52E-11,
83658,1.52E-11,
220885,1.52E-11,
4107,1.52E-11,
913,1.52E-11,
146,1.52E-11,
27303,1.52E-11,
80010,1.52E-11,
9503,1.52E-11,
55572,1.52E-11,
51265,1.52E-11,
4633,1.52E-11,
126272,1.52E-11,
81790,1.52E-11,
29803,1.51E-11,
84056,1.51E-11,
28987,1.51E-11,
4115,1.51E-11,
5454,1.51E-11,
51780,1.51E-11,
54664,1.51E-11,
1524,1.51E-11,
57158,1.51E-11,
55624,1.51E-11,
148,1.51E-11,
23242,1.50E-11,
80212,1.50E-11,
25771,1.50E-11,
3386,1.50E-11,
1353,1.50E-11,
80835,1.50E-11,
6282,1.49E-11,
11157,1.49E-11,
57465,1.49E-11,
4508,1.49E-11,
10156,1.49E-11,
142891,1.49E-11,
4640,1.49E-11,
54407,1.49E-11,
1951,1.49E-11,
4222,1.49E-11,
5471,1.49E-11,
114879,1.49E-11,
643866,1.49E-11,
91607,1.48E-11,
55576,1.48E-11,
51523,1.48E-11,
5877,1.48E-11,
5298,1.48E-11,
64101,1.48E-11,
338761,1.48E-11,
65095,1.48E-11,
10113,1.48E-11,
5429,1.48E-11,
6775,1.48E-11,
11070,1.48E-11,
782,1.48E-11,
51104,1.48E-11,
9060,1.48E-11,
29785,1.48E-11,
53905,1.48E-11,
5655,1.48E-11,
23428,1.48E-11,
51654,1.48E-11,
56931,1.47E-11,
9498,1.47E-11,
2790,1.47E-11,
2992,1.47E-11,
1618,1.47E-11,
9002,1.47E-11,
10379,1.47E-11,
404093,1.47E-11,
9907,1.47E-11,
7011,1.46E-11,
9875,1.46E-11,
81551,1.46E-11,
7586,1.46E-11,
1496,1.46E-11,
785,1.46E-11,
60559,1.46E-11,
4610,1.46E-11,
79694,1.46E-11,
202018,1.45E-11,
153642,1.45E-11,
51385,1.45E-11,
23034,1.45E-11,
100505705,1.45E-11,
26995,1.45E-11,
51491,1.45E-11,
9735,1.45E-11,
10585,1.45E-11,
113791,1.45E-11,
1723,1.45E-11,
56134,1.45E-11,
79830,1.45E-11,
283373,1.44E-11,
977,1.44E-11,
80143,1.44E-11,
64927,1.44E-11,
406906,1.44E-11,
136895,1.44E-11,
9683,1.44E-11,
96764,1.44E-11,
54921,1.44E-11,
118924,1.43E-11,
139322,1.43E-11,
26002,1.43E-11,
3441,1.43E-11,
55876,1.43E-11,
22887,1.43E-11,
56922,1.43E-11,
50999,1.43E-11,
64427,1.43E-11,
2705,1.43E-11,
527,1.43E-11,
64333,1.43E-11,
23321,1.43E-11,
64839,1.43E-11,
27436,1.43E-11,
10023,1.43E-11,
2928,1.43E-11,
199221,1.43E-11,
83463,1.43E-11,
90231,1.42E-11,
57192,1.42E-11,
203245,1.42E-11,
26762,1.42E-11,
29097,1.42E-11,
128338,1.42E-11,
56650,1.42E-11,
63910,1.42E-11,
253714,1.42E-11,
10256,1.42E-11,
201562,1.42E-11,
10082,1.42E-11,
9843,1.42E-11,
53833,1.42E-11,
7456,1.41E-11,
64840,1.41E-11,
23253,1.41E-11,
5079,1.41E-11,
54763,1.41E-11,
10287,1.41E-11,
84547,1.41E-11,
2644,1.41E-11,
9729,1.41E-11,
11230,1.41E-11,
1271,1.41E-11,
283431,1.40E-11,
11278,1.40E-11,
4109,1.40E-11,
79875,1.40E-11,
122953,1.40E-11,
3748,1.40E-11,
6374,1.40E-11,
64785,1.40E-11,
196403,1.40E-11,
92799,1.40E-11,
2878,1.40E-11,
9946,1.39E-11,
23119,1.39E-11,
55544,1.39E-11,
8050,1.39E-11,
23139,1.39E-11,
51236,1.39E-11,
55647,1.39E-11,
79930,1.39E-11,
6397,1.39E-11,
3236,1.39E-11,
3284,1.39E-11,
3775,1.39E-11,
83719,1.39E-11,
3706,1.39E-11,
26091,1.39E-11,
2820,1.39E-11,
401138,1.39E-11,
8635,1.39E-11,
55139,1.38E-11,
84693,1.38E-11,
8140,1.38E-11,
9622,1.38E-11,
79568,1.38E-11,
4632,1.38E-11,
100290337,1.38E-11,
3323,1.38E-11,
10899,1.38E-11,
55558,1.38E-11,
5794,1.37E-11,
53405,1.37E-11,
5209,1.37E-11,
64089,1.37E-11,
255061,1.37E-11,
55954,1.37E-11,
2021,1.37E-11,
5593,1.37E-11,
1879,1.37E-11,
2837,1.37E-11,
127396,1.37E-11,
10908,1.37E-11,
23479,1.37E-11,
2581,1.36E-11,
5354,1.36E-11,
2798,1.36E-11,
55255,1.36E-11,
56137,1.36E-11,
3227,1.36E-11,
10965,1.36E-11,
7288,1.36E-11,
22906,1.36E-11,
171586,1.36E-11,
9951,1.36E-11,
9954,1.36E-11,
9952,1.36E-11,
64711,1.36E-11,
3047,1.36E-11,
11159,1.35E-11,
10605,1.35E-11,
6000,1.35E-11,
3899,1.35E-11,
85013,1.35E-11,
84230,1.35E-11,
3196,1.35E-11,
285598,1.35E-11,
4064,1.35E-11,
64342,1.35E-11,
25945,1.35E-11,
158787,1.35E-11,
23052,1.35E-11,
51151,1.35E-11,
29903,1.35E-11,
23066,1.35E-11,
25970,1.35E-11,
23287,1.35E-11,
27351,1.34E-11,
138639,1.34E-11,
9245,1.34E-11,
54498,1.34E-11,
7702,1.34E-11,
23270,1.34E-11,
8325,1.34E-11,
54704,1.34E-11,
758,1.34E-11,
10198,1.34E-11,
8195,1.34E-11,
63027,1.34E-11,
653240,1.34E-11,
57670,1.34E-11,
139628,1.33E-11,
79800,1.33E-11,
51163,1.33E-11,
9892,1.33E-11,
151230,1.33E-11,
7982,1.33E-11,
142678,1.33E-11,
23780,1.33E-11,
391634,1.33E-11,
130589,1.33E-11,
127435,1.33E-11,
285605,1.33E-11,
23211,1.33E-11,
94274,1.33E-11,
8693,1.33E-11,
8439,1.33E-11,
56934,1.33E-11,
55813,1.32E-11,
7718,1.32E-11,
162972,1.32E-11,
165324,1.32E-11,
8073,1.32E-11,
220108,1.32E-11,
3746,1.32E-11,
160728,1.32E-11,
641371,1.32E-11,
353139,1.32E-11,
55526,1.31E-11,
23093,1.31E-11,
4923,1.31E-11,
10043,1.31E-11,
55186,1.31E-11,
81576,1.31E-11,
140628,1.31E-11,
2014,1.31E-11,
54906,1.31E-11,
3340,1.31E-11,
4121,1.31E-11,
4440,1.31E-11,
89944,1.31E-11,
80975,1.31E-11,
493861,1.31E-11,
259217,1.31E-11,
255877,1.30E-11,
84883,1.30E-11,
135112,1.30E-11,
51110,1.30E-11,
10782,1.30E-11,
1592,1.30E-11,
6623,1.30E-11,
4034,1.30E-11,
9394,1.30E-11,
2846,1.30E-11,
126070,1.29E-11,
5128,1.29E-11,
100294114,1.29E-11,
100294277,1.29E-11,
57099,1.29E-11,
10858,1.29E-11,
23358,1.29E-11,
5063,1.29E-11,
129880,1.29E-11,
144811,1.29E-11,
4018,1.29E-11,
1603,1.29E-11,
146850,1.28E-11,
122786,1.28E-11,
89777,1.28E-11,
554,1.28E-11,
84310,1.28E-11,
55764,1.28E-11,
23255,1.28E-11,
7546,1.28E-11,
23657,1.28E-11,
663,1.28E-11,
3281,1.28E-11,
57231,1.28E-11,
78987,1.28E-11,
23098,1.28E-11,
66008,1.28E-11,
3290,1.28E-11,
54887,1.28E-11,
8424,1.27E-11,
10586,1.27E-11,
8853,1.27E-11,
51388,1.27E-11,
163486,1.27E-11,
9856,1.27E-11,
114781,1.27E-11,
7045,1.27E-11,
7364,1.27E-11,
9710,1.27E-11,
27092,1.26E-11,
92170,1.26E-11,
55144,1.26E-11,
4162,1.26E-11,
29988,1.26E-11,
126433,1.26E-11,
4317,1.26E-11,
10999,1.26E-11,
140880,1.26E-11,
3430,1.26E-11,
55599,1.26E-11,
23061,1.26E-11,
55850,1.26E-11,
9486,1.26E-11,
5348,1.26E-11,
921,1.26E-11,
22839,1.26E-11,
25791,1.26E-11,
