nodelist,protein_product_glut,
83882,1.72E-11,
55295,1.72E-11,
7477,1.72E-11,
131669,1.72E-11,
4335,1.71E-11,
79932,1.71E-11,
3050,1.71E-11,
162989,1.71E-11,
148789,1.71E-11,
117581,1.71E-11,
407054,1.71E-11,
8999,1.71E-11,
4783,1.71E-11,
55144,1.71E-11,
11033,1.71E-11,
6468,1.70E-11,
51271,1.70E-11,
197370,1.70E-11,
89853,1.70E-11,
407018,1.70E-11,
9651,1.70E-11,
1116,1.70E-11,
94233,1.70E-11,
5251,1.70E-11,
10002,1.69E-11,
9077,1.69E-11,
10287,1.69E-11,
168620,1.69E-11,
353139,1.69E-11,
10807,1.69E-11,
54797,1.69E-11,
9827,1.69E-11,
57822,1.69E-11,
51412,1.69E-11,
1429,1.69E-11,
51704,1.69E-11,
9873,1.68E-11,
5361,1.68E-11,
8029,1.68E-11,
22979,1.68E-11,
10609,1.68E-11,
84342,1.68E-11,
83461,1.68E-11,
9144,1.68E-11,
715,1.68E-11,
407045,1.67E-11,
8926,1.67E-11,
10584,1.67E-11,
1300,1.67E-11,
3062,1.67E-11,
92591,1.67E-11,
1959,1.67E-11,
10379,1.67E-11,
79800,1.67E-11,
7389,1.67E-11,
92521,1.67E-11,
3883,1.67E-11,
5099,1.67E-11,
3620,1.67E-11,
84532,1.66E-11,
56252,1.66E-11,
222068,1.66E-11,
8140,1.66E-11,
80224,1.66E-11,
6641,1.66E-11,
90865,1.66E-11,
3698,1.66E-11,
9248,1.66E-11,
91252,1.66E-11,
23659,1.66E-11,
57474,1.66E-11,
79714,1.66E-11,
7694,1.65E-11,
25833,1.65E-11,
100134934,1.65E-11,
4107,1.65E-11,
267012,1.65E-11,
129303,1.65E-11,
5098,1.65E-11,
136647,1.65E-11,
58491,1.65E-11,
81029,1.65E-11,
84992,1.65E-11,
4103,1.65E-11,
56674,1.64E-11,
4708,1.64E-11,
56704,1.64E-11,
203100,1.64E-11,
84224,1.64E-11,
63916,1.64E-11,
245973,1.64E-11,
54981,1.64E-11,
6837,1.64E-11,
7766,1.64E-11,
58157,1.64E-11,
5458,1.64E-11,
8120,1.63E-11,
139341,1.63E-11,
283899,1.63E-11,
126206,1.63E-11,
79633,1.63E-11,
3151,1.63E-11,
2287,1.63E-11,
1767,1.63E-11,
80329,1.63E-11,
64091,1.63E-11,
84230,1.63E-11,
765,1.63E-11,
4668,1.63E-11,
1446,1.62E-11,
7779,1.62E-11,
6755,1.62E-11,
54014,1.62E-11,
3746,1.62E-11,
23643,1.62E-11,
2517,1.62E-11,
150368,1.62E-11,
644943,1.62E-11,
28987,1.62E-11,
57670,1.62E-11,
2948,1.62E-11,
11036,1.62E-11,
3619,1.62E-11,
987,1.62E-11,
2862,1.61E-11,
259217,1.61E-11,
137492,1.61E-11,
10225,1.61E-11,
56894,1.61E-11,
51300,1.61E-11,
11067,1.61E-11,
55572,1.61E-11,
140733,1.60E-11,
246330,1.60E-11,
54893,1.60E-11,
2515,1.60E-11,
5473,1.60E-11,
79812,1.60E-11,
64064,1.60E-11,
10336,1.60E-11,
9807,1.60E-11,
3782,1.60E-11,
81550,1.60E-11,
10385,1.60E-11,
257397,1.60E-11,
79595,1.60E-11,
25904,1.59E-11,
4717,1.59E-11,
390598,1.59E-11,
2162,1.59E-11,
170261,1.59E-11,
3214,1.59E-11,
4060,1.59E-11,
26147,1.59E-11,
5923,1.59E-11,
22878,1.59E-11,
9354,1.59E-11,
51027,1.59E-11,
8988,1.59E-11,
79587,1.59E-11,
54973,1.59E-11,
2784,1.59E-11,
25847,1.58E-11,
55182,1.58E-11,
4669,1.58E-11,
130013,1.58E-11,
84649,1.58E-11,
79572,1.58E-11,
51282,1.58E-11,
10244,1.58E-11,
283820,1.58E-11,
64396,1.58E-11,
5635,1.58E-11,
146664,1.57E-11,
147183,1.57E-11,
90655,1.57E-11,
4145,1.57E-11,
55167,1.57E-11,
65094,1.57E-11,
4621,1.57E-11,
23495,1.57E-11,
4811,1.57E-11,
51573,1.57E-11,
7135,1.56E-11,
527,1.56E-11,
220108,1.56E-11,
622,1.56E-11,
84912,1.56E-11,
320,1.56E-11,
10081,1.56E-11,
387755,1.56E-11,
79019,1.55E-11,
10975,1.55E-11,
3790,1.55E-11,
84892,1.55E-11,
4635,1.55E-11,
6757,1.55E-11,
2786,1.55E-11,
57691,1.55E-11,
51236,1.55E-11,
54763,1.55E-11,
118738,1.55E-11,
80781,1.55E-11,
126626,1.55E-11,
10347,1.55E-11,
2846,1.55E-11,
6337,1.55E-11,
81602,1.55E-11,
147906,1.55E-11,
51700,1.54E-11,
9360,1.54E-11,
4285,1.54E-11,
119504,1.54E-11,
7728,1.54E-11,
10943,1.54E-11,
3633,1.54E-11,
84898,1.54E-11,
10141,1.54E-11,
7100,1.54E-11,
169714,1.54E-11,
116448,1.54E-11,
4064,1.54E-11,
126731,1.54E-11,
60676,1.54E-11,
10586,1.54E-11,
221002,1.53E-11,
23228,1.53E-11,
1608,1.53E-11,
5654,1.53E-11,
1364,1.53E-11,
8694,1.53E-11,
8735,1.53E-11,
220213,1.53E-11,
22895,1.53E-11,
3384,1.53E-11,
125150,1.53E-11,
10017,1.53E-11,
53947,1.53E-11,
9209,1.53E-11,
64777,1.53E-11,
23767,1.53E-11,
80176,1.53E-11,
81537,1.53E-11,
64446,1.53E-11,
10966,1.53E-11,
5514,1.53E-11,
84206,1.53E-11,
25851,1.52E-11,
9220,1.52E-11,
4618,1.52E-11,
91408,1.52E-11,
6515,1.52E-11,
55819,1.52E-11,
50837,1.52E-11,
5926,1.52E-11,
83851,1.52E-11,
11153,1.51E-11,
4519,1.51E-11,
64927,1.51E-11,
147495,1.51E-11,
59340,1.51E-11,
84899,1.51E-11,
65095,1.51E-11,
22906,1.51E-11,
7071,1.51E-11,
92595,1.51E-11,
79695,1.51E-11,
23780,1.51E-11,
51156,1.51E-11,
54901,1.51E-11,
10156,1.51E-11,
352909,1.51E-11,
139422,1.51E-11,
10605,1.51E-11,
26151,1.51E-11,
5993,1.51E-11,
7940,1.51E-11,
85450,1.51E-11,
389362,1.50E-11,
6942,1.50E-11,
55768,1.50E-11,
199990,1.50E-11,
26115,1.50E-11,
117248,1.49E-11,
25976,1.49E-11,
54839,1.49E-11,
375748,1.49E-11,
3785,1.49E-11,
27154,1.49E-11,
9507,1.49E-11,
5989,1.49E-11,
3640,1.49E-11,
51102,1.49E-11,
3233,1.49E-11,
127700,1.49E-11,
23457,1.49E-11,
51764,1.49E-11,
81624,1.49E-11,
22950,1.48E-11,
255082,1.48E-11,
6775,1.48E-11,
56181,1.48E-11,
1652,1.48E-11,
7351,1.48E-11,
717,1.48E-11,
55847,1.48E-11,
148867,1.48E-11,
53405,1.47E-11,
23456,1.47E-11,
2118,1.47E-11,
10198,1.47E-11,
57621,1.47E-11,
220972,1.47E-11,
254394,1.47E-11,
89122,1.47E-11,
253827,1.47E-11,
3781,1.47E-11,
9825,1.47E-11,
4351,1.46E-11,
7111,1.46E-11,
10870,1.46E-11,
9466,1.46E-11,
10999,1.46E-11,
56650,1.46E-11,
653240,1.46E-11,
84858,1.46E-11,
7084,1.46E-11,
10100,1.46E-11,
345643,1.46E-11,
10256,1.46E-11,
26468,1.46E-11,
9326,1.46E-11,
113146,1.46E-11,
9778,1.46E-11,
11157,1.46E-11,
7058,1.46E-11,
64926,1.45E-11,
6097,1.45E-11,
65991,1.45E-11,
2644,1.45E-11,
139212,1.45E-11,
51122,1.45E-11,
1617,1.45E-11,
8906,1.45E-11,
23052,1.45E-11,
151516,1.45E-11,
54221,1.45E-11,
151230,1.45E-11,
26235,1.45E-11,
26263,1.45E-11,
79830,1.45E-11,
23161,1.44E-11,
56243,1.44E-11,
51108,1.44E-11,
138639,1.44E-11,
55556,1.44E-11,
153642,1.44E-11,
4113,1.44E-11,
9498,1.44E-11,
8560,1.44E-11,
407051,1.44E-11,
23581,1.44E-11,
1241,1.44E-11,
6822,1.44E-11,
23443,1.44E-11,
5355,1.44E-11,
284352,1.44E-11,
84079,1.43E-11,
55867,1.43E-11,
1827,1.43E-11,
5636,1.43E-11,
10905,1.43E-11,
4939,1.43E-11,
1287,1.43E-11,
3742,1.43E-11,
3899,1.43E-11,
54577,1.43E-11,
80212,1.43E-11,
55714,1.43E-11,
51096,1.43E-11,
85236,1.43E-11,
154881,1.43E-11,
1305,1.43E-11,
29928,1.43E-11,
114898,1.43E-11,
123016,1.43E-11,
10651,1.43E-11,
146,1.42E-11,
84952,1.42E-11,
11118,1.42E-11,
7813,1.42E-11,
23283,1.42E-11,
26504,1.42E-11,
11226,1.42E-11,
8853,1.42E-11,
128989,1.42E-11,
157506,1.42E-11,
160364,1.42E-11,
11066,1.42E-11,
221458,1.42E-11,
833,1.41E-11,
56996,1.41E-11,
128653,1.41E-11,
56849,1.41E-11,
23595,1.41E-11,
25996,1.41E-11,
8541,1.41E-11,
9185,1.41E-11,
3914,1.40E-11,
5128,1.40E-11,
57231,1.40E-11,
51291,1.40E-11,
2214,1.40E-11,
118788,1.40E-11,
51170,1.40E-11,
4594,1.40E-11,
158234,1.40E-11,
55320,1.40E-11,
23048,1.40E-11,
80262,1.39E-11,
7181,1.39E-11,
126070,1.39E-11,
340348,1.39E-11,
27065,1.39E-11,
9567,1.39E-11,
1384,1.39E-11,
10139,1.39E-11,
5326,1.39E-11,
282617,1.39E-11,
84074,1.39E-11,
285381,1.39E-11,
53916,1.39E-11,
8736,1.38E-11,
114836,1.38E-11,
3290,1.38E-11,
92935,1.38E-11,
7475,1.38E-11,
11026,1.38E-11,
120114,1.38E-11,
64839,1.38E-11,
201292,1.37E-11,
81617,1.37E-11,
79679,1.37E-11,
79581,1.37E-11,
142891,1.37E-11,
90411,1.37E-11,
64784,1.37E-11,
84832,1.37E-11,
64421,1.37E-11,
84310,1.37E-11,
1841,1.37E-11,
54849,1.37E-11,
4923,1.37E-11,
4238,1.36E-11,
6338,1.36E-11,
6668,1.36E-11,
55906,1.36E-11,
283229,1.36E-11,
150864,1.36E-11,
55340,1.36E-11,
8100,1.36E-11,
55012,1.36E-11,
54810,1.36E-11,
2021,1.36E-11,
55676,1.36E-11,
51538,1.35E-11,
53343,1.35E-11,
286257,1.35E-11,
57168,1.35E-11,
3074,1.35E-11,
2813,1.35E-11,
91754,1.35E-11,
57140,1.35E-11,
93621,1.35E-11,
57519,1.35E-11,
57113,1.34E-11,
1135,1.34E-11,
79178,1.34E-11,
29803,1.34E-11,
389692,1.34E-11,
79568,1.34E-11,
22862,1.34E-11,
254428,1.34E-11,
57587,1.34E-11,
51523,1.34E-11,
26091,1.34E-11,
51455,1.34E-11,
5875,1.34E-11,
28513,1.34E-11,
7134,1.34E-11,
480,1.34E-11,
431705,1.34E-11,
55813,1.34E-11,
51388,1.34E-11,
79872,1.34E-11,
57106,1.34E-11,
84056,1.34E-11,
165324,1.34E-11,
26000,1.34E-11,
22955,1.33E-11,
353141,1.33E-11,
8439,1.33E-11,
56913,1.33E-11,
149095,1.33E-11,
53635,1.33E-11,
54664,1.33E-11,
10400,1.33E-11,
200205,1.33E-11,
1345,1.33E-11,
83460,1.33E-11,
131544,1.33E-11,
148,1.33E-11,
4111,1.33E-11,
80209,1.33E-11,
10671,1.33E-11,
1347,1.33E-11,
51533,1.33E-11,
4946,1.32E-11,
64841,1.32E-11,
23179,1.32E-11,
80777,1.32E-11,
11152,1.32E-11,
5207,1.32E-11,
51702,1.32E-11,
51734,1.32E-11,
3145,1.32E-11,
2230,1.32E-11,
203102,1.32E-11,
131034,1.32E-11,
79364,1.32E-11,
3485,1.32E-11,
283377,1.31E-11,
55040,1.31E-11,
8510,1.31E-11,
79874,1.31E-11,
55656,1.31E-11,
1801,1.31E-11,
29028,1.31E-11,
23646,1.31E-11,
386678,1.31E-11,
391634,1.31E-11,
8577,1.31E-11,
54806,1.31E-11,
84327,1.31E-11,
7702,1.31E-11,
9970,1.31E-11,
133396,1.31E-11,
83719,1.30E-11,
55119,1.30E-11,
84950,1.30E-11,
406906,1.30E-11,
10849,1.30E-11,
92344,1.30E-11,
55244,1.30E-11,
9457,1.30E-11,
7378,1.30E-11,
3008,1.30E-11,
55973,1.30E-11,
6793,1.30E-11,
79696,1.30E-11,
8742,1.30E-11,
6499,1.30E-11,
84064,1.30E-11,
9683,1.30E-11,
5768,1.29E-11,
5277,1.29E-11,
9275,1.29E-11,
80207,1.29E-11,
95,1.29E-11,
56006,1.29E-11,
60529,1.29E-11,
10019,1.29E-11,
89910,1.29E-11,
11000,1.29E-11,
283373,1.29E-11,
55069,1.29E-11,
285613,1.29E-11,
80304,1.29E-11,
8618,1.29E-11,
4319,1.29E-11,
149175,1.28E-11,
84951,1.28E-11,
129521,1.28E-11,
51163,1.28E-11,
548596,1.28E-11,
3720,1.27E-11,
8870,1.27E-11,
200894,1.27E-11,
55217,1.27E-11,
84725,1.27E-11,
91304,1.27E-11,
56896,1.27E-11,
2583,1.27E-11,
54532,1.27E-11,
79665,1.27E-11,
4322,1.27E-11,
11234,1.27E-11,
27301,1.26E-11,
91607,1.26E-11,
10472,1.26E-11,
23152,1.26E-11,
6884,1.26E-11,
25921,1.26E-11,
57409,1.26E-11,
2834,1.26E-11,
144983,1.26E-11,
80264,1.26E-11,
27092,1.26E-11,
23420,1.26E-11,
64427,1.25E-11,
4117,1.25E-11,
55654,1.25E-11,
23002,1.25E-11,
6372,1.25E-11,
81790,1.25E-11,
7936,1.25E-11,
285282,1.25E-11,
157,1.25E-11,
8653,1.25E-11,
64174,1.25E-11,
10052,1.25E-11,
4053,1.25E-11,
7364,1.25E-11,
56934,1.24E-11,
8909,1.24E-11,
5372,1.24E-11,
2790,1.24E-11,
8747,1.24E-11,
222484,1.24E-11,
203259,1.24E-11,
55647,1.24E-11,
54497,1.24E-11,
23392,1.24E-11,
23034,1.24E-11,
51206,1.24E-11,
164153,1.24E-11,
9729,1.24E-11,
23500,1.24E-11,
3196,1.24E-11,
57097,1.24E-11,
57763,1.23E-11,
5257,1.23E-11,
113452,1.23E-11,
4633,1.23E-11,
4222,1.23E-11,
2215,1.23E-11,
23066,1.23E-11,
9467,1.23E-11,
1844,1.23E-11,
64840,1.23E-11,
3588,1.23E-11,
23270,1.23E-11,
1174,1.23E-11,
1272,1.23E-11,
9686,1.23E-11,
6795,1.22E-11,
91582,1.22E-11,
54918,1.22E-11,
81689,1.22E-11,
10324,1.22E-11,
80835,1.22E-11,
80142,1.22E-11,
23358,1.22E-11,
4796,1.22E-11,
92922,1.21E-11,
9064,1.21E-11,
199221,1.21E-11,
9771,1.21E-11,
114960,1.21E-11,
51780,1.21E-11,
66008,1.21E-11,
4610,1.21E-11,
80318,1.21E-11,
84441,1.21E-11,
53904,1.21E-11,
50801,1.21E-11,
390916,1.21E-11,
115939,1.21E-11,
100505741,1.21E-11,
10424,1.21E-11,
57156,1.21E-11,
10926,1.21E-11,
10732,1.21E-11,
147111,1.20E-11,
84547,1.20E-11,
55364,1.20E-11,
7737,1.20E-11,
404216,1.20E-11,
5794,1.20E-11,
25771,1.20E-11,
401,1.20E-11,
2706,1.20E-11,
200186,1.20E-11,
9684,1.20E-11,
4607,1.20E-11,
9856,1.19E-11,
3078,1.19E-11,
419,1.19E-11,
7368,1.19E-11,
283431,1.19E-11,
7423,1.19E-11,
9955,1.19E-11,
84125,1.19E-11,
373509,1.19E-11,
401138,1.19E-11,
8110,1.18E-11,
3323,1.18E-11,
91942,1.18E-11,
6588,1.18E-11,
5083,1.18E-11,
652968,1.18E-11,
25936,1.18E-11,
56648,1.18E-11,
100128731,1.18E-11,
113791,1.18E-11,
55186,1.18E-11,
7011,1.18E-11,
23211,1.18E-11,
21,1.18E-11,
57554,1.18E-11,
23469,1.18E-11,
1353,1.18E-11,
3909,1.18E-11,
2491,1.18E-11,
246778,1.18E-11,
23207,1.18E-11,
9486,1.18E-11,
221806,1.18E-11,
91807,1.18E-11,
201562,1.18E-11,
9766,1.17E-11,
23255,1.17E-11,
9182,1.17E-11,
7586,1.17E-11,
2178,1.17E-11,
84236,1.17E-11,
23536,1.17E-11,
221481,1.17E-11,
1527,1.17E-11,
782,1.17E-11,
56999,1.17E-11,
10885,1.17E-11,
94031,1.17E-11,
23396,1.16E-11,
122786,1.16E-11,
84883,1.16E-11,
9953,1.16E-11,
51308,1.16E-11,
92960,1.16E-11,
10631,1.16E-11,
84720,1.16E-11,
80227,1.16E-11,
9715,1.16E-11,
448834,1.16E-11,
92749,1.16E-11,
5316,1.15E-11,
9503,1.15E-11,
283150,1.15E-11,
25894,1.15E-11,
554,1.15E-11,
5803,1.15E-11,
344892,1.15E-11,
3024,1.15E-11,
5173,1.15E-11,
55701,1.15E-11,
54498,1.15E-11,
220323,1.14E-11,
338692,1.14E-11,
55255,1.14E-11,
23406,1.14E-11,
977,1.14E-11,
6785,1.14E-11,
55884,1.14E-11,
84919,1.14E-11,
10724,1.14E-11,
5429,1.14E-11,
81551,1.14E-11,
1618,1.14E-11,
7162,1.14E-11,
6649,1.14E-11,
10747,1.13E-11,
57099,1.13E-11,
4135,1.13E-11,
5939,1.13E-11,
404093,1.13E-11,
55558,1.13E-11,
128239,1.13E-11,
9875,1.13E-11,
4115,1.13E-11,
6697,1.13E-11,
54714,1.13E-11,
8706,1.13E-11,
29937,1.12E-11,
4025,1.12E-11,
51234,1.12E-11,
6700,1.12E-11,
2928,1.12E-11,
925,1.12E-11,
84058,1.12E-11,
1850,1.12E-11,
23119,1.12E-11,
5896,1.12E-11,
51182,1.12E-11,
57727,1.12E-11,
28511,1.12E-11,
114785,1.12E-11,
23253,1.12E-11,
131566,1.12E-11,
57180,1.12E-11,
23242,1.12E-11,
81793,1.11E-11,
653333,1.11E-11,
157313,1.11E-11,
6000,1.11E-11,
51335,1.11E-11,
23092,1.11E-11,
23568,1.11E-11,
27303,1.11E-11,
8993,1.11E-11,
8818,1.11E-11,
96764,1.11E-11,
1489,1.11E-11,
3119,1.11E-11,
78987,1.10E-11,
23014,1.10E-11,
55954,1.10E-11,
9957,1.10E-11,
253714,1.10E-11,
10043,1.10E-11,
84189,1.10E-11,
163486,1.10E-11,
51004,1.10E-11,
55707,1.10E-11,
10725,1.10E-11,
10481,1.10E-11,
29068,1.09E-11,
158787,1.09E-11,
7716,1.09E-11,
2561,1.09E-11,
85395,1.09E-11,
9394,1.09E-11,
8436,1.09E-11,
1678,1.09E-11,
25945,1.09E-11,
51542,1.09E-11,
255061,1.09E-11,
4900,1.09E-11,
5655,1.09E-11,
10899,1.09E-11,
663,1.09E-11,
54872,1.09E-11,
25821,1.09E-11,
90203,1.09E-11,
64168,1.08E-11,
126272,1.08E-11,
9926,1.08E-11,
57169,1.08E-11,
84816,1.08E-11,
29091,1.08E-11,
8763,1.08E-11,
410,1.08E-11,
51385,1.08E-11,
79017,1.08E-11,
29929,1.08E-11,
374378,1.08E-11,
9946,1.08E-11,
55623,1.08E-11,
414899,1.08E-11,
92912,1.08E-11,
7851,1.08E-11,
414301,1.08E-11,
784,1.07E-11,
79842,1.07E-11,
5069,1.07E-11,
6522,1.07E-11,
6397,1.07E-11,
130589,1.07E-11,
7348,1.07E-11,
2051,1.07E-11,
9382,1.07E-11,
64748,1.07E-11,
92552,1.07E-11,
341640,1.07E-11,
55153,1.07E-11,
64763,1.07E-11,
389203,1.06E-11,
6273,1.06E-11,
245812,1.06E-11,
128338,1.06E-11,
158399,1.06E-11,
80271,1.06E-11,
84266,1.06E-11,
10723,1.06E-11,
102724631,1.06E-11,
57718,1.06E-11,
254956,1.06E-11,
28990,1.05E-11,
131601,1.05E-11,
26521,1.05E-11,
57109,1.05E-11,
6992,1.05E-11,
55850,1.05E-11,
55680,1.05E-11,
114781,1.05E-11,
203547,1.05E-11,
64943,1.05E-11,
54958,1.05E-11,
6253,1.05E-11,
6923,1.05E-11,
785,1.04E-11,
3281,1.04E-11,
51227,1.04E-11,
333932,1.04E-11,
114879,1.04E-11,
254552,1.04E-11,
80856,1.04E-11,
79025,1.04E-11,
23601,1.04E-11,
9989,1.04E-11,
9843,1.04E-11,
58497,1.04E-11,
644591,1.04E-11,
7753,1.04E-11,
55860,1.04E-11,
5863,1.04E-11,
56922,1.03E-11,
3217,1.03E-11,
7718,1.03E-11,
64764,1.03E-11,
28966,1.03E-11,
56905,1.03E-11,
130340,1.03E-11,
10330,1.03E-11,
79414,1.03E-11,
91683,1.03E-11,
3293,1.03E-11,
84240,1.03E-11,
80004,1.03E-11,
84106,1.03E-11,
1603,1.03E-11,
10602,1.03E-11,
55254,1.02E-11,
6658,1.02E-11,
22887,1.02E-11,
118426,1.02E-11,
51019,1.02E-11,
283471,1.02E-11,
1992,1.02E-11,
29974,1.02E-11,
56924,1.02E-11,
10781,1.02E-11,
3452,1.02E-11,
2006,1.02E-11,
162972,1.02E-11,
84318,1.02E-11,
9907,1.02E-11,
269,1.01E-11,
29797,1.01E-11,
3487,1.01E-11,
91734,1.01E-11,
54344,1.01E-11,
55565,1.01E-11,
7629,1.01E-11,
51759,1.01E-11,
1496,1.01E-11,
29071,1.01E-11,
50999,1.01E-11,
28972,1.01E-11,
1662,1.00E-11,
50814,1.00E-11,
130574,1.00E-11,
23531,1.00E-11,
83992,1.00E-11,
283349,1.00E-11,
50838,1.00E-11,
8195,1.00E-11,
63027,1.00E-11,
150274,1.00E-11,
159371,1.00E-11,
9014,1.00E-11,
768211,1.00E-11,
3227,1.00E-11,
23102,1.00E-11,
79740,1.00E-11,
81555,1.00E-11,
80010,9.99E-12,
135112,9.99E-12,
23139,9.98E-12,
79671,9.98E-12,
54490,9.97E-12,
51329,9.97E-12,
353134,9.96E-12,
6550,9.96E-12,
202915,9.96E-12,
653509,9.95E-12,
85403,9.95E-12,
1159,9.95E-12,
79659,9.94E-12,
53373,9.93E-12,
4440,9.91E-12,
51496,9.91E-12,
9191,9.89E-12,
54509,9.89E-12,
222663,9.87E-12,
27067,9.87E-12,
91703,9.86E-12,
4807,9.86E-12,
100505705,9.86E-12,
143471,9.85E-12,
214,9.82E-12,
2705,9.82E-12,
54906,9.82E-12,
1043,9.81E-12,
3817,9.80E-12,
27245,9.79E-12,
10632,9.78E-12,
1951,9.78E-12,
59269,9.77E-12,
11082,9.77E-12,
154141,9.77E-12,
81875,9.76E-12,
440145,9.76E-12,
84186,9.76E-12,
83606,9.76E-12,
84440,9.76E-12,
9075,9.75E-12,
55966,9.75E-12,
55038,9.74E-12,
64711,9.74E-12,
9951,9.74E-12,
9952,9.74E-12,
9954,9.74E-12,
6623,9.73E-12,
64333,9.73E-12,
57162,9.72E-12,
84640,9.71E-12,
79993,9.71E-12,
338785,9.71E-12,
8495,9.69E-12,
819,9.69E-12,
11249,9.68E-12,
9365,9.67E-12,
84894,9.65E-12,
53905,9.64E-12,
254887,9.64E-12,
27156,9.63E-12,
55105,9.61E-12,
6489,9.61E-12,
4249,9.60E-12,
253782,9.60E-12,
27287,9.59E-12,
3340,9.59E-12,
6402,9.59E-12,
5063,9.58E-12,
163049,9.58E-12,
159989,9.57E-12,
788,9.57E-12,
55857,9.57E-12,
148281,9.56E-12,
11069,9.56E-12,
3131,9.55E-12,
23551,9.55E-12,
26063,9.54E-12,
11333,9.53E-12,
132158,9.52E-12,
57465,9.51E-12,
1271,9.50E-12,
118430,9.50E-12,
166979,9.49E-12,
285672,9.49E-12,
54858,9.48E-12,
137964,9.48E-12,
414157,9.47E-12,
9321,9.47E-12,
9658,9.47E-12,
83942,9.46E-12,
55544,9.45E-12,
254065,9.44E-12,
23098,9.43E-12,
1233,9.42E-12,
118812,9.42E-12,
155435,9.41E-12,
81579,9.40E-12,
10945,9.40E-12,
54920,9.40E-12,
92689,9.40E-12,
57148,9.39E-12,
80135,9.38E-12,
85313,9.37E-12,
7464,9.37E-12,
10195,9.36E-12,
3549,9.36E-12,
29935,9.35E-12,
29903,9.35E-12,
9942,9.35E-12,
2952,9.34E-12,
2638,9.33E-12,
10278,9.33E-12,
326625,9.32E-12,
283989,9.32E-12,
7371,9.31E-12,
63897,9.31E-12,
7173,9.31E-12,
1106,9.29E-12,
23321,9.27E-12,
664618,9.27E-12,
7456,9.27E-12,
6439,9.26E-12,
126792,9.26E-12,
3053,9.24E-12,
29767,9.24E-12,
79071,9.24E-12,
5079,9.23E-12,
64374,9.23E-12,
150483,9.23E-12,
79088,9.22E-12,
10882,9.22E-12,
4617,9.22E-12,
51582,9.22E-12,
132671,9.22E-12,
9904,9.21E-12,
89801,9.21E-12,
23301,9.19E-12,
55268,9.19E-12,
255877,9.18E-12,
9136,9.17E-12,
79096,9.17E-12,
4508,9.16E-12,
54995,9.15E-12,
407,9.15E-12,
55195,9.15E-12,
6528,9.14E-12,
138009,9.13E-12,
22,9.12E-12,
340419,9.12E-12,
79694,9.12E-12,
80775,9.11E-12,
64005,9.11E-12,
85865,9.11E-12,
57144,9.11E-12,
55139,9.10E-12,
401541,9.10E-12,
255027,9.09E-12,
66000,9.08E-12,
6838,9.08E-12,
5858,9.08E-12,
93474,9.08E-12,
140628,9.05E-12,
10245,9.04E-12,
8468,9.04E-12,
23389,9.04E-12,
404734,9.03E-12,
145567,9.03E-12,
7031,9.02E-12,
23024,9.02E-12,
63935,9.01E-12,
54733,9.01E-12,
199920,9.01E-12,
594855,9.00E-12,
353332,9.00E-12,
100290337,9.00E-12,
64577,8.99E-12,
26286,8.99E-12,
85287,8.99E-12,
83539,8.99E-12,
84259,8.99E-12,
692312,8.98E-12,
29015,8.98E-12,
2014,8.98E-12,
54861,8.98E-12,
9536,8.98E-12,
2520,8.97E-12,
58504,8.96E-12,
51527,8.96E-12,
11279,8.96E-12,
55894,8.96E-12,
414325,8.96E-12,
5325,8.95E-12,
11154,8.95E-12,
7369,8.95E-12,
1798,8.94E-12,
2350,8.93E-12,
338599,8.92E-12,
56547,8.90E-12,
5814,8.90E-12,
5209,8.89E-12,
54887,8.89E-12,
4622,8.87E-12,
22822,8.87E-12,
221037,8.86E-12,
79989,8.86E-12,
286826,8.85E-12,
57696,8.85E-12,
2998,8.83E-12,
23373,8.83E-12,
345778,8.83E-12,
23362,8.83E-12,
93643,8.77E-12,
6723,8.77E-12,
441282,8.76E-12,
5644,8.76E-12,
146850,8.76E-12,
91056,8.76E-12,
4850,8.75E-12,
25837,8.75E-12,
3127,8.75E-12,
23609,8.73E-12,
387338,8.73E-12,
343068,8.73E-12,
255967,8.73E-12,
57823,8.72E-12,
147,8.72E-12,
26273,8.72E-12,
221908,8.71E-12,
2196,8.71E-12,
50512,8.71E-12,
51686,8.69E-12,
4034,8.69E-12,
8605,8.68E-12,
727851,8.68E-12,
26960,8.68E-12,
65056,8.68E-12,
7110,8.68E-12,
29097,8.67E-12,
8000,8.67E-12,
23035,8.66E-12,
57060,8.66E-12,
27133,8.65E-12,
51397,8.65E-12,
23248,8.65E-12,
25822,8.65E-12,
957,8.65E-12,
5376,8.64E-12,
26094,8.63E-12,
85444,8.63E-12,
7275,8.63E-12,
129880,8.62E-12,
2239,8.62E-12,
2151,8.61E-12,
2913,8.60E-12,
27346,8.59E-12,
3381,8.59E-12,
84033,8.58E-12,
54505,8.57E-12,
51228,8.55E-12,
347240,8.54E-12,
148932,8.54E-12,
1690,8.54E-12,
139628,8.53E-12,
116113,8.53E-12,
57862,8.51E-12,
493861,8.51E-12,
138716,8.51E-12,
84665,8.51E-12,
4267,8.50E-12,
116071,8.49E-12,
8635,8.49E-12,
51728,8.46E-12,
3033,8.46E-12,
253738,8.45E-12,
57545,8.45E-12,
10906,8.45E-12,
100303755,8.45E-12,
342527,8.45E-12,
727897,8.44E-12,
6821,8.43E-12,
25791,8.42E-12,
7554,8.42E-12,
1734,8.41E-12,
29954,8.41E-12,
10924,8.41E-12,
53358,8.41E-12,
3386,8.39E-12,
