nodelist,protein_product_glut,
8833,4.14E-06,GMPS
4609,1.07E-06,MYC
3191,1.05E-06,HNRNPL
351,4.98E-07,APP
3845,3.79E-07,KRAS
3417,3.42E-07,IDH1
1956,3.39E-07,EGFR
7706,2.90E-07,TRIM25
113,2.87E-07,ADCY7
4914,2.68E-07,NTRK1
3315,1.95E-07,HSPB1
4869,1.93E-07,NPM1
1994,1.76E-07,ELAVL1
2911,1.75E-07,GRM1
6446,1.72E-07,SGK1
5245,1.68E-07,PHB
960,1.66E-07,CD44
2100,1.61E-07,ESR2
1050,1.58E-07,CEBPA
6898,1.44E-07,TAT
7157,1.43E-07,
4291,1.43E-07,
596,1.39E-07,
2316,1.37E-07,
1021,1.34E-07,
84706,1.32E-07,
112399,1.30E-07,
51166,1.29E-07,
2805,1.24E-07,
302,1.20E-07,
7316,1.19E-07,
6774,1.13E-07,
2885,1.13E-07,
9401,1.06E-07,
1902,1.04E-07,
8452,9.64E-08,
2769,9.07E-08,
8301,8.99E-08,
6047,8.86E-08,
440,8.70E-08,
3265,8.56E-08,
9343,8.40E-08,
2729,8.40E-08,
309,7.35E-08,
2033,7.28E-08,
57120,7.27E-08,
4763,7.25E-08,
2902,7.24E-08,
2099,7.01E-08,
3091,6.97E-08,
6507,6.92E-08,
1612,6.87E-08,
51119,6.86E-08,
2058,6.86E-08,
6505,6.82E-08,
2623,6.76E-08,
3329,6.58E-08,
27165,6.51E-08,
672,6.44E-08,
1499,6.40E-08,
2130,6.28E-08,
1017,6.25E-08,
2898,6.13E-08,
4000,6.06E-08,
7415,5.99E-08,
928,5.81E-08,
861,5.71E-08,
2624,5.70E-08,
5578,5.58E-08,
2806,5.53E-08,
4343,5.50E-08,
7040,5.43E-08,
55011,5.24E-08,
1512,5.16E-08,
652,5.11E-08,
7514,5.08E-08,
7329,5.04E-08,
894,4.98E-08,
11315,4.93E-08,
1665,4.85E-08,
3312,4.64E-08,
3065,4.57E-08,
3815,4.51E-08,
3717,4.51E-08,
6640,4.42E-08,
2026,4.41E-08,
6714,4.38E-08,
6045,4.34E-08,
120892,4.31E-08,
4233,4.27E-08,
801,4.22E-08,
5198,4.16E-08,
5970,4.14E-08,
4171,4.09E-08,
5832,4.06E-08,
355,4.06E-08,
23411,3.95E-08,
207,3.89E-08,
5566,3.86E-08,
2746,3.82E-08,
481,3.76E-08,
63891,3.70E-08,
10482,3.70E-08,
2274,3.69E-08,
6386,3.68E-08,
10425,3.63E-08,
2356,3.58E-08,
1471,3.58E-08,
1736,3.54E-08,
30845,3.51E-08,
5170,3.51E-08,
1080,3.48E-08,
7182,3.48E-08,
2730,3.48E-08,
2904,3.47E-08,
3320,3.46E-08,
4193,3.45E-08,
3303,3.44E-08,
10551,3.43E-08,
59272,3.43E-08,
79155,3.41E-08,
1436,3.39E-08,
10919,3.33E-08,
4297,3.33E-08,
7490,3.30E-08,
7124,3.29E-08,
2914,3.26E-08,
5071,3.22E-08,
824,3.20E-08,
51343,3.19E-08,
6506,3.16E-08,
1978,3.16E-08,
4893,3.15E-08,
1742,3.06E-08,
6188,3.06E-08,
2308,3.03E-08,
6279,3.03E-08,
51547,3.02E-08,
6688,3.01E-08,
7280,2.98E-08,
2752,2.95E-08,
10273,2.94E-08,
1072,2.91E-08,
8454,2.86E-08,
2747,2.84E-08,
4188,2.82E-08,
4928,2.82E-08,
5580,2.82E-08,
7189,2.81E-08,
2742,2.70E-08,
2903,2.67E-08,
2901,2.60E-08,
2672,2.58E-08,
1495,2.57E-08,
2028,2.57E-08,
124454,2.55E-08,
1155,2.54E-08,
25980,2.54E-08,
409,2.53E-08,
9463,2.52E-08,
26270,2.50E-08,
7837,2.50E-08,
840,2.49E-08,
11168,2.47E-08,
2906,2.45E-08,
2917,2.39E-08,
10125,2.39E-08,
6772,2.38E-08,
3192,2.38E-08,
7014,2.37E-08,
79751,2.34E-08,
324,2.31E-08,
25,2.30E-08,
2335,2.29E-08,
5868,2.28E-08,
3082,2.28E-08,
5188,2.25E-08,
2969,2.25E-08,
6455,2.23E-08,
2744,2.23E-08,
6281,2.22E-08,
2895,2.16E-08,
11040,2.14E-08,
10801,2.14E-08,
23549,2.14E-08,
1660,2.13E-08,
3725,2.10E-08,
4734,2.10E-08,
348,2.05E-08,
2891,2.02E-08,
7249,2.01E-08,
125115,2.01E-08,
8021,2.01E-08,
1025,2.01E-08,
2899,2.00E-08,
5371,2.00E-08,
823,2.00E-08,
51510,1.98E-08,
2346,1.97E-08,
2932,1.95E-08,
8517,1.95E-08,
7534,1.94E-08,
2495,1.92E-08,
200728,1.91E-08,
54507,1.90E-08,
406991,1.89E-08,
4690,1.89E-08,
7186,1.89E-08,
5465,1.89E-08,
3178,1.88E-08,
6622,1.84E-08,
3326,1.83E-08,
183,1.83E-08,
3881,1.83E-08,
5997,1.83E-08,
2146,1.82E-08,
23028,1.81E-08,
64324,1.81E-08,
10013,1.80E-08,
148327,1.78E-08,
25793,1.77E-08,
65018,1.77E-08,
29968,1.76E-08,
51741,1.76E-08,
988,1.75E-08,
6472,1.75E-08,
7175,1.73E-08,
4088,1.72E-08,
203068,1.72E-08,
857,1.71E-08,
2571,1.70E-08,
472,1.70E-08,
1437,1.70E-08,
586,1.68E-08,
7422,1.64E-08,
5588,1.64E-08,
6422,1.62E-08,
7428,1.61E-08,
2534,1.60E-08,
6840,1.59E-08,
3479,1.59E-08,
5155,1.59E-08,
5590,1.59E-08,
2159,1.56E-08,
23657,1.54E-08,
7476,1.54E-08,
2710,1.53E-08,
116443,1.52E-08,
408,1.52E-08,
5830,1.51E-08,
5581,1.50E-08,
6919,1.50E-08,
4137,1.50E-08,
6872,1.49E-08,
2890,1.49E-08,
3309,1.49E-08,
7846,1.48E-08,
23636,1.47E-08,
2597,1.46E-08,
2668,1.44E-08,
27161,1.42E-08,
3398,1.40E-08,
7531,1.40E-08,
4005,1.38E-08,
22938,1.36E-08,
2918,1.35E-08,
11338,1.35E-08,
5728,1.33E-08,
23064,1.33E-08,
5936,1.31E-08,
4629,1.31E-08,
5579,1.30E-08,
664,1.30E-08,
11200,1.29E-08,
6925,1.29E-08,
864,1.28E-08,
7057,1.26E-08,
3837,1.25E-08,
154,1.25E-08,
1522,1.25E-08,
142,1.24E-08,
92140,1.24E-08,
10614,1.24E-08,
3458,1.24E-08,
6352,1.24E-08,
23365,1.23E-08,
10987,1.22E-08,
6667,1.22E-08,
5595,1.22E-08,
5538,1.20E-08,
7204,1.20E-08,
7430,1.19E-08,
23390,1.19E-08,
2064,1.19E-08,
4771,1.18E-08,
10155,1.16E-08,
29079,1.16E-08,
2677,1.16E-08,
307,1.16E-08,
8202,1.16E-08,
367,1.16E-08,
5264,1.15E-08,
5976,1.14E-08,
4067,1.14E-08,
1655,1.13E-08,
865,1.12E-08,
5335,1.12E-08,
581,1.12E-08,
5142,1.10E-08,
1191,1.09E-08,
1654,1.09E-08,
6310,1.08E-08,
5594,1.07E-08,
1387,1.07E-08,
10284,1.07E-08,
55006,1.05E-08,
4026,1.05E-08,
6733,1.05E-08,
983,1.04E-08,
11326,1.04E-08,
2908,1.04E-08,
998,1.04E-08,
4089,1.04E-08,
9531,1.04E-08,
55252,1.04E-08,
2776,1.04E-08,
7532,1.04E-08,
2621,1.02E-08,
2475,1.02E-08,
7874,1.01E-08,
3418,1.01E-08,
150,1.01E-08,
6678,1.01E-08,
587,1.01E-08,
60,1.01E-08,
1398,1.00E-08,
5468,1.00E-08,
29978,1.00E-08,
2120,9.99E-09,
5567,9.94E-09,
2892,9.94E-09,
4967,9.93E-09,
6999,9.93E-09,
165918,9.90E-09,
4599,9.89E-09,
5347,9.88E-09,
54386,9.84E-09,
1540,9.81E-09,
808,9.81E-09,
5584,9.80E-09,
5747,9.79E-09,
9820,9.78E-09,
10399,9.76E-09,
57154,9.73E-09,
650,9.68E-09,
3676,9.64E-09,
7337,9.63E-09,
862,9.61E-09,
2078,9.60E-09,
8766,9.57E-09,
1459,9.56E-09,
4790,9.56E-09,
8942,9.54E-09,
308,9.40E-09,
10488,9.30E-09,
18,9.28E-09,
3297,9.28E-09,
5781,9.26E-09,
5582,9.26E-09,
4087,9.24E-09,
124912,9.23E-09,
25913,9.19E-09,
9662,9.17E-09,
387,9.17E-09,
5499,9.16E-09,
3728,9.14E-09,
821,9.12E-09,
51341,9.12E-09,
7042,8.99E-09,
9830,8.95E-09,
10499,8.86E-09,
2023,8.84E-09,
23327,8.80E-09,
6647,8.79E-09,
28960,8.78E-09,
8091,8.74E-09,
55191,8.71E-09,
9611,8.69E-09,
5469,8.61E-09,
9826,8.59E-09,
5987,8.57E-09,
10459,8.57E-09,
8554,8.52E-09,
54998,8.51E-09,
7277,8.50E-09,
5515,8.50E-09,
3958,8.49E-09,
5597,8.49E-09,
1981,8.45E-09,
1738,8.42E-09,
6125,8.40E-09,
56257,8.32E-09,
26123,8.27E-09,
6426,8.24E-09,
27185,8.20E-09,
25865,8.18E-09,
1739,8.11E-09,
9641,8.05E-09,
10456,8.04E-09,
55294,8.04E-09,
87,7.99E-09,
26986,7.95E-09,
1649,7.95E-09,
7474,7.94E-09,
4311,7.92E-09,
6117,7.91E-09,
3146,7.89E-09,
30851,7.85E-09,
7334,7.81E-09,
5167,7.80E-09,
3630,7.79E-09,
5583,7.77E-09,
10413,7.73E-09,
5295,7.72E-09,
382,7.69E-09,
2572,7.66E-09,
2547,7.65E-09,
22976,7.62E-09,
84708,7.62E-09,
9097,7.56E-09,
4218,7.51E-09,
3190,7.51E-09,
2150,7.50E-09,
2801,7.49E-09,
301,7.46E-09,
23291,7.42E-09,
6722,7.42E-09,
10419,7.41E-09,
10492,7.40E-09,
8678,7.40E-09,
3553,7.37E-09,
5195,7.37E-09,
1393,7.34E-09,
93649,7.32E-09,
5501,7.32E-09,
2934,7.29E-09,
7013,7.29E-09,
5898,7.26E-09,
9314,7.23E-09,
6657,7.21E-09,
9759,7.19E-09,
2521,7.19E-09,
4627,7.19E-09,
805,7.16E-09,
10437,7.15E-09,
3965,7.10E-09,
5568,7.10E-09,
8428,7.05E-09,
1385,7.05E-09,
4142,7.02E-09,
29979,6.98E-09,
90678,6.98E-09,
1915,6.92E-09,
8655,6.92E-09,
3916,6.91E-09,
8826,6.89E-09,
7919,6.87E-09,
4988,6.82E-09,
122970,6.78E-09,
7917,6.77E-09,
4035,6.77E-09,
5879,6.75E-09,
3198,6.72E-09,
5300,6.67E-09,
3106,6.64E-09,
51574,6.63E-09,
682,6.61E-09,
2147,6.58E-09,
6262,6.56E-09,
26003,6.56E-09,
9612,6.56E-09,
1213,6.55E-09,
85302,6.54E-09,
51176,6.53E-09,
10014,6.52E-09,
55740,6.49E-09,
1019,6.48E-09,
3064,6.47E-09,
51738,6.45E-09,
3028,6.45E-09,
5777,6.43E-09,
3066,6.43E-09,
58508,6.41E-09,
7205,6.41E-09,
23435,6.41E-09,
445,6.40E-09,
867,6.39E-09,
79867,6.38E-09,
386682,6.36E-09,
483,6.36E-09,
1029,6.35E-09,
7158,6.32E-09,
4066,6.30E-09,
55832,6.30E-09,
6118,6.29E-09,
6154,6.29E-09,
708,6.28E-09,
2255,6.23E-09,
7533,6.23E-09,
388677,6.22E-09,
10618,6.21E-09,
2332,6.19E-09,
2893,6.17E-09,
88,6.17E-09,
85451,6.17E-09,
7529,6.16E-09,
8737,6.13E-09,
10594,6.13E-09,
6598,6.12E-09,
135295,6.10E-09,
2678,6.09E-09,
6591,6.08E-09,
1432,6.06E-09,
3516,6.04E-09,
3791,6.02E-09,
4478,6.02E-09,
10859,6.01E-09,
51569,5.95E-09,
335,5.95E-09,
185,5.94E-09,
1869,5.93E-09,
5599,5.92E-09,
358,5.92E-09,
9040,5.92E-09,
2322,5.90E-09,
4223,5.90E-09,
997,5.86E-09,
3551,5.86E-09,
1026,5.83E-09,
329,5.82E-09,
841,5.82E-09,
81620,5.76E-09,
3043,5.76E-09,
23363,5.75E-09,
6135,5.73E-09,
7414,5.72E-09,
70,5.66E-09,
153090,5.60E-09,
675,5.60E-09,
2091,5.56E-09,
10211,5.51E-09,
11331,5.51E-09,
5460,5.50E-09,
7298,5.49E-09,
5861,5.48E-09,
5792,5.46E-09,
4926,5.46E-09,
5591,5.44E-09,
1107,5.44E-09,
55170,5.43E-09,
6366,5.42E-09,
4504,5.40E-09,
8878,5.38E-09,
3611,5.38E-09,
6597,5.38E-09,
8417,5.37E-09,
7341,5.37E-09,
5119,5.37E-09,
5315,5.37E-09,
10533,5.36E-09,
7538,5.35E-09,
10856,5.34E-09,
811,5.33E-09,
4792,5.32E-09,
10588,5.31E-09,
10059,5.30E-09,
3308,5.28E-09,
87178,5.28E-09,
6223,5.27E-09,
5663,5.27E-09,
4282,5.25E-09,
10971,5.24E-09,
80149,5.23E-09,
9349,5.23E-09,
10146,5.23E-09,
10634,5.22E-09,
4214,5.19E-09,
4105,5.19E-09,
6182,5.15E-09,
9967,5.15E-09,
2260,5.13E-09,
9370,5.11E-09,
1052,5.09E-09,
3251,5.08E-09,
177,5.08E-09,
2185,5.07E-09,
10841,5.06E-09,
9063,5.06E-09,
5925,5.04E-09,
57521,5.02E-09,
3084,5.02E-09,
822,5.00E-09,
7291,5.00E-09,
815,5.00E-09,
5966,5.00E-09,
8724,4.99E-09,
80755,4.98E-09,
3181,4.98E-09,
3313,4.97E-09,
163786,4.95E-09,
4851,4.94E-09,
1906,4.94E-09,
7046,4.91E-09,
8772,4.90E-09,
6934,4.89E-09,
5603,4.89E-09,
10542,4.88E-09,
659,4.87E-09,
7431,4.84E-09,
8450,4.81E-09,
3428,4.81E-09,
10015,4.80E-09,
2081,4.79E-09,
10075,4.79E-09,
79577,4.79E-09,
9737,4.78E-09,
6737,4.75E-09,
1642,4.75E-09,
5877,4.72E-09,
83734,4.70E-09,
7112,4.70E-09,
9525,4.69E-09,
2617,4.69E-09,
9733,4.68E-09,
54101,4.67E-09,
7314,4.66E-09,
375790,4.66E-09,
26511,4.66E-09,
7494,4.62E-09,
546,4.62E-09,
57142,4.58E-09,
55054,4.58E-09,
9319,4.57E-09,
5058,4.56E-09,
4904,4.56E-09,
9588,4.55E-09,
3838,4.54E-09,
112,4.54E-09,
89885,4.52E-09,
11235,4.52E-09,
8945,4.52E-09,
49856,4.50E-09,
8473,4.46E-09,
3608,4.44E-09,
1616,4.44E-09,
27339,4.41E-09,
23043,4.40E-09,
23468,4.39E-09,
5359,4.34E-09,
3169,4.34E-09,
10576,4.30E-09,
6929,4.30E-09,
6035,4.30E-09,
10980,4.28E-09,
3609,4.26E-09,
8841,4.22E-09,
3304,4.22E-09,
9146,4.22E-09,
5978,4.20E-09,
947,4.20E-09,
2247,4.20E-09,
8600,4.19E-09,
1741,4.17E-09,
7412,4.16E-09,
373,4.15E-09,
5093,4.15E-09,
6434,4.14E-09,
27429,4.12E-09,
26191,4.11E-09,
6790,4.11E-09,
1487,4.10E-09,
6037,4.08E-09,
23512,4.08E-09,
6794,4.07E-09,
7067,4.05E-09,
5518,4.04E-09,
4131,4.04E-09,
50943,4.02E-09,
22919,4.02E-09,
3643,4.02E-09,
2905,4.01E-09,
3480,3.99E-09,
6709,3.98E-09,
8451,3.98E-09,
1969,3.98E-09,
2648,3.98E-09,
53826,3.97E-09,
83987,3.97E-09,
23281,3.96E-09,
648,3.96E-09,
6464,3.95E-09,
8399,3.95E-09,
1812,3.93E-09,
54880,3.92E-09,
836,3.92E-09,
8623,3.92E-09,
6348,3.92E-09,
5788,3.88E-09,
6169,3.88E-09,
4691,3.87E-09,
27183,3.86E-09,
6615,3.85E-09,
4522,3.84E-09,
64083,3.83E-09,
1108,3.83E-09,
1396,3.82E-09,
6122,3.82E-09,
407006,3.81E-09,
79922,3.81E-09,
6014,3.80E-09,
7015,3.78E-09,
10521,3.78E-09,
975,3.76E-09,
9218,3.75E-09,
9775,3.74E-09,
26054,3.73E-09,
3932,3.72E-09,
5587,3.72E-09,
54931,3.72E-09,
5770,3.71E-09,
6950,3.71E-09,
22933,3.71E-09,
3205,3.70E-09,
3184,3.70E-09,
8573,3.70E-09,
7150,3.67E-09,
6711,3.65E-09,
6504,3.62E-09,
6147,3.62E-09,
5901,3.62E-09,
4057,3.61E-09,
5054,3.59E-09,
678,3.59E-09,
6648,3.58E-09,
7486,3.58E-09,
26136,3.58E-09,
3688,3.57E-09,
7086,3.55E-09,
10165,3.55E-09,
25942,3.54E-09,
54361,3.54E-09,
2539,3.52E-09,
6449,3.52E-09,
6497,3.51E-09,
7251,3.51E-09,
22943,3.51E-09,
6431,3.50E-09,
54542,3.50E-09,
4041,3.47E-09,
55662,3.46E-09,
10524,3.46E-09,
5725,3.46E-09,
2931,3.46E-09,
10890,3.43E-09,
10282,3.41E-09,
23584,3.39E-09,
55835,3.39E-09,
85300,3.39E-09,
1457,3.38E-09,
847,3.38E-09,
29072,3.38E-09,
3357,3.38E-09,
25902,3.37E-09,
10268,3.35E-09,
55454,3.35E-09,
51076,3.34E-09,
1639,3.34E-09,
9978,3.33E-09,
10318,3.33E-09,
1856,3.32E-09,
65992,3.32E-09,
8317,3.30E-09,
1263,3.30E-09,
6195,3.30E-09,
5914,3.29E-09,
23400,3.28E-09,
5156,3.28E-09,
386675,3.27E-09,
11335,3.27E-09,
3569,3.27E-09,
27086,3.25E-09,
23071,3.25E-09,
51185,3.24E-09,
6652,3.24E-09,
4287,3.23E-09,
9353,3.23E-09,
4507,3.22E-09,
167227,3.22E-09,
3006,3.21E-09,
34,3.20E-09,
4163,3.19E-09,
11051,3.19E-09,
4686,3.19E-09,
1301,3.19E-09,
55737,3.18E-09,
222235,3.17E-09,
891,3.17E-09,
90,3.17E-09,
9451,3.15E-09,
6653,3.15E-09,
999,3.14E-09,
6500,3.13E-09,
5311,3.13E-09,
7879,3.12E-09,
5604,3.11E-09,
10157,3.10E-09,
1476,3.08E-09,
859,3.07E-09,
4134,3.07E-09,
128866,3.06E-09,
5496,3.06E-09,
26873,3.06E-09,
5516,3.05E-09,
4841,3.05E-09,
8028,3.04E-09,
5430,3.02E-09,
604,3.02E-09,
213,3.00E-09,
1363,3.00E-09,
3183,2.98E-09,
5824,2.97E-09,
2113,2.97E-09,
158,2.97E-09,
283459,2.97E-09,
405,2.97E-09,
7128,2.96E-09,
9958,2.95E-09,
11043,2.94E-09,
9270,2.93E-09,
5481,2.93E-09,
23450,2.93E-09,
55800,2.93E-09,
30011,2.93E-09,
6885,2.90E-09,
55626,2.90E-09,
9656,2.90E-09,
6659,2.89E-09,
149628,2.89E-09,
6093,2.89E-09,
641,2.88E-09,
79666,2.88E-09,
7082,2.87E-09,
6194,2.87E-09,
6470,2.86E-09,
6201,2.86E-09,
8065,2.86E-09,
57520,2.85E-09,
57721,2.85E-09,
6189,2.85E-09,
1601,2.85E-09,
1269,2.84E-09,
6119,2.84E-09,
79923,2.84E-09,
598,2.84E-09,
57085,2.84E-09,
81848,2.84E-09,
7273,2.84E-09,
89780,2.84E-09,
10253,2.82E-09,
10016,2.81E-09,
51068,2.80E-09,
6672,2.80E-09,
28984,2.80E-09,
55072,2.79E-09,
817,2.77E-09,
4670,2.77E-09,
6280,2.77E-09,
7332,2.76E-09,
3276,2.75E-09,
55791,2.75E-09,
3638,2.75E-09,
6477,2.74E-09,
23204,2.74E-09,
7322,2.73E-09,
655,2.73E-09,
10921,2.73E-09,
3952,2.73E-09,
10868,2.73E-09,
3624,2.72E-09,
3685,2.72E-09,
5111,2.72E-09,
4773,2.72E-09,
2810,2.71E-09,
7020,2.71E-09,
3301,2.71E-09,
595,2.70E-09,
10243,2.69E-09,
6721,2.69E-09,
51763,2.69E-09,
2897,2.69E-09,
796,2.68E-09,
6418,2.68E-09,
29108,2.68E-09,
23451,2.67E-09,
1740,2.67E-09,
8481,2.66E-09,
8453,2.65E-09,
23462,2.64E-09,
1020,2.64E-09,
8847,2.63E-09,
7520,2.63E-09,
3920,2.63E-09,
51100,2.63E-09,
64127,2.63E-09,
6421,2.63E-09,
23197,2.63E-09,
6198,2.61E-09,
4582,2.61E-09,
8644,2.60E-09,
22871,2.60E-09,
5888,2.60E-09,
5048,2.59E-09,
10010,2.57E-09,
1201,2.57E-09,
4308,2.56E-09,
6810,2.56E-09,
5168,2.56E-09,
11140,2.55E-09,
4040,2.55E-09,
6191,2.54E-09,
2043,2.54E-09,
79594,2.54E-09,
2687,2.53E-09,
55611,2.53E-09,
4092,2.52E-09,
7185,2.52E-09,
196,2.52E-09,
7133,2.51E-09,
7114,2.51E-09,
2625,2.51E-09,
189,2.50E-09,
8648,2.49E-09,
10131,2.49E-09,
65125,2.49E-09,
54550,2.48E-09,
26524,2.48E-09,
56893,2.47E-09,
7153,2.47E-09,
51366,2.47E-09,
4208,2.47E-09,
23135,2.47E-09,
5716,2.47E-09,
2066,2.46E-09,
54765,2.46E-09,
9240,2.46E-09,
5062,2.45E-09,
7284,2.44E-09,
29086,2.44E-09,
1609,2.44E-09,
10575,2.43E-09,
56339,2.43E-09,
2353,2.43E-09,
3162,2.43E-09,
11030,2.42E-09,
7132,2.42E-09,
81552,2.41E-09,
2821,2.41E-09,
6997,2.41E-09,
23569,2.41E-09,
1743,2.40E-09,
226,2.40E-09,
3661,2.40E-09,
79016,2.39E-09,
57805,2.39E-09,
8792,2.38E-09,
8607,2.38E-09,
10376,2.38E-09,
9475,2.38E-09,
331,2.38E-09,
7226,2.37E-09,
945,2.36E-09,
57506,2.36E-09,
3077,2.35E-09,
920,2.35E-09,
5159,2.34E-09,
908,2.34E-09,
4824,2.33E-09,
7248,2.33E-09,
2264,2.33E-09,
7048,2.33E-09,
27316,2.33E-09,
9150,2.31E-09,
5796,2.31E-09,
58480,2.30E-09,
38,2.30E-09,
29997,2.30E-09,
10768,2.30E-09,
2244,2.30E-09,
80279,2.30E-09,
6548,2.29E-09,
8829,2.29E-09,
1644,2.29E-09,
3270,2.28E-09,
6389,2.28E-09,
3654,2.28E-09,
6139,2.28E-09,
6203,2.27E-09,
5025,2.27E-09,
1410,2.27E-09,
4643,2.27E-09,
56850,2.27E-09,
51765,2.27E-09,
9564,2.26E-09,
224,2.26E-09,
7161,2.26E-09,
9636,2.26E-09,
3675,2.25E-09,
26277,2.25E-09,
10507,2.25E-09,
9555,2.24E-09,
1938,2.24E-09,
972,2.24E-09,
5201,2.22E-09,
7054,2.22E-09,
25836,2.22E-09,
9928,2.21E-09,
8726,2.21E-09,
55660,2.21E-09,
1027,2.21E-09,
799,2.20E-09,
26121,2.20E-09,
51474,2.20E-09,
6272,2.20E-09,
5495,2.19E-09,
51083,2.19E-09,
5174,2.19E-09,
55278,2.19E-09,
10772,2.19E-09,
10513,2.19E-09,
9693,2.19E-09,
5962,2.18E-09,
7080,2.18E-09,
64802,2.18E-09,
2771,2.18E-09,
51035,2.18E-09,
131,2.17E-09,
2013,2.17E-09,
356,2.17E-09,
6129,2.17E-09,
114569,2.16E-09,
51067,2.16E-09,
5727,2.16E-09,
64750,2.16E-09,
9252,2.16E-09,
155061,2.16E-09,
3735,2.15E-09,
7515,2.15E-09,
7323,2.15E-09,
1605,2.13E-09,
3593,2.13E-09,
6138,2.13E-09,
1147,2.13E-09,
8924,2.13E-09,
9647,2.12E-09,
10342,2.12E-09,
6202,2.12E-09,
6208,2.12E-09,
7024,2.12E-09,
5500,2.12E-09,
7704,2.11E-09,
54904,2.11E-09,
386681,2.11E-09,
875,2.11E-09,
491,2.10E-09,
55914,2.10E-09,
5684,2.10E-09,
3939,2.10E-09,
149041,2.09E-09,
3846,2.09E-09,
2894,2.09E-09,
989,2.09E-09,
3172,2.09E-09,
7187,2.09E-09,
54908,2.08E-09,
80025,2.08E-09,
191,2.08E-09,
1653,2.08E-09,
5045,2.07E-09,
677,2.07E-09,
4780,2.07E-09,
80230,2.07E-09,
8850,2.07E-09,
1053,2.06E-09,
170506,2.06E-09,
6128,2.05E-09,
164,2.05E-09,
9131,2.05E-09,
30968,2.05E-09,
2065,2.04E-09,
80351,2.04E-09,
55116,2.04E-09,
3843,2.04E-09,
11124,2.03E-09,
57510,2.03E-09,
10574,2.03E-09,
3359,2.03E-09,
6059,2.03E-09,
4221,2.02E-09,
8896,2.02E-09,
7264,2.02E-09,
5598,2.02E-09,
64175,2.02E-09,
94,2.02E-09,
147872,2.01E-09,
3416,2.01E-09,
10291,2.01E-09,
3163,2.01E-09,
3678,2.01E-09,
7448,2.00E-09,
407040,1.99E-09,
94103,1.99E-09,
572,1.99E-09,
55633,1.99E-09,
10992,1.98E-09,
81539,1.98E-09,
26040,1.98E-09,
9948,1.97E-09,
7466,1.97E-09,
5108,1.97E-09,
386676,1.96E-09,
9253,1.96E-09,
7203,1.96E-09,
80331,1.96E-09,
9113,1.96E-09,
10657,1.95E-09,
5270,1.95E-09,
7010,1.94E-09,
23332,1.94E-09,
5340,1.94E-09,
27243,1.94E-09,
147923,1.94E-09,
112398,1.94E-09,
493,1.94E-09,
9589,1.93E-09,
2743,1.93E-09,
83737,1.93E-09,
287,1.93E-09,
50618,1.93E-09,
7416,1.92E-09,
818,1.92E-09,
6829,1.91E-09,
3945,1.91E-09,
55291,1.90E-09,
1062,1.90E-09,
580,1.90E-09,
1719,1.89E-09,
81,1.89E-09,
3757,1.89E-09,
25764,1.88E-09,
51422,1.88E-09,
6193,1.87E-09,
6419,1.87E-09,
5329,1.87E-09,
5933,1.87E-09,
208,1.86E-09,
3636,1.86E-09,
23426,1.86E-09,
6780,1.86E-09,
6161,1.85E-09,
6023,1.85E-09,
1894,1.85E-09,
9971,1.85E-09,
23612,1.85E-09,
3627,1.85E-09,
55366,1.84E-09,
3778,1.84E-09,
9984,1.84E-09,
3187,1.84E-09,
4204,1.84E-09,
196527,1.83E-09,
55037,1.83E-09,
4215,1.83E-09,
8564,1.83E-09,
84962,1.83E-09,
9217,1.82E-09,
2629,1.82E-09,
5160,1.82E-09,
64220,1.82E-09,
7320,1.81E-09,
5894,1.81E-09,
255738,1.81E-09,
55704,1.81E-09,
54106,1.81E-09,
10370,1.81E-09,
407007,1.80E-09,
4905,1.80E-09,
9212,1.80E-09,
9126,1.80E-09,
10202,1.80E-09,
9179,1.79E-09,
5341,1.79E-09,
3336,1.79E-09,
6662,1.79E-09,
10514,1.79E-09,
7167,1.78E-09,
91662,1.78E-09,
345611,1.78E-09,
5562,1.77E-09,
10642,1.77E-09,
3690,1.77E-09,
26354,1.77E-09,
339122,1.77E-09,
2,1.77E-09,
2923,1.76E-09,
83743,1.76E-09,
55829,1.75E-09,
293,1.75E-09,
10133,1.75E-09,
23112,1.74E-09,
406947,1.74E-09,
83732,1.73E-09,
8139,1.73E-09,
2246,1.73E-09,
84445,1.73E-09,
5911,1.73E-09,
4524,1.72E-09,
1503,1.71E-09,
10797,1.71E-09,
56302,1.71E-09,
325,1.71E-09,
6732,1.71E-09,
57646,1.70E-09,
23405,1.70E-09,
156,1.70E-09,
55239,1.69E-09,
4751,1.69E-09,
1022,1.69E-09,
23367,1.69E-09,
4591,1.69E-09,
26,1.69E-09,
991,1.69E-09,
1460,1.69E-09,
55183,1.68E-09,
25844,1.68E-09,
5660,1.68E-09,
56940,1.68E-09,
6141,1.68E-09,
9817,1.68E-09,
11052,1.68E-09,
60491,1.67E-09,
1030,1.67E-09,
11060,1.67E-09,
7043,1.67E-09,
1051,1.67E-09,
2010,1.67E-09,
22930,1.67E-09,
23020,1.66E-09,
79870,1.66E-09,
863,1.66E-09,
3055,1.66E-09,
84464,1.66E-09,
1508,1.65E-09,
1452,1.65E-09,
2192,1.65E-09,
55157,1.65E-09,
10694,1.65E-09,
369,1.65E-09,
24148,1.65E-09,
9368,1.65E-09,
468,1.65E-09,
26528,1.64E-09,
7471,1.64E-09,
133,1.63E-09,
3185,1.63E-09,
11344,1.63E-09,
8928,1.63E-09,
