nodes,lasofoxifene
GO:0050789,0.00023458844603326654
GO:0048025,0.00023385432506166967
1902,0.00023357998641581308
1393,0.00023354218487147438
GO:2000823,0.00023246418808709735
GO:0008588,0.00023119080017548827
2911,0.00023087753697556145
23462,0.00022994050139989725
GO:1901838,0.00022883462128601281
GO:0006368,0.00022758279002938993
GO:2000806,0.00022659387765893427
23411,0.00022295306402584492
GO:0071169,0.00022157007138808295
GO:0031647,0.00022031790092948982
25865,0.00021943413273970832
GO:0000387,0.00021930632161282573
GO:0008283,0.00021394781359785315
GO:0032792,0.0002138496690093924
10856,0.00021378067197986574
GO:0017148,0.00021351321705846888
3191,0.00021330167903459043
207,0.0002090765120159668
7422,0.00020746672317963093
857,0.00020633815086910736
GO:0071921,0.00020590762780712212
GO:0035556,0.00020585118222069112
10524,0.00020544633028348594
GO:0061614,0.00020408704409815258
GO:1903955,0.000202706880189829
GO:0006406,0.0002022608292188927
2150,0.00020157833696169282
3169,0.0001998512809772321
7124,0.0001988083596340762
6774,0.00019848619385120242
GO:0010522,0.00019776794423521474
GO:0001649,0.00019679677690652311
GO:0018105,0.00019615006990237788
GO:0045727,0.000195875414882256
GO:1905634,0.00019407870857657573
3303,0.00019312270659503956
6722,0.00019122095285474942
GO:0070374,0.0001910581070208012
1230,0.00019099088895291596
1649,0.00018774120285373325
GO:0061188,0.00018665978142436918
GO:1902895,0.00018573854094405037
GO:0030335,0.0001852887797297071
4734,0.00018479095405238093
GO:0006915,0.00018368887834588907
GO:0048519,0.00018360649017088782
4914,0.00018264690954084773
GO:0006464,0.00018185708636973575
5970,0.0001815652372249803
GO:0060271,0.00017794275425067328
GO:0065007,0.00017704862117585908
93649,0.00017695107648586116
23028,0.00017652401445516157
8202,0.0001761818919030545
7514,0.00017485422915440693
GO:0042795,0.00017443255179752255
GO:0006369,0.00017273737227072928
652,0.00017271496171364272
6047,0.00017251438401487304
7067,0.00017146296379746934
1487,0.0001705493339162043
GO:0043044,0.00017005574945148173
GO:0033119,0.00016988700431299893
8204,0.00016883128517940842
84872,0.0001685950569659586
1604,0.00016757517773981792
GO:0006412,0.00016747423450690955
10134,0.0001670101134716283
GO:0006364,0.00016676154067318778
GO:0010523,0.00016601089797917113
GO:0007166,0.00016600726632096135
GO:0042981,0.00016595127054943958
367,0.0001655040673709269
51024,0.00016541111017695127
5245,0.00016522706556558488
6422,0.00016453662558232475
5347,0.00016452521860207882
775,0.0001644420782334371
5156,0.000164178492247491
GO:0090310,0.00016415997096785471
GO:0071922,0.00016398695546706145
GO:0042789,0.00016346184525303713
7189,0.00016345771424765122
2740,0.0001631559062349052
56923,0.00016312535789148177
1655,0.00016252886389086404
GO:0001934,0.00016248023108064732
GO:0016579,0.000162309070619264
GO:0006281,0.0001620842709414822
GO:2000273,0.00016183892477107225
GO:0070887,0.00016057275023274525
4869,0.00016031828921065933
5587,0.00015994903171880003
773,0.00015975967549163036
GO:0046777,0.0001591238229651484
GO:0006338,0.00015848954422574267
GO:0032870,0.0001583441891251214
10563,0.00015782249885048285
7415,0.0001575270919237863
6597,0.00015725801835096305
100133941,0.00015721456434036177
1907,0.00015653908659975889
3192,0.00015619458726918802
59341,0.00015588404236432197
GO:1901701,0.00015584815305499778
GO:0060965,0.00015559017132057382
6869,0.00015536156190467597
GO:0097553,0.00015519877531010377
GO:0042787,0.0001542971018592334
5468,0.00015418515189469204
3725,0.00015393907666787012
6721,0.00015350889131182438
8452,0.00015336376092414558
GO:0006342,0.00015258216097533225
10987,0.0001523355285398353
GO:0008277,0.00015229449448819044
GO:0031623,0.00015225110848453633
GO:0043484,0.0001513943518272413
GO:0048024,0.0001512095101410041
3065,0.00015072223635915046
GO:0006352,0.00015053960624291277
5469,0.00015020638942135235
GO:0006383,0.0001498582476306384
1660,0.00014887439238807395
GO:0071407,0.00014803727069034886
GO:0035196,0.00014760109883303385
GO:0007249,0.0001470430148525938
114897,0.0001470136664312877
111,0.0001469882979691639
9759,0.00014695408660180372
23558,0.00014693008393485763
3091,0.00014660422030634768
GO:0051260,0.00014636410326397214
27,0.0001457794589096006
5728,0.0001455533592499977
406976,0.00014524050665865244
719,0.0001449442786664616
GO:0033145,0.00014437564822724141
406977,0.00014419426384031317
6288,0.00014394421017869182
GO:0000380,0.0001438246357663832
7316,0.00014373219094034046
3827,0.00014315035132600164
55584,0.0001425356403312359
2859,0.0001421809388359693
GO:0000244,0.00014180913546757903
80139,0.0001408874725349278
GO:0065008,0.0001407582252390915
6346,0.00014011648024291943
GO:0051649,0.00013996069637292542
10518,0.0001399474146141509
6598,0.000139920889411166
4987,0.00013917715963068024
8648,0.00013912758365864302
GO:1902656,0.00013788025809407424
6863,0.00013765934992669205
GO:0045087,0.0001376020347331751
GO:0051259,0.00013735416968916874
887,0.0001370601077182758
GO:0072369,0.00013700785061957963
GO:0032933,0.0001353329145671157
GO:0006508,0.0001348789371372895
1043,0.00013482668024685242
GO:0071396,0.0001346949387662236
GO:0000436,0.00013435745060371243
GO:0006470,0.00013423029909753712
GO:0016477,0.00013392123142224875
GO:0032785,0.0001337324251741947
8928,0.00013351371311253146
23613,0.0001328212806204903
7182,0.00013231972422912615
GO:0043122,0.00013200738849727424
GO:0097659,0.00013198264976157503
3320,0.00013169342169982073
GO:0007076,0.00013131360442860906
GO:0072366,0.00013074316326393157
GO:0044092,0.00013036606597553987
GO:0033554,0.0001303632312240181
5885,0.00013014932656822483
GO:0043966,0.00012996965807797174
GO:0048522,0.00012943659629287762
29072,0.00012926451824854743
4193,0.0001290988850571209
401135,0.00012872659303403918
GO:0006397,0.00012846781329299114
50943,0.0001283296336108178
GO:0036003,0.00012732856093491054
GO:0000435,0.00012726314007650247
GO:0007213,0.0001270199784161801
4000,0.00012683205153105962
10268,0.0001267260425830979
GO:0098703,0.0001266811497599334
5155,0.00012627281695788833
GO:0072363,0.00012612453203167436
GO:0000432,0.0001258410087461142
3553,0.000125219565308517
3015,0.00012504267219900331
112399,0.00012480010669586292
57118,0.00012450312525923057
GO:0006334,0.00012447632999524838
6714,0.0001244134162959469
GO:1901522,0.0001243148876003304
GO:0016480,0.0001242859749443661
GO:0033138,0.00012427068481758575
116151,0.00012406587908245624
4343,0.00012383349870595162
10521,0.00012364314786906237
GO:1901582,0.00012348682896880415
5071,0.0001234627387898681
GO:0042221,0.00012290037700508506
1387,0.00012250989506866456
2885,0.0001224504359017811
7531,0.00012242825466183746
GO:2000234,0.00012237207331524774
GO:0010605,0.00012201669015376447
GO:0031398,0.00012180121812453353
9343,0.0001217996340968834
GO:1901228,0.00012157663659310633
GO:1903506,0.00012157114688216479
GO:0048585,0.00012147315076743962
GO:0030308,0.00012131294309445525
23063,0.00012115364566660046
799,0.00012049340699164828
GO:0046501,0.00012039054348374793
GO:0006511,0.00011978871161501823
2146,0.00011956575744294059
GO:0031397,0.00011954321297879328
7186,0.00011912931334717571
GO:0006353,0.00011904216319412113
6667,0.00011864849638883052
GO:0045766,0.000118606614403727
11331,0.00011856018415572347
55011,0.00011841813802088329
5987,0.00011812270426250489
GO:0010923,0.00011742830223878341
120892,0.00011729353697046869
6929,0.00011711989329136364
GO:0071456,0.00011700636069976239
GO:0060260,0.0001165783974161717
6188,0.00011649684681134058
10482,0.000116450998490822
GO:2000143,0.00011642774597924295
GO:0051865,0.00011620313319535276
GO:0051607,0.00011562360322207396
GO:0034243,0.00011530143671656639
GO:0006816,0.0001152221224333358
5914,0.00011515324903184461
10014,0.00011486902281743845
GO:0018108,0.00011485733696066221
283629,0.00011466341412753181
3516,0.00011411795015529249
2147,0.0001136486177056175
3066,0.00011359298129664807
GO:0035518,0.00011341563958933047
GO:0060070,0.00011333094611479988
GO:0010735,0.00011321963091322122
29108,0.00011299644964056022
GO:1902532,0.0001127907855327354
GO:0043547,0.00011229564703968304
6908,0.00011216234276927039
GO:0016310,0.00011215853844179872
55729,0.00011202987603068869
GO:0030521,0.00011181771715372402
4690,0.00011175580575429746
GO:0045990,0.00011156503142376902
GO:0030336,0.00011122798865681155
7329,0.0001112106069593682
GO:0006996,0.00011106684373280126
GO:0000411,0.0001109239784615283
GO:0006461,0.0001103212325726592
GO:0034644,0.00011031479331504724
9401,0.00011029515648324875
2932,0.0001102606193097031
GO:0060401,0.00011006777239704758
GO:0016573,0.00010978825435085033
GO:0006354,0.00010962458141374365
GO:1901700,0.00010940015319341604
GO:0007221,0.00010900429323076179
GO:0033120,0.0001089684557894922
GO:2000721,0.00010842204110118272
2475,0.00010831261558644978
4087,0.00010795502209323176
GO:0006302,0.00010791557058583613
GO:0051253,0.00010740747846046918
6045,0.00010732100203034783
1856,0.00010724507612466578
GO:0034645,0.00010718415938291406
2064,0.00010715518685499727
348,0.0001067736991444887
GO:0009725,0.00010630934203290633
6117,0.00010617786571121923
GO:0000724,0.00010547693700880128
GO:0043967,0.00010536212523930182
GO:0016925,0.00010534547897714714
650,0.00010516125976759104
23133,0.00010493763471979811
GO:0046016,0.00010454705331783229
GO:0032446,0.00010454221990420603
GO:1903507,0.00010447618698806488
GO:0008152,0.00010443056586377529
GO:1904594,0.00010426908166494714
GO:0090090,0.00010405219674721639
7015,0.00010404066638116791
26508,0.00010398515889628907
GO:0060766,0.00010382779884096075
3190,0.00010327244676330995
GO:0000187,0.00010302285723917441
1869,0.000102796195188072
GO:0006359,0.0001026781751498156
GO:0045814,0.00010267751744129698
GO:1903704,0.00010257311894735375
6118,0.00010248509941446687
GO:0008380,0.00010239537562796
2958,0.00010205304428172054
801,0.00010190497684451995
9325,0.00010164705500452186
GO:0070979,0.00010136877387044907
GO:1903798,0.00010134770938499048
GO:0006413,0.00010075021706698638
GO:1902893,0.00010074094872467753
GO:0060326,0.00010059588089124177
23636,0.00010051152237834577
GO:0050794,0.0001003108763996748
GO:0007189,0.00010008800118397065
2771,9.98635347729939e-05
10891,9.934633311895897e-05
6737,9.926249887719005e-05
GO:0043085,9.924379396407024e-05
8085,9.841589122876666e-05
5925,9.836910042360367e-05
GO:0030512,9.832168354010732e-05
10614,9.823476618358825e-05
2130,9.798098053029463e-05
2316,9.7824963068235e-05
4591,9.77321790579242e-05
GO:1903047,9.77273114162536e-05
GO:0006402,9.767606264186769e-05
GO:0033365,9.760564783340374e-05
5595,9.759814929154567e-05
23493,9.757293175872915e-05
GO:0048026,9.71366649173073e-05
GO:0072659,9.69637931616605e-05
406991,9.692853510152146e-05
GO:0072364,9.689516719058278e-05
7391,9.678592845300467e-05
GO:0030433,9.67822028247107e-05
GO:2000327,9.673277453868962e-05
1459,9.664371119631674e-05
3178,9.662748514064883e-05
3329,9.662156446968997e-05
GO:0045013,9.644985877523307e-05
7532,9.62661863420666e-05
GO:0003257,9.625378176212612e-05
221496,9.621081116048586e-05
GO:0043170,9.617520360833009e-05
8289,9.608111932149297e-05
2281,9.566810116020465e-05
GO:0072367,9.556086400249298e-05
22938,9.550487931111672e-05
GO:0034976,9.53937469479174e-05
5119,9.51287910675403e-05
GO:0007059,9.472383940002485e-05
GO:0050686,9.459145793470974e-05
91782,9.453968668745525e-05
GO:0042127,9.4458353205138e-05
GO:0032784,9.420998816150674e-05
GO:1903146,9.415760267245377e-05
9967,9.406728375165e-05
GO:0071930,9.383238474837825e-05
60,9.380263889779503e-05
GO:0043410,9.375086095853961e-05
1017,9.311279470075136e-05
3728,9.310410795106227e-05
10413,9.30670521341854e-05
1981,9.306392446135233e-05
3265,9.298281386813002e-05
57506,9.297254702831023e-05
GO:0006513,9.2961270529114e-05
GO:0042346,9.290166468553083e-05
GO:0033993,9.274501105911283e-05
1025,9.270538155230694e-05
GO:0043618,9.267066259328855e-05
409,9.265657396716389e-05
6777,9.2635217675673e-05
546,9.257637429297697e-05
23543,9.252998201430045e-05
GO:1903800,9.214078665134145e-05
GO:0032981,9.213517403560079e-05
GO:0016043,9.212024364651646e-05
GO:0016458,9.207082102494286e-05
4040,9.200044977936975e-05
GO:0048255,9.183331844269226e-05
GO:0043486,9.172899964028238e-05
7175,9.17068841591637e-05
GO:0002218,9.156820876240426e-05
1080,9.151361850719753e-05
80237,9.143072678262072e-05
7874,9.139672844847209e-05
1654,9.114947777892813e-05
GO:0000278,9.09400189192009e-05
4790,9.090876830830727e-05
5430,9.077552550920809e-05
GO:0032436,9.065489217876772e-05
5501,9.060272551402672e-05
10013,9.055462770950307e-05
5058,9.052289184058733e-05
4582,9.05147292659243e-05
9531,9.036170007178976e-05
GO:0007030,9.001794060093547e-05
10370,8.989931293379125e-05
5460,8.988420625280373e-05
142,8.98154927478456e-05
GO:0030154,8.96520208578669e-05
8091,8.959054928084696e-05
GO:0043507,8.957223160312642e-05
GO:0051726,8.953848240589962e-05
3326,8.94600870626966e-05
GO:0035278,8.943994070736984e-05
51343,8.937870108383904e-05
2621,8.933009831371367e-05
GO:0000184,8.913932505868784e-05
GO:0045070,8.887337569354355e-05
54880,8.877554052993136e-05
GO:0051301,8.863857321653872e-05
GO:0051290,8.852682939378591e-05
63891,8.851408927749414e-05
GO:0030307,8.843714727208023e-05
1191,8.843595770188033e-05
3337,8.841506186546765e-05
6829,8.840878242992627e-05
GO:0090263,8.83854623302411e-05
65018,8.834432225096755e-05
GO:0006356,8.816680018300731e-05
91662,8.810848626899908e-05
29079,8.775830002266604e-05
GO:0042177,8.764346781942164e-05
GO:0014070,8.751536037206233e-05
GO:0032212,8.746346604432905e-05
4089,8.734384724608702e-05
GO:0008104,8.728818947696859e-05
GO:0001938,8.727137713218064e-05
GO:0001933,8.718122700376075e-05
6772,8.704744853897694e-05
GO:0006336,8.699019644267115e-05
3479,8.68335259172828e-05
491,8.660847655013564e-05
2688,8.660166780982074e-05
8792,8.648613371958614e-05
79155,8.634614981425729e-05
GO:0032467,8.630047304757782e-05
GO:0030509,8.622023087384346e-05
GO:0010944,8.621378624108066e-05
GO:0043280,8.615410912476989e-05
25836,8.614844307321954e-05
GO:0070588,8.576297404408277e-05
3569,8.560361818044928e-05
203068,8.547620829590255e-05
408,8.524820910074454e-05
3308,8.512642481272558e-05
GO:0016479,8.500940323598978e-05
7014,8.486298285558606e-05
GO:0007098,8.483440836215462e-05
28984,8.480260683656995e-05
GO:0010608,8.475428851890882e-05
GO:0006810,8.474276192768084e-05
GO:0007010,8.461377454125118e-05
8835,8.451181345933302e-05
GO:0007188,8.446387756971294e-05
GO:0042147,8.436713023023278e-05
GO:0051225,8.434992334006031e-05
5594,8.411526014541318e-05
GO:0006335,8.404624107200757e-05
GO:0006417,8.404384061506618e-05
3309,8.397643043110373e-05
GO:0031648,8.390012294858995e-05
GO:0061428,8.384142124487419e-05
GO:0006259,8.377435027899944e-05
GO:0070936,8.368220305625877e-05
26036,8.367010316431557e-05
GO:0070527,8.365651956740223e-05
GO:0006950,8.34726845773247e-05
6657,8.345859283589152e-05
GO:0006955,8.336518010949981e-05
GO:1903861,8.301670317721636e-05
11338,8.27814485680979e-05
3270,8.277593220052147e-05
GO:1904874,8.259788888619988e-05
GO:0033209,8.252739943449148e-05
57154,8.249736039926748e-05
GO:0018107,8.248781512143301e-05
GO:0010033,8.248682710511143e-05
GO:0051145,8.240588965153583e-05
8178,8.22536418679199e-05
25942,8.22150841151766e-05
1107,8.21815037831738e-05
8805,8.206499458442681e-05
5566,8.2036038949228e-05
6827,8.198080811407682e-05
2335,8.181935892640625e-05
GO:0032846,8.18071454398125e-05
GO:0006914,8.179197855181543e-05
GO:0006919,8.177409195053668e-05
GO:0072361,8.160580003062146e-05
GO:0071848,8.160384110515277e-05
GO:0000226,8.145509878855614e-05
1050,8.142290773149794e-05
GO:0043536,8.125961363750674e-05
302,8.111680016516063e-05
2801,8.111207228598908e-05
51738,8.108092369419194e-05
9555,8.104372148389122e-05
GO:0045648,8.09718333672149e-05
4435,8.076600778612443e-05
23512,8.06084777137914e-05
10273,8.058850705623766e-05
GO:0016525,8.051224787962017e-05
GO:0051099,8.04594901555517e-05
196,8.045594811463964e-05
GO:1903721,8.028555846738927e-05
4691,8.026809579695729e-05
165918,8.021607466331227e-05
GO:0071356,8.004025156039799e-05
GO:1903756,8.001387547329888e-05
GO:0032774,7.977875804657472e-05
GO:0060316,7.9663068736561e-05
27161,7.961748645264995e-05
8454,7.957930485419774e-05
GO:0010767,7.917827806710643e-05
2623,7.915894898348854e-05
GO:0032091,7.91178877488647e-05
9830,7.905647000158463e-05
7291,7.903731989183577e-05
51176,7.903365398122245e-05
GO:0016055,7.902623704728017e-05
6622,7.902523406376756e-05
GO:0001666,7.897883484803123e-05
GO:0050790,7.890704142459369e-05
1540,7.886383243023112e-05
7158,7.882644201046467e-05
1642,7.869924091181296e-05
GO:0006260,7.850051590044556e-05
27043,7.845912359353795e-05
55837,7.835545984818512e-05
GO:0000338,7.83363662320212e-05
3845,7.831020781404149e-05
51574,7.820352747353323e-05
GO:2000113,7.806764903783975e-05
3297,7.806367132476806e-05
2332,7.792193399147853e-05
GO:0000165,7.791065852072168e-05
2770,7.78592134745294e-05
7533,7.761480477011847e-05
81,7.760027626127964e-05
10865,7.759001942557394e-05
GO:0051928,7.75733932314584e-05
9070,7.750906632716249e-05
2908,7.738208680633884e-05
57521,7.727304421240913e-05
8841,7.727223753199155e-05
285464,7.726734040427968e-05
472,7.723577729908445e-05
70,7.719879181843367e-05
7046,7.718623541348156e-05
GO:0032211,7.71742890617901e-05
708,7.71249995844629e-05
9440,7.704316974889715e-05
5499,7.702567877128533e-05
GO:0031146,7.697720067441703e-05
153090,7.688480722721863e-05
GO:0006897,7.67933822652512e-05
GO:0042752,7.67775081521506e-05
133522,7.677283831226431e-05
2547,7.650999666620753e-05
GO:0042493,7.642603921175585e-05
2959,7.639232832051083e-05
10189,7.632129243708884e-05
3315,7.623461855340078e-05
7430,7.622477491030553e-05
7428,7.609397935539164e-05
5927,7.602848419088437e-05
GO:0055114,7.601474617638994e-05
3586,7.592668936832766e-05
GO:0048523,7.58884709297754e-05
85363,7.588745618688548e-05
GO:0043154,7.584135094936991e-05
10459,7.573671985409268e-05
GO:0006469,7.569143001894096e-05
3181,7.569140893767144e-05
6883,7.5473854161408e-05
GO:0060765,7.538550716393315e-05
4171,7.536466120357101e-05
3608,7.503564425100496e-05
79577,7.501192490884171e-05
GO:0007080,7.500504975982285e-05
GO:0016180,7.495764326858901e-05
1386,7.494766675224569e-05
GO:0031935,7.493130120413629e-05
6135,7.478119835569147e-05
6733,7.467900268042894e-05
GO:1990441,7.457007455395379e-05
22954,7.449907657659333e-05
22976,7.444143530645547e-05
7534,7.435655339114198e-05
GO:0022408,7.435142214378089e-05
8321,7.43238982750096e-05
1108,7.429358663872923e-05
GO:0007196,7.425613183537975e-05
GO:0032092,7.415979603152004e-05
9971,7.410243567854285e-05
GO:0009966,7.405096714144515e-05
GO:0009299,7.395046871502419e-05
9968,7.388223012487603e-05
7220,7.387468580329527e-05
GO:0031587,7.384937202037043e-05
6662,7.371053564173627e-05
6927,7.370758021220595e-05
GO:0071479,7.366793736946398e-05
2353,7.36418329138411e-05
GO:0007179,7.361391932283719e-05
GO:0043524,7.344119584166968e-05
GO:0034599,7.342538945708935e-05
GO:0051280,7.340298003909676e-05
GO:0007155,7.33899487184406e-05
4654,7.33351560372623e-05
GO:0051209,7.330088176544517e-05
GO:0032501,7.327981679120539e-05
GO:2000059,7.324594018755806e-05
GO:0045860,7.316416300364597e-05
11043,7.315507273286792e-05
9025,7.312085694703618e-05
GO:0042026,7.3061847644736e-05
GO:0022402,7.305537807351779e-05
1432,7.290823018854699e-05
GO:0010212,7.282537410678918e-05
GO:0016070,7.277036049211952e-05
5929,7.274086567693495e-05
GO:0007219,7.266964697360391e-05
4627,7.259690446585744e-05
65992,7.248634939379409e-05
5663,7.239560025386559e-05
GO:0051973,7.232628603469793e-05
11051,7.23103579167483e-05
1147,7.230462014076028e-05
25793,7.221830415147178e-05
GO:0006325,7.220839629276371e-05
GO:0006337,7.216124198159766e-05
GO:0006886,7.211006023220304e-05
659,7.199308792708385e-05
7205,7.186349823965945e-05
10551,7.176889818244757e-05
10492,7.168948246234229e-05
GO:0007193,7.131422698157923e-05
GO:0031334,7.12221945893141e-05
GO:0046329,7.114775519938374e-05
10594,7.112016196500232e-05
GO:1903318,7.111980526864341e-05
GO:0046330,7.10966711541604e-05
GO:0006390,7.108617351280287e-05
GO:1903071,7.097374265509194e-05
GO:0070646,7.09122358517028e-05
GO:0045948,7.09022879410476e-05
GO:0070373,7.085031956028653e-05
9421,7.080078662954845e-05
GO:0010595,7.073722144957937e-05
GO:0045019,7.070879228298472e-05
7392,7.062324105557141e-05
GO:0019538,7.056014830959265e-05
490,7.052942368401238e-05
7472,7.050277450610133e-05
9400,7.048219189015067e-05
GO:0010976,7.047808191727559e-05
57680,7.044153402044361e-05
GO:0051716,7.038581352293467e-05
GO:0000245,7.034097260296593e-05
8737,7.030112660606019e-05
5458,7.026250337041684e-05
GO:0045815,7.010326840880571e-05
10155,7.005718798426944e-05
27339,7.001570855867395e-05
GO:0045931,6.999276511317092e-05
GO:0098609,6.991961972636637e-05
4926,6.981267590253769e-05
4792,6.97783657773918e-05
GO:0006376,6.966664945268702e-05
GO:0035408,6.962342001880872e-05
3061,6.954157672941377e-05
5597,6.952245069076727e-05
2627,6.939799711021323e-05
7474,6.930905116080198e-05
7919,6.922877903700954e-05
9282,6.921206940842118e-05
GO:0043406,6.919133793569742e-05
GO:0032147,6.91779339246355e-05
5494,6.895096306880309e-05
3428,6.894519162121133e-05
GO:0071222,6.893521027363099e-05
5599,6.88026255264501e-05
GO:2000766,6.86824793099504e-05
GO:0034613,6.858975763233857e-05
6352,6.857049367351589e-05
GO:2000142,6.848654926537435e-05
6732,6.844187156644734e-05
GO:0006396,6.839405126060403e-05
GO:1901673,6.837717504375042e-05
GO:0032465,6.837210951856086e-05
4904,6.834635723798373e-05
7057,6.829477553117965e-05
GO:0034351,6.824216490635786e-05
GO:0008360,6.82186652051054e-05
GO:0051568,6.821310811781313e-05
983,6.80821495623349e-05
8613,6.799989938641185e-05
10576,6.799656425380662e-05
10971,6.796502277849874e-05
GO:0000956,6.796482613685789e-05
GO:0031396,6.785154136258814e-05
602,6.777763199622587e-05
7042,6.773828248274972e-05
6934,6.771779828738462e-05
GO:0045732,6.769024763156174e-05
7917,6.764239004497688e-05
GO:0070534,6.76150593484299e-05
7341,6.760113732254016e-05
6421,6.756991243172129e-05
1667,6.750816932220871e-05
3630,6.745091405811709e-05
GO:0010498,6.729195646829006e-05
1026,6.715671367470346e-05
GO:0032502,6.711228130818405e-05
5591,6.709142039543602e-05
GO:0044237,6.70857898502209e-05
GO:0009968,6.707280732794538e-05
GO:0045785,6.700632177036831e-05
167465,6.692680545555177e-05
92140,6.680956785526714e-05
492,6.680119059169908e-05
55832,6.664838048894599e-05
4838,6.664697515181e-05
7538,6.662840175085704e-05
9349,6.658092505334763e-05
6672,6.6556013778296e-05
