nodes,zinc
GO:0000338,0.00013476427598198612
8764,0.00013445783076655225
GO:0010884,0.00013432026273198127
GO:1901094,0.0001342717092027683
GO:0048146,0.00013401714646687815
GO:2000379,0.00013368925235965993
3965,0.00013368771083639767
GO:0044871,0.0001335696928936888
4908,0.00013300634005120648
56339,0.00013283982917551633
GO:0006334,0.00013277100622304382
GO:0010467,0.00013261647595763851
56246,0.00013241915348507848
GO:1902527,0.00013219659410380481
6188,0.0001321832553729091
GO:0001819,0.00013205823409693092
GO:1903298,0.0001319369828496361
90993,0.00013190994409135993
GO:0034605,0.00013185724697322503
GO:0001868,0.0001316331071975372
3240,0.0001315808357994606
5580,0.000131275829928995
GO:0090026,0.00013119724242622604
GO:0055114,0.0001310515856489614
983,0.00013104359944918965
7189,0.00013100316944319616
GO:0070125,0.0001307430631060918
GO:0007189,0.00013047634243226912
7295,0.00013045358283935197
821,0.00013019465068465384
3329,0.0001300808192475479
9657,0.00013006014271405822
2668,0.0001297768953388498
8270,0.00012976895671678736
4734,0.00012970063439036246
302,0.00012955563643555901
GO:0090281,0.00012942378180933836
GO:1903016,0.0001294198563727142
6470,0.00012934245791895195
90850,0.0001292903701362298
GO:0016310,0.00012925721574236044
57721,0.00012895498001495807
7083,0.00012830845462376015
301,0.0001282539212744271
GO:0032980,0.00012800251758844769
GO:0070936,0.00012787144183799593
GO:0032968,0.0001277189399738243
GO:1903364,0.00012765056222134797
GO:0000302,0.00012762729320569467
10452,0.00012762256287114916
GO:0032981,0.0001275683638090712
GO:1903019,0.00012747574486289767
GO:0072378,0.00012735696235909632
GO:0007030,0.00012730243222298677
10273,0.00012727159756208177
GO:0065007,0.00012724179253862557
GO:0043484,0.00012723725910326734
GO:0009069,0.00012711538564283526
350,0.0001270232107144516
GO:0006952,0.00012693497032472626
1509,0.00012672843931422836
51035,0.00012661187170843365
GO:0030154,0.00012649145623650957
2621,0.00012575212832884028
6606,0.00012574902188494717
5318,0.00012559930939435343
3643,0.00012549650929304134
GO:0030301,0.0001254123791475854
GO:0010828,0.00012536313333345287
4690,0.00012534456220698886
GO:0032088,0.0001253015900621196
GO:0009267,0.00012528790041321854
GO:0070979,0.00012509221006576
GO:0000278,0.0001247386292866976
GO:0043623,0.00012471357457069146
9040,0.00012471263479192497
GO:0050794,0.00012456601721913424
GO:0002542,0.00012427773709282336
GO:0014068,0.00012418337825573732
6422,0.00012414449585508656
29925,0.0001240955352125097
2805,0.00012389133972445896
GO:0070646,0.00012382380484165365
5663,0.00012380014698951092
27229,0.0001237298876535035
23064,0.0001235355517638741
4035,0.0001235013062621241
GO:0000226,0.00012338271203995858
3458,0.0001232975984268668
GO:0033700,0.000123126532255968
GO:0045824,0.00012298118293294012
GO:0070945,0.0001229710010753086
GO:0018119,0.0001229653640716833
GO:0046907,0.00012277908076170486
GO:0090263,0.0001227523040725515
GO:0006754,0.00012272125541338026
9820,0.00012271877885897548
GO:0002227,0.0001226820048784635
6154,0.00012266115131967268
GO:0071363,0.00012233470392608234
65018,0.00012226759635373672
3553,0.0001220758477811373
3077,0.00012195324779873416
51547,0.00012167959035309468
GO:0043691,0.0001215319991034143
3164,0.00012142527449923446
GO:0046330,0.00012138100152917564
1459,0.00012115642247976392
54386,0.00012112535824320435
1671,0.00012110694547700932
GO:0010866,0.0001209677158556555
GO:1900026,0.0001208791981063021
GO:0045070,0.00012058847718369168
GO:0042221,0.00012042313059628186
GO:0007229,0.00012035837664827587
GO:0031623,0.00012030087212139307
GO:1904707,0.00012015776829874101
875,0.00011973767495329128
10609,0.00011971700913361015
GO:0006950,0.00011964388124200155
2597,0.00011920484132077034
GO:0072376,0.00011918161545239217
55294,0.00011911075402438223
GO:2000059,0.00011899689037315321
GO:0045116,0.00011890930561485361
GO:0048513,0.00011882805390971605
GO:0048523,0.0001187485940987299
10399,0.00011868504279591353
GO:2000296,0.00011859256544532559
329,0.00011845041614427918
GO:0031146,0.00011827810014863272
GO:0022408,0.00011819714354065322
GO:0044237,0.00011812653670784767
GO:0070293,0.00011811346455461977
7014,0.00011810969228749395
GO:0034645,0.00011804941010340187
55069,0.00011802374429350067
2064,0.00011794581114339498
GO:0070887,0.00011790920816775655
9589,0.00011774103665370668
6407,0.00011758537370154647
4282,0.00011757484302993305
23363,0.00011747766821459276
GO:0001666,0.00011745071967888328
GO:0035518,0.00011731130116040896
GO:2001171,0.00011721782986813402
GO:0007005,0.00011704697740057965
GO:1904716,0.00011656878328322317
GO:0051898,0.00011654593575767941
GO:0051480,0.00011652764753780685
708,0.00011641622823929708
472,0.00011638558221065008
GO:0019439,0.0001162854014999332
GO:0032091,0.00011598402052751337
GO:0010951,0.00011589706992489934
GO:0061621,0.00011575398626693267
GO:0043537,0.00011553760773084143
GO:0010820,0.0001154658090027552
8428,0.00011540316110301444
GO:0045656,0.00011533007851681532
2822,0.00011526505606562175
GO:0007098,0.00011512700137594935
GO:0048522,0.00011509620384791531
GO:0046395,0.00011493127750814702
830,0.00011490022786413492
3273,0.00011485198774960805
GO:1903799,0.00011457539322164744
GO:0045860,0.000114547481124103
GO:0006259,0.00011451902405281342
203068,0.00011409267463670832
GO:0006397,0.00011395322402327623
2209,0.00011390593673292872
GO:0010498,0.00011382599920966774
5347,0.0001136036579429992
5465,0.00011351696263131598
GO:0072344,0.00011337824800479657
GO:0012501,0.0001133481994513437
8945,0.00011333951325589569
GO:0045742,0.00011328029601598298
310,0.00011326354678812234
GO:2000146,0.00011323329321997801
83987,0.00011319158707931746
3326,0.00011303177081998326
79178,0.00011302872434259399
GO:0050728,0.00011291671479289386
GO:0006469,0.00011288502331499834
3676,0.00011287832988687766
55072,0.00011274355383844624
GO:0060548,0.00011239924929948587
GO:0016925,0.00011231347368432831
GO:0006476,0.00011231255911624918
7025,0.00011221352571075557
7186,0.00011211073499164849
GO:0060070,0.00011176175006873613
GO:0006626,0.00011170888504969734
GO:0006417,0.00011165337238046191
8530,0.0001115859948238727
GO:0048525,0.00011148687587420243
GO:0007339,0.00011139275997541134
23028,0.0001112086185833386
GO:0042346,0.00011107297658547375
GO:2000060,0.00011093440202163649
7175,0.00011076009385390028
GO:0034599,0.00011073046724033073
GO:0006335,0.00011072772921268565
GO:0060261,0.00011069768696534262
GO:0090051,0.00011065722425080065
GO:2000352,0.00011059500325687427
9588,0.00011057445705441262
GO:0044267,0.00011057337068474882
GO:0001933,0.00011044392459797168
29979,0.0001104029940451341
GO:0045899,0.00011022640611952996
GO:0007080,0.00011019327012755157
GO:0006810,0.00011015187906031739
GO:0002526,0.00010991897277058267
26232,0.00010982373728438726
3742,0.0001097620226111708
GO:0032007,0.00010962114971777689
2160,0.00010951208164304603
GO:0030388,0.00010945302231476397
GO:2001237,0.00010931428459771832
GO:0043486,0.00010914382124761812
GO:0002812,0.0001089954752961892
GO:1903285,0.00010888747137834658
GO:0006959,0.00010885639008517247
GO:0008203,0.0001083959293441373
1263,0.00010821567108183804
GO:0031396,0.00010817387453602675
GO:1904209,0.00010801610551769094
GO:1990000,0.00010756106802808143
29079,0.00010755781985458427
GO:0006897,0.00010747396829885457
GO:0010757,0.00010737827966590866
GO:0006336,0.00010734343435161275
GO:0000165,0.00010728397359413182
GO:0051788,0.00010727109741807629
GO:0051607,0.00010724612139027105
GO:0043627,0.00010724103911822274
GO:0010596,0.00010711890308109447
GO:0033209,0.00010700325727103693
3115,0.00010683782224357761
GO:0000184,0.00010678525916911205
28960,0.0001067573315680523
GO:0071276,0.00010672847369180041
GO:0090200,0.0001066925507723381
GO:0030307,0.0001065937740109838
3872,0.00010643076170433399
GO:0002252,0.00010642344031619623
5066,0.00010634442294287343
GO:0010033,0.00010634395925453623
6352,0.00010578735407781349
GO:0033627,0.00010574532877738539
GO:1903071,0.00010572806374866165
5921,0.00010570870020517708
10859,0.00010565214146268439
GO:0014032,0.00010558723760165624
GO:0002376,0.00010546040478045854
GO:0006941,0.00010544654609146618
GO:0034614,0.00010533106461072511
7431,0.00010532458112674512
5468,0.00010530057436693918
GO:0043536,0.00010526832460343404
324,0.00010509280066517374
GO:0010811,0.00010506944985896775
GO:0002803,0.00010505394406979292
5987,0.00010485869105105215
GO:2000105,0.00010469904158558618
8737,0.00010468855427209073
7314,0.00010463719884252865
4747,0.00010453993216094092
51207,0.00010452083250967487
GO:0043297,0.00010447858522851921
GO:0043069,0.00010435564929659061
25793,0.00010414932437662233
GO:0006898,0.00010414788002030495
GO:0036211,0.00010409471807915016
2125,0.00010394539245818728
GO:0060044,0.00010380746876741748
GO:1902895,0.00010380457002664829
GO:0048255,0.00010351144293789397
GO:1903077,0.0001034856967232236
GO:0042147,0.00010345247211714701
345,0.00010343386956430681
4297,0.00010333142098597947
7036,0.00010328331954285895
GO:0051702,0.00010321676487738901
GO:0070371,0.00010318043160938985
1457,0.00010283782218514349
3315,0.00010276491073523046
GO:0042177,0.00010264097838772704
GO:0043507,0.0001026052781581955
GO:0090110,0.00010249919427498524
1642,0.00010246888082824229
10454,0.00010245708615010033
GO:0007059,0.00010245232754299513
7013,0.00010241030973100216
27120,0.00010241028390662711
GO:0050715,0.0001023033001355665
GO:0032411,0.00010221126525225481
9388,0.00010203970886070283
GO:0008635,0.00010194259277681583
GO:1903721,0.00010192190918370135
GO:0008219,0.00010186823958727197
GO:0006413,0.00010185558866153306
9531,0.0001018519985156935
GO:0007050,0.00010178395152339867
8091,0.0001017420027467821
GO:0070373,0.00010151853307302539
GO:0051897,0.00010151432128250034
4831,0.00010143437261128776
GO:0016197,0.00010129668889608892
GO:0048208,0.00010128609226759202
GO:0034375,0.00010125177663039161
GO:0043087,0.00010119579948956373
GO:0050830,0.00010119313074520686
GO:0070932,0.00010084981494152562
GO:1904237,0.00010077488815611896
567,0.0001007317020892256
7321,0.00010064357834269907
675,0.00010054471687116524
GO:0032270,0.00010038431924149174
6591,0.00010012294045522243
29108,0.00010009358682050443
GO:0035821,9.99878480650498e-05
GO:0048026,9.997654143438977e-05
GO:0050708,9.97558874100769e-05
51763,9.950591144207781e-05
659,9.941943122014166e-05
10542,9.93536833113745e-05
5521,9.919738683622525e-05
5684,9.919676281149999e-05
5566,9.91862984332085e-05
GO:0050790,9.918511322397537e-05
GO:0043124,9.913760963703855e-05
GO:0022402,9.911857589156365e-05
GO:1904595,9.907319075556817e-05
GO:0051496,9.906131627717838e-05
GO:0090162,9.905493497744603e-05
8065,9.89212728197703e-05
149041,9.88811039459935e-05
23327,9.884759488493372e-05
GO:0036503,9.884592074415874e-05
7430,9.858685461485662e-05
GO:0007596,9.845507287110506e-05
GO:0043524,9.819128894978536e-05
53938,9.796783562898065e-05
177,9.794167335256253e-05
GO:0030334,9.772088544482424e-05
GO:0048519,9.758349882718785e-05
5648,9.753888594143884e-05
25913,9.745326233034389e-05
7138,9.736371535001362e-05
GO:0045862,9.733976806935135e-05
GO:0050714,9.731929278015062e-05
GO:0034244,9.720700401986923e-05
26003,9.720634093207809e-05
1001,9.717589279260066e-05
GO:0002253,9.708023396565929e-05
26270,9.706411731865214e-05
GO:2000234,9.689880738938135e-05
