nodelist,protein_product_fost,
468,2.39E-09,
6191,2.38E-09,
6202,2.38E-09,
7184,2.38E-09,
6624,2.37E-09,
7043,2.37E-09,
991,2.37E-09,
4908,2.36E-09,
1012,2.36E-09,
1857,2.35E-09,
90850,2.35E-09,
6839,2.35E-09,
5600,2.35E-09,
5593,2.34E-09,
6418,2.33E-09,
7088,2.33E-09,
64220,2.33E-09,
4772,2.33E-09,
6625,2.32E-09,
10432,2.32E-09,
5025,2.32E-09,
57187,2.31E-09,
405,2.31E-09,
166,2.30E-09,
5217,2.30E-09,
55170,2.30E-09,
8563,2.29E-09,
11143,2.29E-09,
8243,2.29E-09,
156,2.28E-09,
1277,2.28E-09,
863,2.28E-09,
4602,2.27E-09,
5311,2.27E-09,
1030,2.26E-09,
602,2.25E-09,
1453,2.25E-09,
23328,2.25E-09,
2051,2.24E-09,
8692,2.24E-09,
5702,2.23E-09,
89885,2.23E-09,
92,2.23E-09,
11060,2.23E-09,
5160,2.22E-09,
9688,2.22E-09,
3005,2.22E-09,
5911,2.22E-09,
566,2.21E-09,
27243,2.20E-09,
3054,2.20E-09,
4653,2.20E-09,
5928,2.19E-09,
49856,2.19E-09,
9782,2.19E-09,
7324,2.18E-09,
5152,2.18E-09,
6478,2.18E-09,
1743,2.18E-09,
5329,2.18E-09,
6868,2.17E-09,
91807,2.17E-09,
10569,2.17E-09,
22981,2.16E-09,
23367,2.16E-09,
4293,2.16E-09,
6810,2.16E-09,
55561,2.16E-09,
6317,2.16E-09,
26260,2.16E-09,
55755,2.15E-09,
2243,2.14E-09,
9025,2.14E-09,
310,2.14E-09,
24148,2.14E-09,
10992,2.14E-09,
3084,2.13E-09,
83667,2.13E-09,
10935,2.13E-09,
80179,2.12E-09,
3373,2.12E-09,
5340,2.12E-09,
5553,2.11E-09,
27338,2.11E-09,
10397,2.11E-09,
2192,2.11E-09,
10630,2.10E-09,
7098,2.10E-09,
2044,2.10E-09,
773,2.10E-09,
64395,2.09E-09,
2280,2.09E-09,
8915,2.09E-09,
64210,2.09E-09,
407024,2.09E-09,
10284,2.09E-09,
23677,2.09E-09,
5063,2.09E-09,
54908,2.08E-09,
7080,2.08E-09,
80817,2.08E-09,
2071,2.08E-09,
8626,2.08E-09,
7187,2.07E-09,
5903,2.07E-09,
4615,2.07E-09,
407025,2.06E-09,
10370,2.06E-09,
3627,2.06E-09,
83755,2.06E-09,
5771,2.06E-09,
989,2.05E-09,
687,2.05E-09,
7321,2.04E-09,
54623,2.04E-09,
2444,2.04E-09,
4643,2.04E-09,
2688,2.03E-09,
347688,2.02E-09,
93,2.02E-09,
10403,2.02E-09,
10514,2.02E-09,
6908,2.01E-09,
9589,2.01E-09,
10892,2.01E-09,
7320,2.01E-09,
613,2.01E-09,
9588,2.01E-09,
10963,2.01E-09,
7391,2.01E-09,
65265,2.00E-09,
6095,2.00E-09,
7517,2.00E-09,
3133,2.00E-09,
55696,1.99E-09,
54998,1.99E-09,
6203,1.99E-09,
9939,1.98E-09,
1647,1.98E-09,
2923,1.97E-09,
93974,1.97E-09,
10221,1.97E-09,
79084,1.97E-09,
6207,1.97E-09,
55829,1.97E-09,
116840,1.97E-09,
6613,1.96E-09,
4543,1.96E-09,
84078,1.96E-09,
4035,1.96E-09,
84984,1.96E-09,
22841,1.95E-09,
9112,1.95E-09,
8986,1.95E-09,
79705,1.94E-09,
5792,1.94E-09,
3635,1.94E-09,
1627,1.93E-09,
6419,1.93E-09,
3875,1.93E-09,
168667,1.93E-09,
3576,1.92E-09,
4659,1.92E-09,
9221,1.92E-09,
54984,1.92E-09,
170506,1.92E-09,
3163,1.92E-09,
6128,1.91E-09,
1281,1.91E-09,
10928,1.91E-09,
5931,1.91E-09,
5716,1.90E-09,
5782,1.90E-09,
8557,1.90E-09,
161742,1.90E-09,
10134,1.90E-09,
80321,1.90E-09,
1946,1.89E-09,
23197,1.89E-09,
51719,1.89E-09,
2742,1.89E-09,
5153,1.88E-09,
2275,1.88E-09,
26040,1.88E-09,
9972,1.88E-09,
10938,1.87E-09,
51548,1.87E-09,
111,1.86E-09,
6502,1.86E-09,
3678,1.86E-09,
5478,1.85E-09,
55093,1.85E-09,
6815,1.85E-09,
23271,1.85E-09,
55135,1.84E-09,
84447,1.84E-09,
9021,1.84E-09,
6927,1.84E-09,
5284,1.83E-09,
6709,1.83E-09,
10542,1.83E-09,
4318,1.83E-09,
23133,1.83E-09,
3172,1.82E-09,
23020,1.82E-09,
55164,1.82E-09,
5802,1.82E-09,
5519,1.81E-09,
7074,1.81E-09,
145508,1.81E-09,
26993,1.81E-09,
22954,1.80E-09,
7375,1.80E-09,
27074,1.80E-09,
8928,1.80E-09,
8999,1.80E-09,
974,1.80E-09,
407021,1.79E-09,
27252,1.79E-09,
7049,1.79E-09,
1301,1.79E-09,
1965,1.79E-09,
4116,1.78E-09,
57721,1.78E-09,
5885,1.78E-09,
5886,1.78E-09,
9750,1.78E-09,
23405,1.77E-09,
10946,1.77E-09,
6389,1.76E-09,
10133,1.76E-09,
1742,1.76E-09,
336,1.76E-09,
1778,1.76E-09,
253260,1.75E-09,
9656,1.75E-09,
2017,1.75E-09,
25844,1.75E-09,
10381,1.75E-09,
6141,1.74E-09,
1053,1.74E-09,
634,1.74E-09,
6363,1.74E-09,
10111,1.74E-09,
6300,1.73E-09,
10615,1.73E-09,
92345,1.72E-09,
3993,1.72E-09,
85440,1.72E-09,
6749,1.72E-09,
1974,1.71E-09,
171483,1.71E-09,
6926,1.71E-09,
79784,1.70E-09,
9181,1.70E-09,
10128,1.70E-09,
284427,1.70E-09,
10527,1.69E-09,
10238,1.69E-09,
1958,1.69E-09,
391,1.69E-09,
2627,1.69E-09,
5592,1.69E-09,
1001,1.69E-09,
84273,1.69E-09,
3920,1.69E-09,
38,1.68E-09,
5216,1.68E-09,
5819,1.68E-09,
151636,1.68E-09,
84444,1.68E-09,
5287,1.68E-09,
9129,1.68E-09,
51147,1.67E-09,
85291,1.67E-09,
377630,1.67E-09,
10768,1.67E-09,
7319,1.67E-09,
1653,1.67E-09,
10241,1.67E-09,
23032,1.66E-09,
9351,1.66E-09,
6158,1.66E-09,
9188,1.66E-09,
2056,1.66E-09,
8613,1.66E-09,
7756,1.66E-09,
57510,1.65E-09,
7408,1.65E-09,
2309,1.65E-09,
3606,1.65E-09,
9734,1.65E-09,
3305,1.65E-09,
9846,1.65E-09,
967,1.64E-09,
56998,1.64E-09,
3659,1.64E-09,
7307,1.64E-09,
51750,1.64E-09,
84790,1.64E-09,
11314,1.63E-09,
7429,1.63E-09,
2060,1.63E-09,
7311,1.63E-09,
6827,1.63E-09,
56928,1.63E-09,
1408,1.62E-09,
4683,1.62E-09,
2911,1.62E-09,
8729,1.62E-09,
994,1.62E-09,
2658,1.61E-09,
3337,1.61E-09,
10673,1.61E-09,
112,1.60E-09,
1861,1.60E-09,
84466,1.60E-09,
6640,1.60E-09,
8139,1.60E-09,
25937,1.60E-09,
5629,1.60E-09,
5291,1.60E-09,
8178,1.60E-09,
8717,1.60E-09,
11116,1.60E-09,
3300,1.59E-09,
55633,1.59E-09,
2149,1.59E-09,
144455,1.59E-09,
2072,1.59E-09,
10138,1.59E-09,
9474,1.58E-09,
5687,1.58E-09,
239,1.58E-09,
6780,1.58E-09,
292,1.58E-09,
4174,1.57E-09,
2022,1.57E-09,
90102,1.57E-09,
71,1.57E-09,
10142,1.57E-09,
5366,1.56E-09,
3592,1.56E-09,
6432,1.56E-09,
10956,1.56E-09,
283,1.56E-09,
10617,1.56E-09,
10048,1.56E-09,
4091,1.55E-09,
29082,1.55E-09,
3164,1.55E-09,
6646,1.55E-09,
6142,1.55E-09,
654,1.55E-09,
79139,1.55E-09,
10333,1.54E-09,
9948,1.54E-09,
9045,1.54E-09,
55145,1.54E-09,
1201,1.54E-09,
6778,1.54E-09,
9421,1.54E-09,
143,1.53E-09,
84557,1.53E-09,
3929,1.53E-09,
8975,1.53E-09,
10018,1.53E-09,
6456,1.53E-09,
718,1.53E-09,
287,1.53E-09,
4838,1.52E-09,
10197,1.52E-09,
7052,1.52E-09,
26508,1.52E-09,
11017,1.52E-09,
9150,1.52E-09,
6683,1.52E-09,
3646,1.52E-09,
84081,1.51E-09,
8877,1.51E-09,
6993,1.50E-09,
350,1.50E-09,
11252,1.50E-09,
5890,1.50E-09,
288,1.49E-09,
1663,1.49E-09,
9557,1.49E-09,
6229,1.49E-09,
8399,1.49E-09,
2549,1.49E-09,
1031,1.49E-09,
64175,1.49E-09,
9260,1.49E-09,
3735,1.48E-09,
1991,1.48E-09,
2046,1.48E-09,
3476,1.48E-09,
5613,1.48E-09,
2181,1.48E-09,
5027,1.47E-09,
1917,1.47E-09,
22853,1.47E-09,
8711,1.47E-09,
51561,1.47E-09,
26354,1.47E-09,
578,1.47E-09,
80204,1.47E-09,
1831,1.47E-09,
51429,1.47E-09,
1482,1.46E-09,
5297,1.46E-09,
54550,1.46E-09,
392,1.46E-09,
55611,1.46E-09,
7298,1.46E-09,
9361,1.46E-09,
6187,1.45E-09,
10268,1.45E-09,
274,1.45E-09,
100133941,1.45E-09,
91746,1.45E-09,
1822,1.44E-09,
10642,1.44E-09,
51053,1.44E-09,
79666,1.44E-09,
3987,1.44E-09,
8239,1.44E-09,
3691,1.44E-09,
1950,1.44E-09,
26,1.44E-09,
112398,1.44E-09,
79039,1.44E-09,
4880,1.44E-09,
5741,1.43E-09,
22890,1.43E-09,
55366,1.43E-09,
10450,1.42E-09,
3836,1.42E-09,
3249,1.42E-09,
868,1.42E-09,
29126,1.42E-09,
112609,1.42E-09,
85363,1.42E-09,
5034,1.42E-09,
3832,1.42E-09,
196,1.42E-09,
347,1.41E-09,
6237,1.41E-09,
5073,1.41E-09,
5036,1.41E-09,
8835,1.41E-09,
4163,1.41E-09,
131870,1.41E-09,
9131,1.41E-09,
3434,1.41E-09,
201626,1.41E-09,
9026,1.40E-09,
11186,1.40E-09,
23624,1.40E-09,
9919,1.40E-09,
8467,1.40E-09,
3565,1.40E-09,
958,1.40E-09,
2740,1.40E-09,
22930,1.40E-09,
6880,1.39E-09,
51569,1.39E-09,
22927,1.39E-09,
51631,1.39E-09,
57680,1.39E-09,
7026,1.39E-09,
5305,1.38E-09,
171392,1.38E-09,
84659,1.38E-09,
6601,1.38E-09,
131377,1.38E-09,
2869,1.37E-09,
5211,1.37E-09,
51259,1.37E-09,
637,1.37E-09,
57646,1.36E-09,
56853,1.36E-09,
26058,1.36E-09,
51377,1.36E-09,
6193,1.36E-09,
92421,1.35E-09,
5336,1.35E-09,
9325,1.35E-09,
8848,1.35E-09,
5905,1.35E-09,
7037,1.34E-09,
567,1.34E-09,
293,1.34E-09,
3141,1.34E-09,
56852,1.34E-09,
54997,1.34E-09,
7082,1.34E-09,
2643,1.34E-09,
8874,1.33E-09,
7791,1.33E-09,
7009,1.33E-09,
10236,1.33E-09,
10210,1.33E-09,
90070,1.33E-09,
842,1.33E-09,
9470,1.33E-09,
7481,1.33E-09,
22827,1.33E-09,
386677,1.33E-09,
3959,1.33E-09,
1789,1.33E-09,
6606,1.32E-09,
58509,1.32E-09,
8754,1.32E-09,
6132,1.32E-09,
347733,1.32E-09,
3692,1.32E-09,
6895,1.32E-09,
4205,1.32E-09,
86,1.31E-09,
1855,1.31E-09,
6130,1.31E-09,
10106,1.31E-09,
3662,1.31E-09,
491,1.31E-09,
2771,1.31E-09,
407026,1.31E-09,
8218,1.31E-09,
10426,1.31E-09,
1759,1.31E-09,
2776,1.31E-09,
55022,1.31E-09,
9128,1.31E-09,
9659,1.31E-09,
7178,1.31E-09,
1476,1.30E-09,
4286,1.30E-09,
6023,1.30E-09,
56993,1.30E-09,
167359,1.30E-09,
345,1.30E-09,
85377,1.29E-09,
7325,1.29E-09,
55743,1.29E-09,
6949,1.29E-09,
9774,1.29E-09,
2495,1.29E-09,
2069,1.29E-09,
823,1.29E-09,
8445,1.28E-09,
10567,1.28E-09,
445,1.28E-09,
23481,1.28E-09,
7473,1.28E-09,
2191,1.28E-09,
84292,1.28E-09,
51024,1.28E-09,
847,1.28E-09,
51651,1.27E-09,
11198,1.27E-09,
22916,1.27E-09,
3087,1.27E-09,
8350,1.27E-09,
51729,1.27E-09,
5144,1.27E-09,
9817,1.26E-09,
1845,1.26E-09,
219736,1.26E-09,
11189,1.26E-09,
8531,1.26E-09,
653361,1.26E-09,
22920,1.26E-09,
6156,1.26E-09,
22809,1.25E-09,
4804,1.25E-09,
2661,1.25E-09,
5244,1.25E-09,
53904,1.25E-09,
23560,1.25E-09,
1677,1.25E-09,
57122,1.25E-09,
51295,1.24E-09,
730211,1.24E-09,
79867,1.24E-09,
11236,1.24E-09,
23616,1.24E-09,
58517,1.24E-09,
7410,1.24E-09,
1363,1.23E-09,
81559,1.23E-09,
9513,1.23E-09,
51592,1.23E-09,
55159,1.23E-09,
1400,1.23E-09,
1977,1.23E-09,
644186,1.23E-09,
4302,1.22E-09,
3981,1.22E-09,
386680,1.22E-09,
2294,1.22E-09,
2492,1.22E-09,
10262,1.21E-09,
25824,1.21E-09,
7036,1.21E-09,
406937,1.21E-09,
839,1.21E-09,
8554,1.21E-09,
406982,1.21E-09,
81565,1.21E-09,
1812,1.21E-09,
80237,1.21E-09,
6504,1.21E-09,
6347,1.20E-09,
84868,1.20E-09,
2959,1.20E-09,
53632,1.20E-09,
11065,1.20E-09,
6137,1.20E-09,
8934,1.20E-09,
140901,1.19E-09,
4831,1.19E-09,
27229,1.19E-09,
4435,1.19E-09,
23189,1.19E-09,
5682,1.19E-09,
6122,1.19E-09,
51512,1.19E-09,
6091,1.19E-09,
10411,1.19E-09,
1889,1.19E-09,
22806,1.19E-09,
9584,1.19E-09,
10785,1.19E-09,
55006,1.19E-09,
8394,1.19E-09,
83666,1.19E-09,
9414,1.19E-09,
11151,1.19E-09,
6811,1.19E-09,
2266,1.19E-09,
81502,1.18E-09,
406884,1.18E-09,
114034,1.18E-09,
9500,1.18E-09,
8089,1.18E-09,
2395,1.18E-09,
11337,1.18E-09,
5339,1.18E-09,
51196,1.17E-09,
7253,1.17E-09,
5717,1.17E-09,
116,1.17E-09,
64794,1.17E-09,
10498,1.16E-09,
9961,1.16E-09,
50507,1.16E-09,
23178,1.16E-09,
51079,1.16E-09,
3586,1.16E-09,
9463,1.15E-09,
51619,1.15E-09,
81858,1.15E-09,
6628,1.15E-09,
64422,1.15E-09,
114548,1.15E-09,
55904,1.15E-09,
23613,1.15E-09,
23210,1.15E-09,
2678,1.14E-09,
79727,1.14E-09,
26135,1.14E-09,
6210,1.14E-09,
64135,1.14E-09,
10097,1.14E-09,
8525,1.14E-09,
7083,1.14E-09,
1104,1.14E-09,
11269,1.14E-09,
1503,1.14E-09,
3675,1.13E-09,
22863,1.13E-09,
7443,1.13E-09,
6144,1.13E-09,
6234,1.13E-09,
23236,1.13E-09,
31,1.13E-09,
5800,1.13E-09,
5899,1.13E-09,
4176,1.13E-09,
6776,1.12E-09,
5873,1.12E-09,
7318,1.12E-09,
9231,1.12E-09,
995,1.12E-09,
3757,1.12E-09,
27292,1.11E-09,
1139,1.11E-09,
5793,1.11E-09,
3071,1.11E-09,
8662,1.11E-09,
10062,1.11E-09,
6648,1.11E-09,
3148,1.11E-09,
1513,1.11E-09,
6652,1.11E-09,
8882,1.10E-09,
79723,1.10E-09,
4738,1.10E-09,
51514,1.10E-09,
5345,1.10E-09,
1393,1.10E-09,
11171,1.10E-09,
9400,1.10E-09,
9241,1.10E-09,
55791,1.10E-09,
25988,1.09E-09,
6228,1.09E-09,
5328,1.09E-09,
11344,1.09E-09,
407048,1.09E-09,
203228,1.09E-09,
10869,1.09E-09,
23286,1.09E-09,
8313,1.09E-09,
1604,1.09E-09,
118,1.09E-09,
54206,1.09E-09,
51339,1.09E-09,
23019,1.08E-09,
10084,1.08E-09,
23764,1.08E-09,
5298,1.08E-09,
55031,1.08E-09,
6209,1.08E-09,
337,1.08E-09,
80196,1.08E-09,
6175,1.08E-09,
4085,1.08E-09,
123169,1.08E-09,
1289,1.07E-09,
8449,1.07E-09,
3159,1.07E-09,
10076,1.07E-09,
146057,1.07E-09,
22871,1.07E-09,
29883,1.07E-09,
29763,1.07E-09,
993,1.07E-09,
5516,1.07E-09,
152185,1.07E-09,
6830,1.07E-09,
6120,1.07E-09,
3796,1.07E-09,
54583,1.07E-09,
150684,1.06E-09,
55646,1.06E-09,
406904,1.06E-09,
54472,1.06E-09,
55143,1.06E-09,
51185,1.06E-09,
5394,1.06E-09,
4747,1.06E-09,
23710,1.06E-09,
63948,1.06E-09,
9342,1.06E-09,
4762,1.06E-09,
57126,1.05E-09,
3275,1.05E-09,
406980,1.05E-09,
9657,1.05E-09,
9253,1.05E-09,
858,1.05E-09,
6134,1.05E-09,
574411,1.05E-09,
25930,1.05E-09,
984,1.05E-09,
196527,1.05E-09,
113174,1.05E-09,
7392,1.05E-09,
7855,1.05E-09,
4860,1.04E-09,
26119,1.04E-09,
4301,1.04E-09,
6217,1.04E-09,
7472,1.04E-09,
23542,1.04E-09,
5457,1.04E-09,
54971,1.04E-09,
117584,1.04E-09,
5520,1.04E-09,
6629,1.04E-09,
382,1.03E-09,
406949,1.03E-09,
79618,1.03E-09,
407049,1.03E-09,
29089,1.03E-09,
8883,1.03E-09,
2203,1.02E-09,
115950,1.02E-09,
4149,1.02E-09,
10286,1.02E-09,
1491,1.02E-09,
1153,1.02E-09,
5954,1.02E-09,
1032,1.02E-09,
10643,1.01E-09,
22994,1.01E-09,
4791,1.01E-09,
57103,1.01E-09,
79813,1.01E-09,
9219,1.01E-09,
10564,1.01E-09,
23054,1.01E-09,
1937,1.01E-09,
65268,1.01E-09,
3280,1.01E-09,
6375,1.01E-09,
5202,1.01E-09,
7041,1.00E-09,
56949,1.00E-09,
3656,1.00E-09,
2950,9.99E-10,
57761,9.97E-10,
328,9.96E-10,
51199,9.96E-10,
170589,9.95E-10,
332,9.95E-10,
6182,9.94E-10,
29896,9.93E-10,
406981,9.93E-10,
9402,9.92E-10,
154091,9.92E-10,
1280,9.91E-10,
2876,9.91E-10,
3092,9.89E-10,
4043,9.88E-10,
10989,9.88E-10,
267,9.88E-10,
11221,9.86E-10,
6136,9.85E-10,
6401,9.84E-10,
23118,9.84E-10,
54512,9.82E-10,
4179,9.81E-10,
8683,9.81E-10,
2177,9.80E-10,
6124,9.80E-10,
226,9.79E-10,
3693,9.76E-10,
1230,9.76E-10,
10008,9.75E-10,
10460,9.75E-10,
7295,9.73E-10,
23144,9.71E-10,
5213,9.71E-10,
6636,9.70E-10,
8856,9.70E-10,
51428,9.69E-10,
406905,9.67E-10,
9802,9.66E-10,
55677,9.64E-10,
8987,9.64E-10,
2068,9.61E-10,
83743,9.61E-10,
5080,9.61E-10,
9319,9.60E-10,
79016,9.58E-10,
5740,9.57E-10,
6999,9.57E-10,
6599,9.57E-10,
5537,9.56E-10,
53407,9.56E-10,
2697,9.56E-10,
192669,9.56E-10,
9258,9.55E-10,
5479,9.54E-10,
653,9.53E-10,
220988,9.53E-10,
3032,9.52E-10,
2822,9.52E-10,
84148,9.51E-10,
59349,9.51E-10,
3921,9.50E-10,
10454,9.49E-10,
4292,9.49E-10,
8805,9.49E-10,
23303,9.47E-10,
2252,9.47E-10,
406948,9.46E-10,
5906,9.46E-10,
55837,9.45E-10,
796,9.45E-10,
3113,9.45E-10,
4239,9.43E-10,
4300,9.43E-10,
5481,9.41E-10,
19,9.41E-10,
140609,9.41E-10,
84524,9.40E-10,
6204,9.39E-10,
23378,9.39E-10,
6382,9.37E-10,
6428,9.36E-10,
23558,9.35E-10,
51588,9.34E-10,
396,9.33E-10,
55741,9.33E-10,
482,9.32E-10,
11146,9.31E-10,
25898,9.31E-10,
6670,9.31E-10,
22907,9.30E-10,
5784,9.30E-10,
140885,9.30E-10,
51564,9.26E-10,
23013,9.24E-10,
54521,9.24E-10,
81539,9.24E-10,
8907,9.23E-10,
9322,9.23E-10,
6605,9.22E-10,
326,9.21E-10,
51593,9.21E-10,
54986,9.21E-10,
6222,9.20E-10,
2702,9.20E-10,
4194,9.19E-10,
23071,9.18E-10,
55233,9.16E-10,
80349,9.14E-10,
1003,9.13E-10,
10891,9.13E-10,
10159,9.12E-10,
813,9.12E-10,
5573,9.11E-10,
4048,9.10E-10,
2902,9.10E-10,
7001,9.09E-10,
8660,9.09E-10,
9183,9.05E-10,
3324,9.05E-10,
7536,9.05E-10,
668,9.03E-10,
775,9.02E-10,
22985,9.01E-10,
6910,9.01E-10,
160,9.00E-10,
60561,8.99E-10,
2281,8.99E-10,
2783,8.98E-10,
325,8.98E-10,
6741,8.98E-10,
23493,8.96E-10,
6633,8.96E-10,
23107,8.96E-10,
10376,8.95E-10,
5094,8.95E-10,
1234,8.95E-10,
4976,8.94E-10,
4988,8.94E-10,
27235,8.93E-10,
57379,8.92E-10,
5250,8.92E-10,
23385,8.91E-10,
6169,8.91E-10,
6199,8.90E-10,
4878,8.90E-10,
2889,8.88E-10,
102,8.87E-10,
29766,8.87E-10,
7852,8.87E-10,
8631,8.87E-10,
55291,8.86E-10,
10402,8.86E-10,
6928,8.84E-10,
10477,8.84E-10,
345651,8.83E-10,
8814,8.82E-10,
440,8.82E-10,
154796,8.81E-10,
6453,8.80E-10,
58487,8.79E-10,
84962,8.78E-10,
3949,8.76E-10,
6278,8.75E-10,
23345,8.74E-10,
55729,8.74E-10,
6165,8.74E-10,
96459,8.73E-10,
8266,8.73E-10,
51225,8.73E-10,
6314,8.72E-10,
1832,8.72E-10,
6143,8.71E-10,
322,8.71E-10,
115426,8.71E-10,
9804,8.70E-10,
642,8.70E-10,
5318,8.69E-10,
10528,8.68E-10,
4110,8.68E-10,
126374,8.67E-10,
23379,8.66E-10,
3356,8.64E-10,
26747,8.64E-10,
117177,8.64E-10,
4957,8.64E-10,
5230,8.64E-10,
55666,8.63E-10,
7376,8.63E-10,
10250,8.61E-10,
81929,8.61E-10,
26013,8.59E-10,
130497,8.59E-10,
6634,8.59E-10,
54931,8.58E-10,
84759,8.58E-10,
4361,8.58E-10,
6147,8.57E-10,
10912,8.56E-10,
23759,8.55E-10,
7200,8.55E-10,
11346,8.55E-10,
9099,8.55E-10,
3188,8.54E-10,
8697,8.54E-10,
140947,8.54E-10,
10539,8.53E-10,
3778,8.53E-10,
7994,8.52E-10,
3977,8.52E-10,
6720,8.52E-10,
55885,8.52E-10,
8673,8.52E-10,
54209,8.52E-10,
488,8.51E-10,
57085,8.50E-10,
4665,8.50E-10,
51322,8.49E-10,
5422,8.48E-10,
4544,8.48E-10,
6429,8.47E-10,
6632,8.47E-10,
63893,8.47E-10,
875,8.46E-10,
440738,8.46E-10,
59,8.44E-10,
55658,8.44E-10,
8314,8.44E-10,
573,8.43E-10,
23521,8.43E-10,
10272,8.42E-10,
9785,8.41E-10,
3842,8.41E-10,
284695,8.40E-10,
3801,8.40E-10,
9093,8.39E-10,
1670,8.39E-10,
7021,8.37E-10,
10392,8.36E-10,
4905,8.36E-10,
5411,8.35E-10,
55509,8.34E-10,
64219,8.34E-10,
27302,8.33E-10,
8867,8.32E-10,
28952,8.31E-10,
525,8.31E-10,
79031,8.31E-10,
2687,8.31E-10,
56658,8.30E-10,
10457,8.30E-10,
10401,8.30E-10,
2296,8.30E-10,
10383,8.29E-10,
1908,8.29E-10,
1565,8.29E-10,
2516,8.28E-10,
4843,8.27E-10,
23322,8.27E-10,
9793,8.27E-10,
8352,8.27E-10,
6205,8.27E-10,
3094,8.25E-10,
29934,8.25E-10,
5859,8.23E-10,
3607,8.21E-10,
79711,8.20E-10,
6635,8.20E-10,
1447,8.19E-10,
7372,8.19E-10,
996,8.18E-10,
7709,8.17E-10,
25885,8.17E-10,
3306,8.16E-10,
6176,8.16E-10,
9070,8.16E-10,
5929,8.15E-10,
10653,8.15E-10,
8570,8.14E-10,
113130,8.13E-10,
8847,8.13E-10,
1984,8.12E-10,
163,8.11E-10,
8976,8.10E-10,
10395,8.10E-10,
799,8.08E-10,
51068,8.08E-10,
9648,8.08E-10,
55763,8.07E-10,
8463,8.05E-10,
80125,8.04E-10,
4985,8.03E-10,
2319,8.01E-10,
9644,8.01E-10,
6642,8.00E-10,
56916,8.00E-10,
55290,8.00E-10,
51755,8.00E-10,
5624,8.00E-10,
51504,8.00E-10,
1475,7.99E-10,
202559,7.99E-10,
4141,7.98E-10,
25813,7.98E-10,
3827,7.97E-10,
26057,7.95E-10,
55789,7.94E-10,
8881,7.94E-10,
26036,7.93E-10,
9404,7.92E-10,
8200,7.92E-10,
2690,7.91E-10,
50813,7.91E-10,
5261,7.91E-10,
23678,7.91E-10,
6231,7.91E-10,
9223,7.91E-10,
23640,7.90E-10,
25855,7.90E-10,
1676,7.89E-10,
84128,7.88E-10,
8880,7.88E-10,
9618,7.87E-10,
8237,7.87E-10,
8555,7.86E-10,
959,7.86E-10,
7726,7.86E-10,
57591,7.85E-10,
60528,7.84E-10,
8530,7.83E-10,
4736,7.83E-10,
9698,7.83E-10,
64802,7.80E-10,
8356,7.80E-10,
7498,7.80E-10,
6604,7.80E-10,
79664,7.80E-10,
3486,7.80E-10,
54464,7.79E-10,
25959,7.79E-10,
167227,7.78E-10,
2773,7.78E-10,
29760,7.77E-10,
56254,7.77E-10,
51499,7.77E-10,
51652,7.76E-10,
90993,7.76E-10,
26146,7.76E-10,
51378,7.75E-10,
2770,7.74E-10,
7078,7.74E-10,
317,7.74E-10,
8837,7.73E-10,
79109,7.72E-10,
825,7.71E-10,
25978,7.69E-10,
51138,7.69E-10,
4436,7.69E-10,
6879,7.68E-10,
1314,7.68E-10,
80854,7.68E-10,
6218,7.66E-10,
27031,7.66E-10,
9859,7.65E-10,
23191,7.64E-10,
5364,7.64E-10,
5664,7.63E-10,
4836,7.63E-10,
51311,7.63E-10,
6773,7.63E-10,
51400,7.62E-10,
6845,7.61E-10,
23543,7.60E-10,
10036,7.60E-10,
5076,7.59E-10,
4967,7.59E-10,
26272,7.58E-10,
8328,7.58E-10,
23612,7.58E-10,
23317,7.57E-10,
3655,7.56E-10,
2067,7.56E-10,
8851,7.56E-10,
80139,7.55E-10,
10325,7.55E-10,
50628,7.54E-10,
3695,7.53E-10,
7222,7.53E-10,
132864,7.53E-10,
80184,7.52E-10,
6612,7.51E-10,
25953,7.51E-10,
5013,7.50E-10,
115209,7.49E-10,
4524,7.48E-10,
2961,7.47E-10,
8725,7.46E-10,
5708,7.45E-10,
896,7.45E-10,
6643,7.44E-10,
1933,7.44E-10,
25804,7.44E-10,
1439,7.44E-10,
7168,7.44E-10,
23499,7.44E-10,
1600,7.43E-10,
1634,7.43E-10,
29941,7.43E-10,
224,7.43E-10,
5880,7.42E-10,
26156,7.40E-10,
57132,7.39E-10,
6160,7.39E-10,
5933,7.39E-10,
11160,7.39E-10,
10458,7.39E-10,
5693,7.38E-10,
6430,7.38E-10,
9367,7.36E-10,
5424,7.35E-10,
2778,7.35E-10,
1982,7.34E-10,
5163,7.33E-10,
29914,7.33E-10,
7018,7.32E-10,
57530,7.31E-10,
9101,7.31E-10,
9238,7.30E-10,
23380,7.29E-10,
55823,7.29E-10,
91663,7.29E-10,
1488,7.29E-10,
682,7.28E-10,
9645,7.27E-10,
10949,7.26E-10,
10294,7.26E-10,
26259,7.25E-10,
2975,7.25E-10,
832,7.24E-10,
57498,7.24E-10,
257364,7.23E-10,
10049,7.23E-10,
9529,7.22E-10,
1063,7.22E-10,
5264,7.22E-10,
8353,7.22E-10,
10252,7.21E-10,
57172,7.21E-10,
6631,7.21E-10,
54552,7.21E-10,
6242,7.21E-10,
9682,7.20E-10,
3189,7.20E-10,
63941,7.20E-10,
665,7.20E-10,
23376,7.19E-10,
23157,7.19E-10,
6696,7.18E-10,
54682,7.18E-10,
